picture_url,editors_choice,time_published,title,shipping,time_modified,price,hotness,uuid,url,description,category
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zft1hgji2gyfqy0ypk3l",,,"Dell SATA 6Gbps 2.5"" SSDs",free shipping,2018-01-06T22:46:27-05:00,from $90,4,2173169,https://www.dealnews.com/Dell-SATA-6-Gbps-2.5-SSDs-from-90-free-shipping/2173169.html,"Dell Small Business discounts a range of its Dell Serial ATA 6Gb/s 2.5"" SSDs, with prices starting from <strong>$89.99</strong>, as listed below. Plus, these orders bag <b>free shipping</b>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD</a> for <b>$89.99</b> (low by $81)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099153,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD Upgrade Kit</a> for <b>$109.99</b> (low by $85f)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099006,2173169"">Dell 512GB SATA 6Gb/s 2.5"" SSD</a> for <b>$169.99</b> (low by $164)
 </li>
</ul>",INTERNAL HARD DRIVES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b66dlrfxoxuedi7teeaj",,,"Linksys AC Dual-Band Router, Roccat Headset",free shipping,2018-01-06T22:18:07-05:00,$300,1,2173166,https://www.dealnews.com/Linksys-AC-Dual-Band-Router-Roccat-Headset-for-300-free-shipping/2173166.html,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173166"">Linksys AC3200 Dual-Band Gigabit Router</a>, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098991,2173166"">Roccat Cross Over-Ear Headset</a>, for <strong>$299.98</strong> with <strong>free shipping</strong>. That's $20 under the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The router features four antennas, four gigabit LAN ports, two USB ports, and a prioritization engine designed to protect against lag spikes. The headset features 50mm neodymium drivers, swappable in-line and boom arm mics, and a 20Hz to 20kHz frequency response.",ROUTERS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzg8njy7ylts2tyg3ea",,,BeatMaker for iPhone / iPad,,2018-01-06T21:52:31-05:00,free,4,2173160,https://www.dealnews.com/Beat-Maker-for-iPhone-iPad-for-free/2173160.html,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173160"">BeatMaker for iPhone / iPad</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find. It features 16 sample-based trigger pads with multi-touch support, a multi-track song sequencer, and live pattern recording.",IPHONE / IPOD APPS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",,,"Used Wii U 32GB w/ Used Mario, Smash Bros",$9 shipping,2018-01-06T22:09:10-05:00,$170,2,2173163,https://www.dealnews.com/Used-Wii-U-32-GB-w-Used-Mario-Smash-Bros-for-170-9-s-h/2173163.html,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173163"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098979,2173163"">Super Mario 3D World for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098982,2173163"">Super Smash Brothers for Wii U</a> for <strong>$169.99</strong> plus <strong>$8.99</strong> for shipping. That's about $44 under what you'd expect to pay for a refurbished console with these games new elsewhere.<br>
<br>
Note: No warranty info is provided; however, each item is covered by a 7-day money-back guarantee.",CONSOLES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbi4dylaxiknjzsrkwwh",True,,Yankee Candle Large Jar Candle,pickup at Walmart,2018-01-06T21:48:03-05:00,$11,4,2173154,https://www.dealnews.com/Yankee-Candle-Large-Jar-Candle-for-11-pickup-at-Walmart/2173154.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173154"">Yankee Candle Large Jar Candle</a> in Honey Clementine for <b>$10.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098976,2173154"">Amazon</a> charges the same, although it's not expected to ship for 1 to 2 months.) Choose in-store <b>pickup</b> <del>to dodge the $5.99 shipping fee</del>. That's the lowest price we could find by $11. It measures 6.6"" x 4"" and offers up to 150 hours of burn time.<br>
<br>
<i>Update</i>: It's now available for in-store pickup only.",DECOR
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ikii5iblmaajfhttb78y",,2018-01-06T12:47:04-05:00,Barclaycard Arrival Plus™ MasterCard®,,,"40,000 Bonus Miles",,2173265,"https://www.dealnews.com/lw/click.html?20,2,2173265","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173265"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099078,2173265"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 17.24%, 21.24% or 24.24%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099081,2173265"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",CREDIT CARDS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udtyqfih5crkrcz5hdxv",,,Tacklife Tape Measure,free shipping w/ Prime,2018-01-06T22:40:03-05:00,from $8,3,2173151,https://www.dealnews.com/Tacklife-Tape-Measure-from-8-free-shipping-w-Prime/2173151.html,"Tacklife Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173151"">Tacklife Tape Measure</a> for $13.97. Coupon code ""ITE6FSIU"" cuts the price to <strong>$8.38</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It measures up to 66-feet long, features anti-slip gripping, and is impact resistant. Deal ends January 10.<br>
<br>
Note: The Tacklife Tape Measure is also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098973,2173151"">larger size</a> for $11.38 via the same coupon code. It measures 164-feet long.",TOOLS & HARDWARE
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouypvnwxyocj0d09haae",,,Burton Bullet Snowboard Tool,pickup at REI,2018-01-06T22:08:10-05:00,$10,2,2173130,https://www.dealnews.com/Burton-Bullet-Snowboard-Tool-for-10-pickup-at-REI/2173130.html,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173130"">Burton Bullet Snowboard Tool</a> in Black for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our November mention and is the lowest price we could find by $8. It features a fold-out handle, a secret compartment, a #2 and #3 Phillips screwdriver as well as a flathead, 4mm Allen key, and a 10mm wrench.",CAMPING & OUTDOORS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/padglhmwh1villm8lan2",,,Tacklife Noise Reduction Safety Ear Muffs,free shipping w/ Prime,2018-01-06T22:37:52-05:00,$9,3,2173148,https://www.dealnews.com/Tacklife-Noise-Reduction-Safety-Ear-Muffs-for-9-free-shipping-w-Prime/2173148.html,"Tacklife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173148"">Tacklife Noise Reduction Safety Ear Muffs</a> for $10.97. Coupon code ""IQ4G2LZS"" cuts them to <strong>$8.78</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $2 off, and the lowest price we could find. They feature a noise reduction sponge, retractable stainless steel at the end of headband for a custom fit, and anti-sweat material. Deal ends January 10.",TOOLS & HARDWARE
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d27napithasg1h4x9uze",,,Urban Decay at Nordstrom Rack,free shipping w/ $100,2018-01-06T21:52:21-05:00,Up to 67% off,4,2173133,https://www.dealnews.com/Urban-Decay-at-Nordstrom-Rack-Up-to-67-off-free-shipping-w-100/2173133.html,"Nordstrom Rack cuts <strong>up to 67% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173133"">Urban Decay makeup</a>, with deals starting from <strong>$6.97</strong>. Shipping starts at <strong>$5.95</strong>, but orders of $100 or more bag free shipping.",MAKEUP
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuzxgb1ug2heiuhblcgs",,,Gordini Women's Polartec Fleece Gloves,pickup at REI,2018-01-06T22:35:02-05:00,$12,3,2173127,https://www.dealnews.com/Gordini-Womens-Polartec-Fleece-Gloves-for-12-pickup-at-REI/2173127.html,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173127"">Gordini Women's Polartec Fleece Gloves</a> in Black for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $8 off and the lowest price we could find. They're available in sizes from S to L.",ACCESSORIES
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u1m7amo3uotd7onmyll7",,,4K UHD Movie Downloads at FandangoNow,,2018-01-06T22:34:20-05:00,20% off,3,2173124,https://www.dealnews.com/4-K-UHD-Movie-Downloads-at-Fandango-Now-20-off/2173124.html,"FandangoNow takes <strong>20% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098961,2173124"">movie downloads in 4K UHD</a> via coupon code ""4K18"". Deal ends February 5. A couple of best bets, with prices after discount:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173124"">Blade Runner 2049 in 4K UHD</a> for <strong>$15.99</strong> (pictured, low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098964,2173124"">Spider-Man Homecoming in 4K UHD</a> for <strong>$15.99</strong> (low by $4)
 </li>
</ul>",VIDEO DOWNLOADS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sen1pddccyclyhanekna",,,"Dell XPS Kaby Lake i7 Quad 16"" 1080p Laptop",free shipping,2018-01-06T22:10:26-05:00,"$1,147",2,2173115,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i7-Quad-16-1080-p-Laptop-for-1-147-free-shipping/2173115.html,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173115"">Dell XPS 15 Intel Kaby Lake Core i7 2.8GHz 15.6"" 1080p Laptop</a> for $1,273.99. Coupon code ""TENOFF"" cuts it to <strong>$1,146.59</strong>. With <strong>free shipping</strong>, that's $20 under our mention from a month ago, $303 off, and the lowest price we could find. It features an Intel Core i7-7700HQ 2.8GHz Kaby Lake quad-core processor, 15.6"" 1920x1080 (1080p) LCD, 8GB RAM, 256GB SSD, Nvidia GeForce GTX 1050 4GB graphics, 9-cell battery, and Windows 10 Home 64-bit. Deal ends January 11.",LAPTOPS
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/brubtsvaxjoysx3c7b4r",,,Blinds.com Sale,free shipping,2018-01-06T21:32:12-05:00,Up to 30% off,5,2173112,https://www.dealnews.com/Blinds.com-Sale-Up-to-30-off-free-shipping/2173112.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098943,2173112"">Blinds.com</a> takes <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098946,2173112"">blinds and shutters</a> via coupon code ""NEW-DEALS"". Plus, all orders bag <strong>free shipping</strong>. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098949,2173112"">Norman 2.5"" Ultimate Faux-Wood Blind</a> from <strong>$19.19</strong> (at least $5 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173112"">Levolor Vinyl Vertical Blinds</a> from <strong>$42.69</strong> (pictured, at least $18 off)
 </li>
</ul>",DECOR
"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o07ibio4pvezwe6vwlwt",,,Mission: Impossible Collection on Blu-ray/HD,pickup at Best Buy,2018-01-06T22:32:45-05:00,$19,3,2173109,https://www.dealnews.com/Mission-Impossible-Collection-on-Blu-ray-HD-for-19-pickup-at-Best-Buy/2173109.html,"For pickup only, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> for <b>$18.99</b> via the steps below. That's the lowest price we could find by $7, excluding the mention below. To get this deal:<br>
<ol>
 <li>Add the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173109"">Mission: Impossible: The 5-Movie Collection on Blu-ray / Digital HD</a> to your cart for $19.99
 </li>
 <li>in cart, select ""Shipping"" for your delivery method (do not choose in-store pickup at this time)
 </li>
 <li>proceed to checkout
 </li>
 <li>at checkout in the shipping section, ""$1 off"" should appear in green text beside the ""Today ... at a Best Buy store"" option
 </li>
 <li>change your delivery method to this in-store <strong>pickup</strong> option to drop your total to <strong>$18.99</strong>
 </li>
</ol>
Too much effort? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098931,2173109"">Amazon</a> charges $19.99 with free Prime shipping.",BLU-RAY DISC MOVIES
