time_modified,time_published,editors_choice,title,shipping,hotness,picture_url,price,uuid,url,description,category
,2018-01-02T23:36:03-05:00,,Oral-B Sugar Defense Toothbrush 2-Pack,free shipping w/ Prime,0,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/huhcxtiqh0xjzrf7oj1d",$1 w/ $25 purchase,2170556,https://www.dealnews.com/Oral-B-Sugar-Defense-Toothbrush-2-Pack-for-1-w-25-purchase-free-shipping-w-Prime/2170556.html,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170556"">Oral-B Pro Health Sugar Defense Manual Toothbrush 2-Pack</a> in Soft for $2.09. Clip the $1 off coupon to cut the price to <strong>$1.09</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's a buck under what you'd pay in-store locally.<br>
<br>
Note: This item ships in two to four weeks.",TOOTHBRUSHES
,2018-01-02T23:22:07-05:00,,"""Disney Christmas Storybook"" Hardcover Book",free shipping w/ Prime,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g7bwjqporvl2xggw3ofj",$8,2170553,https://www.dealnews.com/Disney-Christmas-Storybook-Hardcover-Book-for-8-free-shipping-w-Prime/2170553.html,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170553"">Elle D. Risco &amp; Calliope Glass' <i>Disney Christmas Storybook Collection</i> Hardcover Book</a> for <strong><strong><strong>$7.64</strong></strong></strong> with <strong>free shipping</strong>. That's the lowest shipped price we could find by $7. It includes 18 tales with over 250 illustrations.<br>
<br>
Note: This item is temporarily out of stock but can be ordered at this price and will ship when available.",BOOKS
,2018-01-02T23:02:18-05:00,,Ferrero Rocher 48-Count Chocolate Gift Box,free shipping w/ Prime,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bp9qpap1egxspvkcrkem",$11,2170550,https://www.dealnews.com/Ferrero-Rocher-48-Count-Chocolate-Gift-Box-for-11-free-shipping-w-Prime/2170550.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170550"">Ferrero Rocher 48-Count 21.2-oz. Hazelnut Chocolate Gift Box</a> for <strong>$10.68</strong> with <strong>free shipping</strong>. That's $2 under what you'd pay locally, although we saw it for about a buck less in October.",CHOCOLATES
,2018-01-02T22:46:53-05:00,,Yamaha 5.1 4K Bluetooth Home Theater Receiver,free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mpwu5plvyfrsikk5lxjc",$265,2170547,https://www.dealnews.com/Yamaha-5.1-4-K-Bluetooth-Home-Theater-Receiver-for-265-free-shipping/2170547.html,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170547"">Yamaha 5.1-Channel 4K Bluetooth Home Theater Receiver</a> in Black, model no. RX-V481BL, for <strong>$264.99</strong> with <strong>free shipping</strong>. That's $135 off list and the lowest price we could find. Features include 145-watt RMS per channel, WiFi, Bluetooth, and 4K and 3D pass-through.",RECEIVERS
,2018-01-02T22:23:45-05:00,,Kobalt 20pc SAE / Metric Mechanic's Tool Set,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxshjz1phvoyx3tyebx4",$20,2170544,https://www.dealnews.com/Kobalt-20-pc-SAE-Metric-Mechanics-Tool-Set-for-20-free-shipping/2170544.html,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170544"">Kobalt 20-Piece Standard and Metric Mechanic's Tool Set</a> for <strong>$19.98</strong>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093537,2170544"">join</a>.) That's $5 under our November mention, $30 off list, and the lowest price we could find. It includes an extendable handle and an assortment of sockets and bits. Deal ends February 6.",HAND TOOLS
,2018-01-02T22:10:46-05:00,True,Disney Beauty and the Beast Ball Gown Belle,free shipping w/ Prime,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i2j6ankklfbapt00uycy",$7 w/ $25 purchase,2170541,https://www.dealnews.com/Disney-Beauty-and-the-Beast-Ball-Gown-Belle-for-7-w-25-purchase-free-shipping-w-Prime/2170541.html,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170541"">Disney Beauty and the Beast Enchanting Ball Gown Belle</a> for <strong>$7.29</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $12. It comes with a hair piece, shoes, and necklace.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",TOYS & HOBBIES
,2018-01-02T21:55:54-05:00,,Cambridge Shiloh 3-Qt. Ice Bucket,pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nahjcv66jxfickijjjei",$25,2170538,https://www.dealnews.com/Cambridge-Shiloh-3-Qt.-Ice-Bucket-for-25-pickup-at-Walmart/2170538.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170538"">Cambridge Silversmiths Shiloh 3-Quart Ice Bucket</a> for <strong>$25</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $4 off list and the lowest price we could find. It features a galvanized finish and rope.",KITCHEN
,2018-01-02T21:40:03-05:00,,Kobalt 4-Tool 24V Cordless Combo Kit,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnwlbenh2dzhtgcsauf2",$149,2170535,https://www.dealnews.com/Kobalt-4-Tool-24-V-Cordless-Combo-Kit-for-149-free-shipping/2170535.html,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170535"">Kobalt 4-Tool 24-volt Max Lithium Ion Cordless Combo Kit</a> for <strong>$149</strong> with <strong>free shipping</strong>. That's $150 off list and the lowest price we could find. It includes a drill/driver, circular saw, flashlight, battery, and charger.",POWER TOOLS
,2018-01-02T21:30:13-05:00,,BHG 3-Cube Organizer Bench,free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/szctkel8e5aumjv0isrt",$47,2170532,https://www.dealnews.com/BHG-3-Cube-Organizer-Bench-for-47-free-shipping/2170532.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170532"">BHG 3-Cube Organizer Bench</a> in Weathered for <strong>$47</strong> with <strong>free shipping</strong>. That's $42 off list and the lowest price we could find. It's compatible with 13"" storage bins and baskets and measures approximately 44.5"" x 18"" x 20"".",HOME FURNITURE
,2018-01-02T10:45:01-05:00,,United MileagePlus® Explorer Card,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c","40,000 bonus miles",2170193,"https://www.dealnews.com/lw/click.html?20,2,2170193","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",CREDIT CARDS
2018-01-02T21:14:58-05:00,,True,Washington Post 6-Month Digital Subscription,,5,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogyljitfxawkfp2wuxl1",free w/ Prime,2170529,https://www.dealnews.com/Washington-Post-6-Month-Digital-Subscription-free-w-Prime/2170529.html,"For Amazon Prime members only, The Washington Post offers new subscribers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170529"">six months of digital access</a> for <strong>free</strong>. That's a $60 savings and tied with our August mention as a rare offer for free Washington Post access.<br>
<br>
Note: When the free six month period is up, Prime members can opt to continue their subscription for $3.99 per month. That will be a savings of $6 per month.",BOOKS & MAGAZINES
,2018-01-02T20:44:31-05:00,,Sunbeam Royal Mink Chill-Away Heated Wrap,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhk20yl3z2ozrkfxyql9",$30,2170526,https://www.dealnews.com/Sunbeam-Royal-Mink-Chill-Away-Heated-Wrap-for-30-free-shipping/2170526.html,"DealYard via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170526"">Sunbeam Royal Mink Chill-Away Heated Wrap</a> in three colors (Lavender pictured) for <strong>$29.97</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093534,2170526"">Amazon</a> charges the same.) That's the lowest price we could find by $19. This machine-washable wrap measures 25"" x 57"" and features three heat-settings and 3-hour auto-off.",BEDDING
,2018-01-02T20:30:53-05:00,True,Despicable Me Minion Dave Plush,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uwpokwyoodgiautvi0bf",$7 w/$25 purchase,2170523,https://www.dealnews.com/Despicable-Me-Minion-Dave-Plush-for-7-w-25-purchase-free-shipping/2170523.html,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170523"">Despicable Me Minion Dave Plush</a> for <strong>$6.90</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $13. He stands approximately 10.5"" tall and when you squeeze his belly, his eyes pop out and light up when he talks.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",TOYS & HOBBIES
,2018-01-02T19:43:36-05:00,True,Penguin Food Jar 2-Pack,pickup at Walmart,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vntaqvmdbdxswcasff5q",$6,2170517,https://www.dealnews.com/Penguin-Food-Jar-2-Pack-for-6-pickup-at-Walmart/2170517.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170517"">Penguin Food Jar 2-Pack</a> for <strong>$5.53</strong>. Opt for free in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest total price we could find by $10. These 16-oz. BPA-free containers purport to keep food cold for seven hours and warm for five hours.",KITCHEN
,2018-01-02T19:34:54-05:00,,Elf Stor Premium Christmas Tree Bag,pickup at Walmart,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfgyw6jqmn6b6teohuxg",$13,2170514,https://www.dealnews.com/Elf-Stor-Premium-Christmas-Tree-Bag-for-13-pickup-at-Walmart/2170514.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170514"">Elf Stor Premium Christmas Tree Bag</a> in White for <b>$12.88</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093516,2170514"">Discount Tommy via Amazon</a> charges the same for Prime members.) That's the lowest price we could find by $4, although it was a buck less a year ago. It measures approximately 60"" x 30"" x 30"" and holds up to a 9-foot disassembled artificial Christmas tree. Features include tear-proof polypropylene construction and nylon carry handles.",SEASONAL/HOLIDAYS
,2018-01-02T19:21:30-05:00,,Jana Queen Bed,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkrc9t3ebip5nso248nu",from $190,2170511,https://www.dealnews.com/Jana-Queen-Bed-from-190-free-shipping/2170511.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170511"">Jana Queen Bed</a> in several colors (Natural Fabric pictured) for <strong>$189.88</strong> with <strong>free shipping</strong>. (Non-members pay a $18.99 surcharge.) That's the lowest price we could find by $23. This foam-padded headboard measures 86"" x 63"" x 53"" and is crafted from pinewood and plywood.",BABIES & KIDS ITEMS
,2018-01-02T19:01:56-05:00,,"JVC 37"" 2.1 Bluetooth Sound Bar",free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ko0jse1x6omvmb4vj0rw",$80,2170508,https://www.dealnews.com/JVC-37-2.1-Bluetooth-Sound-Bar-for-80-free-shipping/2170508.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170508"">JVC 2.1-Channel Bluetooth 37"" Sound Bar System</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $100 off and tied with our November mention as the lowest price we could find. It features Bluetooth 4.2 and comes with a wireless subwoofer.",SPEAKERS
,2018-01-02T18:59:25-05:00,True,Jackson Pro Series Monarkh SC Electric Guitar,free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krmpqjxza8jtou1bwft0",$449,2170505,https://www.dealnews.com/Jackson-Pro-Series-Monarkh-SC-Electric-Guitar-for-449-free-shipping/2170505.html,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170505"">Jackson Pro Series Monarkh SC Electric Guitar</a> in Silver Burst for <strong>$449</strong> with <strong>free shipping</strong>. That's $21 under our June mention and the lowest price we could find by $221. It features a 22-fret maple neck, ebony fingerboard, Seymour Duncan Blackouts AHB-1 pickups, and 3-position pickup switch.",MUSICAL INSTRUMENTS
,2018-01-02T18:58:08-05:00,,DeWalt 68-Piece Screwdriver Bit Set,free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpww0zfqwyp8tt8esxwf",$18,2170502,https://www.dealnews.com/De-Walt-68-Piece-Screwdriver-Bit-Set-for-18-free-shipping/2170502.html,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170502"">DeWalt 68-Piece Screwdriver Bit Set</a> for $19.98. Plus MyLowe's members can log into their account to drop it to <strong>$17.98</strong> in-cart and bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093501,2170502"">join</a>.) That's $2 under our November mention, $12 off list, and the lowest price we've seen. It features the most common geometries of 1"" and 2"" screwdriver bits.",HAND TOOLS
,2018-01-02T11:11:18-05:00,,Liberty Mutual Home and Auto Insurance,,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp",Save up to $782,2170223,"https://www.dealnews.com/lw/click.html?20,2,2170223","At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170223"">Liberty Mutual</a>, you could save <strong>up to $782</strong> when you combine <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092382,2170223"">home and auto insurance</a>. To take advantage of this multi-policy discount, enter your ZIP code to receive a free rate quote.",FINANCIAL SERVICES
,2018-01-02T18:48:38-05:00,,Honeywell Top Fill Cool Mist Humidifier,pickup at Walmart,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnmucpesry3jjlwxhwaz",$30,2170499,https://www.dealnews.com/Honeywell-Top-Fill-Cool-Mist-Humidifier-for-30-pickup-at-Walmart/2170499.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170499"">Honeywell Top Fill Cool Mist Humidifier</a> in White or Black for <strong>$29.88</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $19 off list and the best price we could find. This filter-free cool mist humidifier features a wide tank opening for easy filling, rotating mist nozzle, and variable output settings.",HUMIDIFIERS & DEHUMIDIFIERS
,2018-01-02T18:38:29-05:00,,Victoria's Secret Dream Angels Push-Up Bra,$8 shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/imkuiwz9dno8yukpczl3",$30,2170496,https://www.dealnews.com/Victorias-Secret-Dream-Angels-Push-Up-Bra-for-30-8-s-h/2170496.html,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170496"">Victoria's Secret Women's Dream Angels New Push-Up Bra</a> in several colors for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $37 off and the best price we could find. It's available in sizes 32 to 38 with A to DDD cup sizes.",INTIMATES
,2018-01-02T18:31:07-05:00,,"23"" Balance Ball with Pump",free shipping,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbcptokcdep22mmoknlb",$40,2170292,https://www.dealnews.com/23-Balance-Ball-with-Pump-for-40-free-shipping/2170292.html,"Millionshare via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170292"">23"" Balance Ball with Pump</a> in several colors (Blue pictured) for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2. It comes with two resistance bands.",EXERCISE EQUIPMENT
,2018-01-02T18:27:53-05:00,True,"Sceptre 55"" 4K LED LCD UHD TV",free shipping,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k67kk4dvhbmsmeptz5uj",$300,2170493,https://www.dealnews.com/Sceptre-55-4-K-LED-LCD-UHD-TV-for-300-free-shipping/2170493.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170493"">Sceptre 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U550CV-U, for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $91.) It features a 3840x2160 (2160p) native resolution, LED backlight, USB, and four HDMI inputs.",TVS
,2018-01-02T18:20:48-05:00,True,Stanley 81-Piece Mechanic's Tool Set/Chest,pickup at Lowe's,4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b5aqsmyfyd6kuknhxrnq",$36,2170490,https://www.dealnews.com/Stanley-81-Piece-Mechanics-Tool-Set-Chest-for-36-pickup-at-Lowes/2170490.html,"For in-store pickup only, Lowes offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170490"">Stanley 81-Piece Standard/Metric Mechanic's Tool Set</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093474,2170490"">Stanley 2-Drawer Tool Chest</a> for $39.98. MyLowe's members can log into their account to drop the price to <strong>$35.98</strong> in-cart. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093483,2170490"">join</a>.) That's $20 under the lowest price we could find for a similar tool chest and tool set. It includes 43 sockets, two drive tools, two quick release ratchets, and more.",HAND TOOLS
,2018-01-02T18:20:25-05:00,,Big: 25th Anniversary Edition Blu-ray / DVD,pickup at Fry's,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hak1izqzevp4f83zss48",$4,2170415,https://www.dealnews.com/Big-25-th-Anniversary-Edition-Blu-ray-DVD-for-4-pickup-at-Frys/2170415.html,"For in-store pickup only, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170415"">Big: 25th Anniversary Edition on Blu-ray / DVD</a> for <b>$3.99</b>. That's the lowest price we could find by $7.",BLU-RAY DISC MOVIES
,2018-01-02T18:19:58-05:00,,Anne Klein Women's Asymmetrical Shirtdress,free s&h w/beauty item,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkksy7ev67tnyqvl67nn",$21,2170469,https://www.dealnews.com/Anne-Klein-Womens-Asymmetrical-Shirtdress-for-21-free-s-h-w-beauty-item/2170469.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170469"">Anne Klein Women's Asymmetrical Shirtdress</a> in Black for <b>$20.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093306,2170469"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's $118 off list and the lowest price we could find. It's available in select sizes from 2 to 12.",DRESSES
,2018-01-02T18:15:46-05:00,,Kensie Women's V-Neck Slip Dress,free s&h w/beauty item,3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uezmqnf8usazyuh8qasl",$20,2170475,https://www.dealnews.com/Kensie-Womens-V-Neck-Slip-Dress-for-20-free-s-h-w-beauty-item/2170475.html,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170475"">Kensie Women's V-Neck Slip Dress</a> in Mauve for <b>$19.96</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093324,2170475"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. Excluding padding, that's the lowest price we could find by $20. It's available in sizes XS to XL.",DRESSES
,2018-01-02T18:11:02-05:00,,Nathan Fire & Ice Insulated Hydration Bottle,pickup at Walmart,2,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/swadhlxohc9kfbtumebe",$6,2170487,https://www.dealnews.com/Nathan-Fire-Ice-Insulated-Hydration-Bottle-for-6-pickup-at-Walmart/2170487.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170487"">Nathan Fire &amp; Ice Insulated Hydration Bottle</a> in Pink or Yellow for <b>$6.28</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's the lowest price we could find by $11. It features double-wall insulation.",KITCHEN
