time_published,uuid,editors_choice,picture_url,price,shipping,url,hotness,time_modified,description,title,category
2018-01-03T07:26:57-05:00,2170784,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zjqcnzm88km1qy3ipcwa",$42,free shipping,https://www.dealnews.com/Tacklife-Oscillating-Multi-Tool-for-42-free-shipping/2170784.html,3,,"Tacklife Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170784"">Tacklife Oscillating Multi-Tool</a> for $52.97. Coupon code ""VT9AMSOF"" drops it to <b>$42.38</b>. With <b>free shipping</b>, that's $3 under our Black Friday week mention, $18 off list, and the lowest price we could find. It features a 23-piece accessory kit and storage case. Deal ends January 5.",Tacklife Oscillating Multi-Tool,POWER TOOLS
2018-01-03T07:19:01-05:00,2170730,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nb1lrdj82ylkcdtxhmum",$35,free shipping,https://www.dealnews.com/Bionic-Steel-Garden-Hose-for-35-free-shipping/2170730.html,3,,"as_seen_on_tv via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170730"">Bionic Steel 50-Foot Garden Hose</a> for <strong>$34.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It is flexible, puncture proof, and pressure resistant.",Bionic Steel Garden Hose,GARDEN
2018-01-02T10:45:01-05:00,2170193,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c","40,000 bonus miles",,"https://www.dealnews.com/lw/click.html?20,2,2170193",,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",United MileagePlus® Explorer Card,CREDIT CARDS
2018-01-03T07:13:39-05:00,2170724,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iofk6msiep1httaeanxx",$7,free shipping,https://www.dealnews.com/Car-12-V-Vacuum-Cleaner-for-7-free-shipping/2170724.html,2,,"Yallstore via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170724"">Car Auto 12-volt Vacuum Cleaner</a> for <strong>$6.95</strong> with <strong>free shipping</strong>. That's tied with last week's mention, $7 off, and the lowest price we could find. It includes a nozzle attachment and an upholstery tool / dust brush.",Car 12V Vacuum Cleaner,AUTOMOTIVE
2018-01-03T07:09:14-05:00,2170709,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ilmh1ql5kdoavnadtccd",$50,free shipping,https://www.dealnews.com/Lazy-Moon-Portable-5-Gallon-Toilet-for-50-free-shipping/2170709.html,3,,"Lazy Mooon via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170709"">Lazy Moon Portable 5-Gallon Toilet</a> for <strong>$49.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $17. Features include a waste tank, water tank, latch to lock sides together, and pedestal design.",Lazy Moon Portable 5-Gallon Toilet,CAMPING & OUTDOORS
2018-01-03T07:04:04-05:00,2170697,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfo989dfchbvlpzovkpx",25% to 65% off,free shipping w/ $99,https://www.dealnews.com/JCPenney-coupon-25-to-65-off-free-shipping-w-99/2170697.html,3,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170697"">JCPenney</a> takes <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093675,2170697"">regular-price orders of $50 or more</a> or <strong>65% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093678,2170697"">regular-price orders of $100 or more</a> via coupon code ""4DEALS"". Shipping adds <strong>$8.95</strong>, but orders of $99 or more bag free shipping. (In-store pickup is available for many items for $3.95, or free for most orders over $25.) Deal ends January 10.<br>
<br>
Nothing there for you? The same coupon yields <strong>25% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093681,2170697"">sale</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093684,2170697"">clearance items</a>.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s320/JCPenney/"">JCPenney Coupons</a>.</p>",JCPenney coupon,AFTER CHRISTMAS SALES
2018-01-03T07:03:05-05:00,2170775,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q4fgbf9se1tlrvyq1wjw",$95,free shipping,https://www.dealnews.com/Cuisinart-Cool-Creations-Ice-Cream-Maker-for-95-free-shipping/2170775.html,2,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170775"">Cuisinart Cool Creations Ice Cream Maker</a> for <strong>$94.96</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093753,2170775"">Amazon</a> charges the same.) That's $19 under last week's mention and the lowest price we could find by $24. It features a 2-quart capacity and features multiple speed settings.",Cuisinart Cool Creations Ice Cream Maker,SMALL APPLIANCES
,2170679,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e0nsaednwu3ekgzugjnl",$7,pickup at Walmart,https://www.dealnews.com/Household-Essentials-Grooming-Organizer-Bag-for-7-pickup-at-Walmart/2170679.html,4,2018-01-03T11:40:48-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170679"">Household Essentials Grooming Organizer Bag</a> in Black for <strong>$7.04</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093750,2170679"">Amazon</a> is tied.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $1. It features a 3-sided zipper, and measures 4"" x 10"" x 6.75"".",Household Essentials Grooming Organizer Bag,PERSONAL CARE
2018-01-03T07:00:01-05:00,2165987,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqm5howt2qjitjt9ymbh",,,https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html,,,"Whether you're shelling out for trendy gym classes or working out at home, check out these <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Pay-Less-to-Pump-Iron-How-to-Save-on-Gym-Memberships-Studios-and-Equipment/1563730.html"">tips on how to save money on your fitness goals this year</a>.","How to Save on Gym Memberships, Studios, and Classes in 2018",BUYING GUIDES
2018-01-03T06:57:21-05:00,2170676,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mooeofofe4oarpe05uus",$12,free shipping,https://www.dealnews.com/Royal-Sport-24-oz.-Shaker-w-Whey-Protein-for-12-free-shipping/2170676.html,1,,"As one of its daily deals, That Daily Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170676"">Royal Sport 24-oz. Shaker Bottle</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093654,2170676"">Royal Sport Whey Isolate 20-Gram Single Serving Protein Powder 5-Pack</a> for <strong>$11.99</strong> with <strong>free shipping</strong>. That's $18 off and the lowest price we could find. Deal ends today.",Royal Sport 24-oz. Shaker w/ Whey Protein,SPORTS & FITNESS
,2170760,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chgr5p6p82tduvpbzc9f",$13,free shipping w/ Prime,https://www.dealnews.com/iSelector-Mini-Wi-Fi-Smart-Plug-for-13-free-shipping-w-Prime/2170760.html,3,2018-01-03T11:58:17-05:00,"Merry-Go via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170760"">iSelector Mini WiFi Smart Plug</a> for $17.99. Coupon code ""UIUAAZJR"" cuts it to <strong>$12.59</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off and the lowest price we could find. It connects with the Jinvoo app for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093735,2170760"">iOS</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093738,2170760"">Android</a>. Deal ends February 3.",iSelector Mini WiFi Smart Plug,POWER MANAGEMENT
,2170751,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idwbpqsjlpriqw5aijdy",$15,free shipping,https://www.dealnews.com/Pioneer-Hiker-Backpack-for-15-free-shipping/2170751.html,4,2018-01-03T11:40:24-05:00,"Pioneer TEC via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170751"">PioneerHiker Backpack</a> in several colors (Army Green pictured) for $29.99. Coupon code ""WP9SQ4ZT"" cuts that to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's $15 off and the best price we could find. It features adjustable straps, a main compartment, two front pockets, two waist pockets, and two mesh pockets. Deal ends January 13.",PioneerHiker Backpack,BACKPACKS
2018-01-01T00:01:00-05:00,2168621,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hozow7nxzxkuqstccluu",,,"https://www.dealnews.com/lw/click.html?20,2,2168621",,,"Looking for a new credit card? Check out our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a> which features several offers available to applicants from a wide range of credit ratings. Some notable cards include Chase Sapphire Preferred®, Chase Freedom Unlimited®, and United MileagePlus® Explorer Card.",Latest Credit Card Offers from Chase,CREDIT CARDS
2018-01-03T06:43:48-05:00,2170670,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ystsl58axw2cx6drif4u",from $45,pickup at Sam's Club,https://www.dealnews.com/Quicken-2018-2-Year-Subscriptions-for-PC-Mac-from-45-pickup-at-Sams-Club/2170670.html,2,,"Sam's Club discounts a selection of Quicken 2018 2-Year Subscriptions for Windows and Mac, as listed below. (Non-members pay an extra 10%.) Opt for in-store <strong>pickup</strong> to avoid the $5.40 shipping charge. Deal ends January 28. The offers:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170670"">Quicken Deluxe 2018 2-Year Subscription for PC/Mac</a> from <strong>$44.86</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093648,2170670"">Quicken Premier 2018 2-Year Subscription for PC/Mac</a> from <strong>$69.86</strong> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093651,2170670"">Quicken Home, Business &amp; Rental Property 2018 2-Year Subscription for PC</a> from <strong>$89.86</strong> (low by $23)
 </li>
</ul>",Quicken 2018 2-Year Subscriptions for PC/Mac,SOFTWARE
,2170652,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rlfclf1levrfs6kjrvmz",$19,free shipping,https://www.dealnews.com/Jos.-A.-Bank-Mens-Big-Tall-V-Neck-Sweater-for-19-free-shipping/2170652.html,3,2018-01-03T11:57:06-05:00,"Jos. A Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170652"">Jos. A. Bank Men's Big &amp; Tall Signature Collection Pima Cotton V-Neck Sweater</a> in several colors (Oatmeal pictured) for <strong>$19</strong>. Plus, Bank Account Rewards members get <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093636,2170652"">join</a>.) That's $81 off list and the lowest price we could find. It's available in select sizes from <del>XL</del> 3XL to 4XL.<br>
<br>
Note: It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093639,2170652"">regular sizes</a> for the same price.",Jos. A. Bank Men's Big & Tall V-Neck Sweater,SWEATERS
2018-01-03T06:31:29-05:00,2170748,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oymelgbwipehvuqzkeq7",$14,free shipping w/ Prime,https://www.dealnews.com/Volt-Cube-150-W-Car-Power-Inverter-for-14-free-shipping-w-Prime/2170748.html,2,,"Nova Tech US via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170748"">VoltCube 150-watt Car Power Inverter</a> for $16.95. Coupon code ""7WVO436B"" cuts the price to <strong>$13.56</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $6, although we saw it for a buck less last month. It provides 150 watts of continuous DC to AC conversion, two USB ports, and AC outlets for multi-purpose charging. Deal ends January 15.<br>
<br>
You can also purchase the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093717,2170748"">400-watt version</a> for <strong>$27.19</strong> via the above coupon with <strong>free shipping</strong>. That's a $7 savings.",VoltCube 150W Car Power Inverter,AUTOMOTIVE
,2170745,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzjsenekkpw7cvdmvoiq",from $12,free shipping w/ Prime,https://www.dealnews.com/Bedsure-Diamond-Pattern-Duvet-Cover-Set-from-12-free-shipping-w-Prime/2170745.html,3,2018-01-03T11:51:32-05:00,"Bedshe via Amazon takes <strong>40% off</strong> the Bedsure Diamond-Pattern Duvet Cover Set in various sizes and colors via coupon code ""722W43DO"", as listed below. Plus, Prime members receive <strong>free shipping</strong>. It includes a duvet cover and two shams (twin includes one sham). Deal ends January 7. The sizes, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170745"">Twin</a> for <strong>$11.99</strong> ($8 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093711,2170745"">Full/Queen</a> for <strong>$16.19</strong> ($11 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093714,2170745"">King</a> for <strong>$17.99</strong> ($12 off)
 </li>
</ul>",Bedsure Diamond-Pattern Duvet Cover Set,BEDDING
