uuid,time_published,price,time_modified,description,picture_url,editors_choice,shipping,url,title,category,hotness
2173238,2018-01-06T12:18:57-05:00,"20,000 bonus points offer",,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173238"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire. Finally, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for purchases, then <strong>16.24% - 24.24% variable APR</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",,,"https://www.dealnews.com/lw/click.html?20,2,2173238",Bank of America® Travel Rewards Credit Card,CREDIT CARDS,
2173214,2018-01-06T11:57:02-05:00,free,,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173214"">Habit List for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the best we could find. It allows you to track your progress, view trends over time, and features flexible scheduling to reach your goals.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsfnuouggnxa4whn8qvp",,,https://www.dealnews.com/Habit-List-for-iPhone-iPad-for-free/2173214.html,Habit List for iPhone / iPad,IPHONE / IPOD APPS,4
2173220,2018-01-06T11:55:23-05:00,free,,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173220"">Kubic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099033,2173220"">Google Play</a> has the Android version for free too.) That's $2 off list and the lowest price we could find. It features iPhone X support, reduced file size, and a new zoom and drag feature.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mh4lcbueiga0ul6spa1d",,,https://www.dealnews.com/Kubic-for-iPhone-and-iPad-for-free/2173220.html,Kubic for iPhone and iPad,IPHONE / IPOD APPS,5
2173223,2018-01-06T11:52:48-05:00,free,,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173223"">Meditation Studio for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the lowest price we could find. It features guided and unguided meditation settings. Three subscription tiers are available.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y83q0ecfkohg5sj1yrd0",,,https://www.dealnews.com/Meditation-Studio-for-iPhone-and-iPad-for-free/2173223.html,Meditation Studio for iPhone and iPad,IPHONE / IPOD APPS,4
2173196,2018-01-06T11:43:29-05:00,free,,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173196"">Afterlight for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099021,2173196"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find. It features 128 adjustable frames, 78 textures, 79 filters, and 15 adjustment tools.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u69ikynnlwqjmypr8ypd",,,https://www.dealnews.com/Afterlight-for-iPhone-and-iPad-for-free/2173196.html,Afterlight for iPhone and iPad,IPHONE / IPOD APPS,5
2173202,2018-01-06T11:41:04-05:00,Up to 70% off + 20% off,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173202"">Frederick's of Hollywood</a> takes up to <strong>70% off</strong> sitewide during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099015,2173202"">Semi-Annual Sale</a>. (Prices are as marked.) Plus, take an <b>extra 20% off</b> via coupon code ""ABX220"". Shipping starts at <strong>$9.95</strong>, but orders of $75 or more (after discount) qualify for free shipping. Deal ends January 8.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s714/Fredericks-of-Hollywood/"">Frederick's of Hollywood Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gszufxtxjvyc0xaj1nns",,free shipping w/ $75,https://www.dealnews.com/Fredericks-of-Hollywood-Semi-Annual-Sale-Up-to-70-off-20-off-free-shipping-w-75/2173202.html,Frederick's of Hollywood Semi-Annual Sale,INTIMATES,4
2173193,2018-01-06T11:38:45-05:00,$114,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173193"">Dell AMD FirePro W4100 2GB 128-bit GDDR5 PCI-Express 3.0 x16 Video Card</a> for <strong>$113.99</strong> with <strong>free shipping</strong>. That's $19 under our October mention and the lowest price we could find today by $66. It supports display resolutions up to 4096x2160 and features four mini DisplayPort outputs, an active fansink cooler, and support for OpenCL 1.2, OpenGL 4.5, and DirectX 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ybahtpapsyjz2xjxddoi",,free shipping,https://www.dealnews.com/Dell-AMD-W4100-2-GB-Graphics-Card-for-114-free-shipping/2173193.html,Dell AMD W4100 2GB Graphics Card,VIDEO CARDS,3
2173199,2018-01-06T11:33:37-05:00,$335,,"Walmart continues to offer the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173199"">TCL 55"" 4K LED-Backlit Ultra HD Roku Smart Television</a>, model no. 55S401, for <strong>$335</strong> with <strong>free shipping</strong>. That's tied with our refurb mention from two weeks ago and $65 under the lowest price we could find for a new one today. It features content streaming via Roku TV (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs.<br>
<br>
Note: A 90-day warranty applies, but it's unclear who backs it.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsxnxj5kuaun2mm0wbc1",,pickup at Walmart,https://www.dealnews.com/Refurb-TCL-55-4-K-LED-UHD-Roku-Smart-TV-for-335-pickup-at-Walmart/2173199.html,"Refurb TCL 55"" 4K LED UHD Roku Smart TV",TVS,3
2173181,2018-01-06T11:24:26-05:00,$190,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173181"">Dell Dual Monitor Arm</a> for <strong>$189.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $41. It features a -20° to 60° tilt, 11.9 cm lift, 180° pan, and is compatible with any VESA compliant monitors.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jqaobuzdu9psncsgb6ff",,free shipping,https://www.dealnews.com/Dell-Dual-Monitor-Arm-for-190-free-shipping/2173181.html,Dell Dual Monitor Arm,MONITORS,2
2173157,2018-01-06T11:23:02-05:00,$52,,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173157"">MuscleTech NitroTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for <strong>$52.20</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $32. It delivers 30g of whey protein per serving. To get this deal:
<ol>
 <li>Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099009,2173157"">MuscleTech Whey Protein Powder 10-lb. Bag</a> in Milk Chocolate for $84.94
 </li>
 <li>clip the 10% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <strong>$52.20</strong> in-cart
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwf3evfi4gdcnolkzhjl",,free shipping,https://www.dealnews.com/Muscle-Tech-Whey-Protein-Powder-10-lb.-Bag-for-52-free-shipping/2173157.html,MuscleTech Whey Protein Powder 10-lb. Bag,SUPPLEMENTS,3
2173250,2018-01-06T12:28:21-05:00,$30,,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173250"">SiriusXM</a> offers your choice of a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099060,2173250"">SiriusXM 6-Month Select Package</a> or a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099063,2173250"">SiriusXM 6-Month Streaming Package</a> for <strong>$30</strong>. You'll need to cancel before the six months is over unless you want to renew at $15.99/month.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nonoj6uneng7s7worenq",,,https://www.dealnews.com/Sirius-XM-6-Month-Subscriptions-for-30/2173250.html,SiriusXM 6-Month Subscriptions,MUSIC,
2173190,2018-01-06T11:20:35-05:00,$261,,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173190"">Quadro Nvidia P1000 4GB Video Card</a> for <strong>$261.24</strong> with <strong>free shipping</strong>. That's $264 off list and the lowest price we could find. It features four mini DisplayPort 1.4 connectors and Nvidia Mosaic, Iray, and MentalRay support.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kcxofirt0dch8nf1yumo",,free shipping,https://www.dealnews.com/Quadro-Nvidia-P1000-4-GB-Video-Card-for-261-free-shipping/2173190.html,Quadro Nvidia P1000 4GB Video Card,VIDEO CARDS,3
2173184,2018-01-06T11:15:27-05:00,$11,,"Udemy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173184"">Cryptocurrency Trading Course</a> for <strong>$10.99</strong>. That's $189 off and the lowest price we could find, although we saw it for a buck less in November. The course contains lifetime access to 3.5 hours of video content. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guqaybvxnr83cq3gno2u",,,https://www.dealnews.com/Udemy-Cryptocurrency-Trading-Course-for-11/2173184.html,Udemy Cryptocurrency Trading Course,SOFTWARE,3
2173178,2018-01-06T11:13:16-05:00,$63,,"Dell Small Business offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173178"">Dell Slim Single Monitor Arm</a> for <b>$62.69</b> with <b>free shipping</b>. That's $27 off list and the lowest price we could find. It supports monitors up to 27"" and features -25° to 41° tilt and -90° to 90° pan adjustments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gswwtxh0aiwmiws310dh",,free shipping,https://www.dealnews.com/Dell-Slim-Single-Monitor-Arm-for-63-free-shipping/2173178.html,Dell Slim Single Monitor Arm,MONITORS,3
2173175,2018-01-06T10:44:27-05:00,$468,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173175"">LG 54.6"" 4K HDR IPS LED-Backlit LCD Ultra HD Smart Television</a>, model no. 55UJ6200, for an in-cart price of <strong>$468</strong> with <strong>free shipping</strong>. That's tied with our mention from a week ago and the lowest price we could find now by $29.<br>
<br>
It features a 3840x2160 (4K, 2160p) native resolution, active HDR, 4K upscaling, 802.11ac wireless, webOS 3.5 (with access to Hulu Plus, Netflix, YouTube, more), USB, and three HDMI inputs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fb6z9bx4puxgcg8qxjhg",,free shipping,https://www.dealnews.com/LG-55-4-K-LED-HDR-UHD-Smart-TV-for-468-free-shipping/2173175.html,"LG 55"" 4K LED HDR UHD Smart TV",TVS,3
2173172,2018-01-06T10:35:57-05:00,$350,,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173172"">Ergotech Freedom Stand Dual Workstation</a> for <b>$349.99</b> with <b>free shipping</b>. That's the lowest price we could find by $50. It allows one to convert any surface into a sit-stand desk and features a height-adjustable keyboard tray, cup holder, and two removable VESA monitor mount points.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qhi4wxum2l6srb6tpvgb",,free shipping,https://www.dealnews.com/Ergotech-Freedom-Stand-Dual-Workstation-for-350-free-shipping/2173172.html,Ergotech Freedom Stand Dual Workstation,COMPUTER DESKS,2
2173169,2018-01-06T10:13:22-05:00,from $90,,"Dell Small Business discounts a range of its Dell Serial ATA 6Gb/s 2.5"" SSDs, with prices starting from <strong>$89.99</strong>, as listed below. Plus, these orders bag <b>free shipping</b>. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173169"">Dell 256GB SATA 6Gb/s 2.5"" SSD</a> for <b>$89.99</b> (low by $81)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099003,2173169"">Dell 256GB SATA SATA 6Gb/s 2.5"" SSD Upgrade Kit</a> for <b>$109.99</b> (low by $85f)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099006,2173169"">Dell 512GB SATA 6Gb/s 2.5"" SSD</a> for <b>$169.99</b> (low by $164)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zft1hgji2gyfqy0ypk3l",,free shipping,https://www.dealnews.com/Dell-SATA-6-Gbps-2.5-SSDs-from-90-free-shipping/2173169.html,"Dell SATA 6Gbps 2.5"" SSDs",INTERNAL HARD DRIVES,3
2173166,2018-01-06T09:51:19-05:00,$300,,"Dell Small Business offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173166"">Linksys AC3200 Dual-Band Gigabit Router</a>, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098991,2173166"">Roccat Cross Over-Ear Headset</a>, for <strong>$299.98</strong> with <strong>free shipping</strong>. That's $20 under the lowest price we could find for these items sold separately elsewhere.<br>
<br>
The router features four antennas, four gigabit LAN ports, two USB ports, and a prioritization engine designed to protect against lag spikes. The headset features 50mm neodymium drivers, swappable in-line and boom arm mics, and a 20Hz to 20kHz frequency response.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b66dlrfxoxuedi7teeaj",,free shipping,https://www.dealnews.com/Linksys-AC-Dual-Band-Router-Roccat-Headset-for-300-free-shipping/2173166.html,"Linksys AC Dual-Band Router, Roccat Headset",ROUTERS,1
2173160,,free,2018-01-06T11:51:36-05:00,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173160"">BeatMaker for iPhone / iPad</a> for <strong>free</strong>. That's $5 off list and the lowest price we could find. It features 16 sample-based trigger pads with multi-touch support, a multi-track song sequencer, and live pattern recording.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzg8njy7ylts2tyg3ea",,,https://www.dealnews.com/Beat-Maker-for-iPhone-iPad-for-free/2173160.html,BeatMaker for iPhone / iPad,IPHONE / IPOD APPS,4
2173163,2018-01-06T09:29:16-05:00,$170,,"GameStop offers the used <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173163"">Nintendo Wii U 32GB Console</a> in Black bundled with used copies of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098979,2173163"">Super Mario 3D World for Wii U</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098982,2173163"">Super Smash Brothers for Wii U</a> for <strong>$169.99</strong> plus <strong>$8.99</strong> for shipping. That's about $44 under what you'd expect to pay for a refurbished console with these games new elsewhere.<br>
<br>
Note: No warranty info is provided; however, each item is covered by a 7-day money-back guarantee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/atkqlfo4roahrvgzyefv",,$9 shipping,https://www.dealnews.com/Used-Wii-U-32-GB-w-Used-Mario-Smash-Bros-for-170-9-s-h/2173163.html,"Used Wii U 32GB w/ Used Mario, Smash Bros",CONSOLES,2
2173208,2018-01-06T11:41:30-05:00,$75 per month,,"Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173208"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",,,https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2173208.html,Verizon Fios Gigabit Connection w/ TV,COMPUTER SERVICES,
2173145,2018-01-06T09:28:08-05:00,$5,,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173145"">Exfoliating Loofah Back Scrubber</a> for <strong>$5</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. The front side offers a 4"" x13"" loofah sponge for exfoliating, while the back side polishes and smooths skin with soft cotton, and measures 4"" x 32"". Deal ends today.<br>
<br>
Note: Want to stock up? Order <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098985,2173145"">three or more loofahs</a> to drop the per-loofah price to $4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebiqtqixfghsf0lhergr",,free shipping,https://www.dealnews.com/Exfoliating-Loofah-Back-Scrubber-for-5-free-shipping/2173145.html,Exfoliating Loofah Back Scrubber,BED & BATH,3
2173154,,$11,2018-01-06T12:08:26-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173154"">Yankee Candle Large Jar Candle</a> in Honey Clementine for <b>$10.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098976,2173154"">Amazon</a> charges the same, although it's not expected to ship for 1 to 2 months.) Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $11. It measures 6.6"" x 4"" and offers up to 150 hours of burn time.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cbi4dylaxiknjzsrkwwh",True,pickup at Walmart,https://www.dealnews.com/Yankee-Candle-Large-Jar-Candle-for-11-pickup-at-Walmart/2173154.html,Yankee Candle Large Jar Candle,DECOR,3
2173151,2018-01-06T08:43:40-05:00,from $8,,"Tacklife Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173151"">Tacklife Tape Measure</a> for $13.97. Coupon code ""ITE6FSIU"" cuts the price to <strong>$8.38</strong>. With <strong>free shipping</strong> for Prime members, that's $6 off list and the lowest price we could find. It measures up to 66-feet long, features anti-slip gripping, and is impact resistant. Deal ends January 10.<br>
<br>
Note: The Tacklife Tape Measure is also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098973,2173151"">larger size</a> for $11.38 via the same coupon code. It measures 164-feet long.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/udtyqfih5crkrcz5hdxv",,free shipping w/ Prime,https://www.dealnews.com/Tacklife-Tape-Measure-from-8-free-shipping-w-Prime/2173151.html,Tacklife Tape Measure,TOOLS & HARDWARE,3
2173130,2018-01-06T08:39:39-05:00,$10,,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173130"">Burton Bullet Snowboard Tool</a> in Black for <strong>$9.83</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with our November mention and is the lowest price we could find by $8. It features a fold-out handle, a secret compartment, a #2 and #3 Phillips screwdriver as well as a flathead, 4mm Allen key, and a 10mm wrench.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouypvnwxyocj0d09haae",,pickup at REI,https://www.dealnews.com/Burton-Bullet-Snowboard-Tool-for-10-pickup-at-REI/2173130.html,Burton Bullet Snowboard Tool,CAMPING & OUTDOORS,2
2173148,2018-01-06T08:12:05-05:00,$9,,"Tacklife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173148"">Tacklife Noise Reduction Safety Ear Muffs</a> for $10.97. Coupon code ""IQ4G2LZS"" cuts them to <strong>$8.78</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago, $2 off, and the lowest price we could find. They feature a noise reduction sponge, retractable stainless steel at the end of headband for a custom fit, and anti-sweat material. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/padglhmwh1villm8lan2",,free shipping w/ Prime,https://www.dealnews.com/Tacklife-Noise-Reduction-Safety-Ear-Muffs-for-9-free-shipping-w-Prime/2173148.html,Tacklife Noise Reduction Safety Ear Muffs,TOOLS & HARDWARE,3
2173136,2018-01-06T07:59:58-05:00,$80,,"As one of its daily deals, Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173136"">Chefman 5.5-Liter Hot Air Fryer</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $80 off and the lowest price we could find. It features an adjustable thermostat and timer. Deal ends today.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/chmbcugg0pnd3hmm7nkw",,free shipping,https://www.dealnews.com/Chefman-5.5-Liter-Hot-Air-Fryer-for-80-free-shipping/2173136.html,Chefman 5.5-Liter Hot Air Fryer,SMALL APPLIANCES,3
2173133,,Up to 67% off,2018-01-06T12:39:10-05:00,"Nordstrom Rack cuts <strong>up to 67% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173133"">Urban Decay makeup</a>, with deals starting from <strong>$6.97</strong>. Shipping starts at <strong>$5.95</strong>, but orders of $100 or more bag free shipping.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d27napithasg1h4x9uze",,free shipping w/ $100,https://www.dealnews.com/Urban-Decay-at-Nordstrom-Rack-Up-to-67-off-free-shipping-w-100/2173133.html,Urban Decay at Nordstrom Rack,MAKEUP,4
2173127,2018-01-06T07:50:41-05:00,$12,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173127"">Gordini Women's Polartec Fleece Gloves</a> in Black for <strong>$11.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $8 off and the lowest price we could find. They're available in sizes from S to L.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uuzxgb1ug2heiuhblcgs",,pickup at REI,https://www.dealnews.com/Gordini-Womens-Polartec-Fleece-Gloves-for-12-pickup-at-REI/2173127.html,Gordini Women's Polartec Fleece Gloves,ACCESSORIES,3
2173103,2018-01-06T07:45:03-05:00,from $10,,"As one of its daily deals, Woot offers a selection of PUMA Boxer Brief Multipacks in several colors from <strong>$9.99</strong> as listed below. Plus, shipping adds <strong>$5</strong>. The deals, which end today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173103"">PUMA Boxer Briefs 3-Pack</a> for <strong>$9.99</strong> (pictured, low by $8)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098937,2173103"">PUMA Men's Cotton Boxer Briefs 6-Pack</a> for <strong>$21.99</strong> ($23 off list)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17098940,2173103"">PUMA Men's Tech Boxer Briefs 6-Pack</a> for <strong>$21.99</strong> (low by $7)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kzfjwdrvrmyb1mpko3v7",,$5 shipping,https://www.dealnews.com/Puma-Boxer-Brief-Multipacks-from-10-5-s-h/2173103.html,Puma Boxer Brief Multipacks,UNDERWEAR,3
