shipping,time_modified,hotness,time_published,editors_choice,uuid,url,description,picture_url,title,price,category
free shipping w/ Prime,,0,2018-01-05T01:57:36-05:00,,2172254,https://www.dealnews.com/Tigeo-Ultra-Sharp-Heavy-Duty-Kitchen-Shears-for-4-free-shipping-w-Prime/2172254.html,"Tseoa via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172254"">Tigeo Ultra Sharp Premium Heavy Duty Kitchen Shears</a> for $9.99. Coupon code ""QF8MV8JD"" cuts that to <strong>$4.40</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and $3 under the lowest price we could find for a similar item elsewhere. It features micro-serrated edges and a bottle opener. Deal ends November 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fte4om2qn35lotndxzpn",Tigeo Ultra Sharp Heavy Duty Kitchen Shears,$4,KITCHEN
free shipping w/ Prime,,0,2018-01-05T01:48:36-05:00,True,2172263,https://www.dealnews.com/Weatherproof-Garment-Co.-Mens-Hooded-Jacket-for-10-free-shipping-w-Prime/2172263.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172263"">Weatherproof Garment Co. Men's Hooded Ultra Stretch Jacket</a> in Moon Blue or Black for <strong>$9.26</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $61. It's available in size L only at this price, but several other size/color combinations are a few bucks more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g940pftlse5fy2aptubk",Weatherproof Garment Co. Men's Hooded Jacket,$10,COATS
free shipping,,0,2018-01-05T01:41:54-05:00,,2172260,https://www.dealnews.com/Annies-Mac-Cheese-11-oz.-Box-6-Pack-for-7-free-shipping/2172260.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172260"">Annie's Macaroni &amp; Cheese 10.5-oz. Box 6-Pack</a> in Classic Mild Cheddar for <b>$6.88</b> with <b>free shipping</b> via the directions below. That's $1 under our April mention and $4 below the lowest price we could find for a similar quantity in-store locally. It's made with organic pasta and contains no artificial flavors, synthetic colors, or preservatives. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097350,2172260"">Annie's Macaroni &amp; Cheese 6-Pack</a> for $10.40
 </li>
 <li>clip the $3 off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$6.88</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order arrives to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zpe6fu72kboluki4jcii",Annie's Mac & Cheese 11-oz. Box 6-Pack,$7,GROCERIES
free shipping,,0,2018-01-05T01:32:15-05:00,,2172257,https://www.dealnews.com/48-Quest-Protein-Cookies-for-77-free-shipping/2172257.html,"Ending today, Vitamin Shoppe offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172257"">12 Quest Protein Cookies</a> in several flavors (Double Chocolate Chip pictured) for $23.99. Add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097347,2172257"">four</a> to your cart and apply coupon code ""NEWYEAR8"" for a final price of <strong>$76.77</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $23. Each cookie includes 15g of protein, 10g of fiber, and 1g of sugar.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/flvnwnbtkqvehjjnw6vg",48 Quest Protein Cookies,$77,GROCERIES
free shipping w/ Prime,,3,2018-01-05T01:19:51-05:00,,2172245,https://www.dealnews.com/Sungait-Mens-Polarized-Sunglasses-for-10-free-shipping-w-Prime/2172245.html,"Sungait via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172245"">Sungait Men's Ultra Lightweight Rectangular Polarized Sunglasses</a> in Black or Gunmetal for $14.99. Coupon code ""BSRM2I39"" cuts them to <strong>$9.99</strong>. With <strong>free shipping</strong>, that's $5 off and tied with last week's mention as the lowest price we could find. They feature 100% UV protection. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h3mdeijx7docvirajbst",Sungait Men's Polarized Sunglasses,$10,SUNGLASSES
free shipping,,2,2018-01-05T01:17:16-05:00,,2172251,https://www.dealnews.com/Lavany-Portable-Facial-Cleansing-Brush-for-33-free-shipping/2172251.html,"Jerrybox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172251"">Lavany Portable Facial Cleansing Brush</a> for $39.99. Coupon code ""4SWWTBQ8"" cuts it to <strong>$32.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $13. It features UV light sterilization and two brush speeds.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uqyez6zbg1ue2crgdtth",Lavany Portable Facial Cleansing Brush,$33,SKIN CARE
free shipping w/ $50,,3,2018-01-05T00:50:14-05:00,,2172248,https://www.dealnews.com/Original-Penguin-Sale-40-off-20-off-free-shipping-w-50/2172248.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172248"">Original Penguin</a> takes an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097341,2172248"">sale styles</a>. (Add items to cart to see this discount.) Plus, take an <strong>extra 20% off</strong> via coupon code ""OFFEROP20"". Shipping adds <strong>$7</strong>, although orders over $50 get free shipping when you join the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097344,2172248"">Original Rewards Program</a>. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2767/Original-Penguin/"">Original Penguin Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mhh2xbs9mk8oixy4zgvk",Original Penguin Sale,40% off + 20% off,CLOTHING & ACCESSORIES
free shipping w/ Prime,,4,2018-01-05T00:24:11-05:00,,2172239,https://www.dealnews.com/Amazon-Basics-AAA-Rechargeable-Battery-8-Pack-for-10-free-shipping-w-Prime/2172239.html,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172239"">AmazonBasics AAA Rechargeable Batteries 8-Pack</a> for <strong>$9.99</strong> with <b>free shipping</b> for Prime members. That's $2 off list and tied with last week's mention as the lowest price we could find. They come pre-charged and last through a purported 1,000 recharge cycles.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ohxau5i4iiudxjuvq1rc",AmazonBasics AAA Rechargeable Battery 8-Pack,$10,BATTERIES
free shipping,,5,2018-01-05T00:20:05-05:00,True,2172242,https://www.dealnews.com/Gap-Mens-Slim-Fit-Cargo-Pants-for-16-free-shipping/2172242.html,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172242"">Gap Men's Slim Fit Cargo Pants</a> in Surplus for $26.99. Coupon code ""HAPPY"" cuts the price to <strong>$16.19</strong>. Plus, get <strong>free shipping</strong> via coupon code ""ITSFREE"". That's $54 off list and the lowest price we could find. They're available in select sizes 29 to 34 and lengths 32 to 34. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yzdzinndgxoqtsaahyw3",Gap Men's Slim Fit Cargo Pants,$16,PANTS
free shipping,,,2018-01-05T00:01:00-05:00,,2172071,https://www.dealnews.com/Dell-Inspiron-Celeron-Dual-16-Laptop-for-274-free-shipping/2172071.html,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172071"">Dell Inspiron 15 3000 Series 3552 Intel Braswell Celeron 1.6GHz 15.6"" Laptop</a> in Black for <strong>$274.39</strong> with <strong>free shipping</strong>. It features an Intel Celeron N3060 1.6GHz Braswell dual-core processor, 15.6"" 1366x768 (720p) LED-backlit LCD, 4GB RAM, 500GB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.0, HDMI, USB, 4-cell battery, and Windows 10 Home 64-bit.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/djmog1jw1jif1ibzz5b1","Dell Inspiron Celeron Dual 16"" Laptop",$274,LAPTOPS
pickup at Home Depot,,4,2018-01-05T00:19:40-05:00,,2172236,https://www.dealnews.com/Home-Decorators-Collection-Open-Bookcase-for-287-pickup-at-Home-Depot/2172236.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172236"">Home Decorators Collection Oxford Storage Open Bookcase</a> in Walnut for <strong>$287.40</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $192 off list and the lowest price we could find. It measures 72"" x 64"" x 13.5"" and features adjustable shelves. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wskbmbsxoyblabcyv7nk",Home Decorators Collection Open Bookcase,$287,HOME FURNITURE
free shipping w/ Prime,,5,2018-01-05T00:03:32-05:00,True,2172230,https://www.dealnews.com/White-Sierra-Mens-Cloud-Rest-Full-Zip-Fleece-from-11-free-shipping-w-Prime/2172230.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172230"">White Sierra Men's Cloud Rest Full Zip Fleece Jacket</a> in several colors (Caviar pictured) from <strong>$11</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $36. It's available in sizes M to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axdraen9dwotnlccujye",White Sierra Men's Cloud Rest Full Zip Fleece,from $11,COATS
free shipping w/ Prime,,5,2018-01-04T23:54:02-05:00,True,2172227,https://www.dealnews.com/Kenneth-Cole-New-York-Mens-Wool-Jacket-from-21-free-shipping-w-Prime/2172227.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172227"">Kenneth Cole New York Men's Double-Breasted Wool Jacket</a> in Black from <strong>$21.07</strong> with <strong>free shipping</strong>. That's a great price for a Kenneth Cole jacket. It's available in sizes S to XXL, with prices varying by size.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yn2d2aujbvye48ien7rr",Kenneth Cole New York Men's Wool Jacket,from $21,COATS
$5 shipping,,4,2018-01-04T23:51:38-05:00,,2172224,https://www.dealnews.com/Original-Penguin-Mens-Jaspe-Hoodie-for-24-5-s-h/2172224.html,"Original Penguin offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172224"">Original Penguin Men's Jaspe Hoodie</a> in Dark Sapphire for <strong>$23.99</strong> plus <strong>$5</strong> for shipping via the steps below. That's $65 off list and the lowest price we could find, although we saw it for $4 less three weeks ago. Deal ends January 9. It's available in sizes S to XXL. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172224"">Original Penguin Men's Jaspe Hoodie</a> for $49.99
 </li>
 <li>add it to your cart to drop that to $29.99
 </li>
 <li>apply coupon code ""OFFEROP20"" for a final price of <strong>$23.99</strong>
 </li>
</ol>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zd2wtcfmce31uourpszf",Original Penguin Men's Jaspe Hoodie,$24,SWEATSHIRTS & HOODIES
free shipping,,4,2018-01-04T23:28:56-05:00,,2172218,https://www.dealnews.com/Craftsman-Router-and-Router-Table-Combo-for-90-free-shipping/2172218.html,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172218"">Craftsman Router and Router Table Combo</a> for <strong>$89.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $14. It features a 334-square inch working surface, cast aluminum base, and 1-3/4-horsepower motor.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gboqygacr9uj3mowrqsb",Craftsman Router and Router Table Combo,$90,POWER TOOLS
pickup at Sears,,4,2018-01-04T23:13:11-05:00,,2172215,https://www.dealnews.com/Reebok-Mens-Train-Fusion-Athletic-Shoes-for-23-pickup-at-Sears/2172215.html,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172215"">Reebok Men's Train Fusion Athletic Shoes</a> in Navy for $26.99. Coupon code ""NEWYEAR"" cuts the price to <strong>$22.94</strong>. Opt for in-store <strong>pickup</strong> to avoid the $4.49 shipping charge. That's $2 under our July mention and the lowest price we could find by $9. They're available in sizes 7 to 13.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kclwjdwlqosebgb55cw3",Reebok Men's Train Fusion Athletic Shoes,$23,SHOES
free shipping,,3,2018-01-04T22:51:45-05:00,,2172212,https://www.dealnews.com/Decor-Flame-Acadia-42-Media-Fireplace-for-116-free-shipping/2172212.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172212"">Décor Flame Acadia 42"" Media Fireplace</a> for <strong>$115.99</strong> with <b>free shipping</b>. That's $73 under our April mention and the lowest price we could find now by $49. It features a 3,750 BTU heater and will hold televisions up to 50"". It measures 43"" x 16"" x 30"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkxy79cxef7xbxrmkr7u","Decor Flame Acadia 42"" Media Fireplace",$116,TV STANDS
pickup at Home Depot,,4,2018-01-04T22:49:53-05:00,,2172209,https://www.dealnews.com/Closet-Maid-Selectives-Basic-Closet-System-for-288-pickup-at-Home-Depot/2172209.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172209"">ClosetMaid Selectives Basic Plus Closet System</a> in White for <strong>$288.15</strong>. Opt for in-store <strong>pickup</strong> to avoid the $55 shipping charge. That's $51 off list and the lowest price we could find. It measures approximately 83"" x 120"" x 14.5"" and features 10 feet of shelf space, 12 feet of hanging space, and three expandable hanging rods. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ev9zkoq4rtii0fkhkuw3",ClosetMaid Selectives Basic Closet System,$288,HOME FURNITURE
free shipping,,3,2018-01-04T22:07:22-05:00,True,2172206,https://www.dealnews.com/Refurb-iRobot-Roomba-980-Wi-Fi-Robot-Vacuum-for-550-free-shipping/2172206.html,"Call of Deals via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172206"">iRobot Roomba 980 WiFi Robot Vacuum</a> for <strong>$549.99</strong> with <strong>free shipping</strong>. That's $250 below our October mention of a new unit and the best price we've seen. (It's also $349 under the lowest price we could find for a new unit today.) Features include an AeroForce cleaning system with Carpet Boost to increase power on carpets, AeroForce high-efficiency filter, and iRobot Home app for scheduling. Deal ends January 10.<br>
<br>
Note: A 1-year warranty applies, but it's unclear who backs it.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/akk3dlf8oprje012u09i",Refurb iRobot Roomba 980 WiFi Robot Vacuum,$550,VACUUM CLEANERS
,,,2018-01-04T14:20:21-05:00,,2171939,https://www.dealnews.com/Amazon-Video-Add-On-Subscriptions-from-3-per-month/2171939.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096792,2171939"">Amazon Prime</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096795,2171939"">Prime Video members</a> can purchase <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171939"">add-on subscriptions</a> to select streaming entertainment channels with prices starting at <strong>$2.99 per month</strong>. Each channel has its own unique pricing, with more well-known services typically priced from $8.99 to $14.99. Video subscriptions can be added and removed via your Prime account settings.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jdbqburqwi25uci5t5ag",Amazon Video Add-On Subscriptions,from $3 per month,VIDEO DOWNLOADS
pickup at Walmart,,4,2018-01-04T21:57:23-05:00,,2172203,https://www.dealnews.com/Ozark-Trail-25-L-Commuter-Backpack-for-11-pickup-at-Walmart/2172203.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172203"">Ozark Trail 25-Liter Commuter Backpack</a> for <strong>$10.97</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $10 off and the lowest price we could find. It accommodates laptops up to 15"" and features multiple organizational pockets for easy access to keys, phone, and other personal items. It's also hydration-compatible.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8ulajgam8krptlgewk8",Ozark Trail 25L Commuter Backpack,$11,BACKPACKS
free shipping w/ Prime,,5,2018-01-04T21:40:53-05:00,True,2172200,https://www.dealnews.com/Coca-Cola-Mens-Eighties-Coke-T-Shirt-for-2-w-25-purchase-free-shipping-w-Prime/2172200.html,"With orders of $25 or more, Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172200"">Coca-Cola Men's Eighties Coke Short Sleeve T-Shirt</a> in Red for <strong>$2.30</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $16. It's available in size S only.<br>
<br>
Note: Large is available for <strong>$2.82</strong>. This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/txx3cpeubjndlbqzajvn",Coca-Cola Men's Eighties Coke T-Shirt,$2 w/ $25 purchase,T-SHIRTS
free shipping,,3,2018-01-04T21:38:40-05:00,,2172134,https://www.dealnews.com/Samsung-27-Curved-1080-p-LED-LCD-Monitor-for-199-free-shipping/2172134.html,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172134"">Samsung 27"" Curved 1080p LED-Backlit LCD Display</a> for <b>$199</b> with <b>free shipping</b>. That's the lowest price we could find by $31. It features a 1920x1080 (1080p) native resolution, 16:9 ratio, 60Hz refresh rate, and HDMI. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kl3uwsbpbcqk5roffzvs","Samsung 27"" Curved 1080p LED LCD Monitor",$199,MONITORS
free shipping,,5,2018-01-04T21:29:46-05:00,,2172194,https://www.dealnews.com/Society-Den-Madison-Queen-Bedroom-Sets-from-979-free-shipping/2172194.html,"Sam's Club offers its members the Society Den Madison Bed with Storage Drawers Queen Bedroom Set in several sizes from <strong>$979</strong> with <strong>free shipping</strong> as listed below:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097338,2172194"">Society Den Madison 3-Piece Queen Bedroom Set</a> for <strong>$979</strong> (low by $420)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097332,2172194"">Society Den Madison 4-Piece Queen Bedroom Set</a> for <strong>$1,299</strong> (low by $374)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172194"">Society Den Madison 5-Piece Queen Bedroom Set</a> for <strong>$1,449</strong> (pictured, low by $351)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097335,2172194"">Society Den Madison 6-Piece Queen Bedroom Set</a> for <strong>$1,599</strong> (low by $650)
 </li>
</ul>
Note: Non-members pay an additional 10% fee, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097326,2172194"">1-year membership</a> for $45.<br>
<br>
These items have an estimated arrival date of January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzlgdbzi7suhexef8ubb",Society Den Madison Queen Bedroom Sets,from $979,HOME FURNITURE
pickup at Home Depot,,3,2018-01-04T21:17:29-05:00,,2172197,https://www.dealnews.com/Gladiator-31-Steel-3-Drawer-Garage-Cabinet-for-182-pickup-at-Home-Depot/2172197.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172197"">Gladiator Ready-to-Assemble 31"" Steel 3-Drawer Freestanding Garage Cabinet</a> in White or Hammered Granite for <strong>$181.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $22.49 shipping. That's the lowest price we could find by $13. It measures 31"" x 28"" x 18"" and features a 300 lb. weight capacity. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f1urmm33nri4gunahwbw","Gladiator 31"" Steel 3-Drawer Garage Cabinet",$182,TOOL STORAGE & ORGANIZATION
pickup at Home Depot,,3,2018-01-04T20:59:24-05:00,,2172191,https://www.dealnews.com/Gladiator-48-Gear-Box-Freestanding-Cabinet-for-301-pickup-at-Home-Depot/2172191.html,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172191"">Gladiator 72"" x 48"" Freestanding Garage Cabinet</a> in White for <strong>$300.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $75 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097311,2172191"">Best Buy</a> charges the same.) That's the lowest price we could find by $53. It features a bottom shelf, stationary shelf, and two adjustable shelves, each with a 50-lb. capacity. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzz39ukl5151jxo21nj","Gladiator 48"" GearBox Freestanding Cabinet",$301,TOOL STORAGE & ORGANIZATION
free shipping w/ $35,,4,2018-01-04T20:53:29-05:00,,2172188,https://www.dealnews.com/Sports-Outdoors-Sale-at-Walmart-Deals-on-43-000-items-free-shipping-w-35/2172188.html,"Walmart discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097305,2172188"">more than 43,000 sports, camping, and outdoor items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097308,2172188"">rollbacks and clearance</a>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or get free shipping with orders of $35 or more. (Large items may have additional fees.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097302,2172188"">Bestway Neva III Boat</a> for <strong>$32.80</strong> ($67 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172188"">Ozark Trail 17x15-Foot 11-Person Instant Hexagon Cabin Tent</a> for <strong>$119</strong> (pictured, low by $39)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mizoincbxqtvtl64ckha",Sports & Outdoors Sale at Walmart,"Deals on 43,000+ items",SPORTS & FITNESS
free shipping,,4,2018-01-04T20:49:00-05:00,,2172143,https://www.dealnews.com/Pioneer-Bluetooth-In-Dash-CD-DVD-DM-Receiver-for-200-w-Prime-free-shipping/2172143.html,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172143"">Pioneer 6.2"" Bluetooth Double-DIN In-Dash CD/DVD/DM Car Audio Receiver</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find now by $50. It can connect with up to two smartphones via Bluetooth and features a 6.2"" LED-backlit color touchscreen LCD, four 50-watt channels, 24 AM/FM presets, HD radio tuner, satellite radio support, USB, and 3.5mm auxiliary input.<br>
<br>
Note: It's temporarily out of stock, however it can still be ordered now at the above price. You'll receive an email with an estimated delivery date as soon as that information becomes available.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lss5f9rqbyrnkp9wo8pf",Pioneer Bluetooth In-Dash CD/DVD/DM Receiver,$200 w/ Prime,CAR AUDIO
free shipping,,4,2018-01-04T20:45:19-05:00,,2172110,https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-26-free-shipping/2172110.html,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172110"">New Balance Men's 410v5 Trail Running Shoes</a> in Charcoal for $38.99. Coupon code ""NEWYEAR"" drops it to <b>$26</b> and unlocks <b>free shipping</b>. That's $9 under yesterday's mention and the lowest price we could find by $19. They're available in sizes 7 to 11.5.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eczvoa7yr5kjl70levmo",New Balance Men's 410v5 Trail Running Shoes,$26,SHOES
