editors_choice,hotness,shipping,uuid,picture_url,description,time_modified,time_published,category,url,price,title
,3,$15 shipping,2167931,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpkp8x8bzs2hhh1gsku8","Zulily offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167931"">Cuisinart Alfrescamore Portable Outdoor Pizza Oven</a> for $119.99. Pay using Masterpass to drop that to <b>$109.99</b>. With <strong>$14.95</strong> for shipping, that's the lowest price we could find by $52, although we saw it for $12 less in May. It features cooking temperatures of up to 600° and includes a pizza baking stone. Deal ends December 29.",,2017-12-28T20:38:41-05:00,SMALL APPLIANCES,https://www.dealnews.com/Cuisinart-Alfrescamore-Portable-Pizza-Oven-for-110-15-s-h/2167931.html,$110,Cuisinart Alfrescamore Portable Pizza Oven
,3,$30 shipping,2167922,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qyafpvjsf4bgpovrkx8i","Alienbid via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167922"">72"" x 30"" Stainless Steel Work Table</a> for <strong>$189.99</strong> plus <strong>$30</strong> for shipping. That's the lowest price we could find by $19, outside of the mention below. It features galvanized legs with adjustable non-marring feet.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087921,2167922"">Yallstore via eBay</a> has it for $223.99 with free shipping.",,2017-12-28T20:34:23-05:00,KITCHEN,https://www.dealnews.com/72-x-30-Stainless-Steel-Work-Table-for-190-30-s-h/2167922.html,$190,"72"" x 30"" Stainless Steel Work Table"
,,,2167610,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc","Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167610"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",,2017-12-28T12:27:51-05:00,COMPUTER SERVICES,https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2167610.html,$75 per month,Verizon Fios Gigabit Connection w/ TV
True,3,free shipping,2167925,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vusfgx3b6ziletenc258","BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167925"">Garmin Vivofit 2 Bluetooth Fitness Band</a> in Camo bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087930,2167925"">Vivofit 2 Replacement Band</a> in Brown for <strong>$29.99</strong> with <strong>free shipping</strong>. That's $10 under our July mention of another color and the lowest price we've seen for this fitness band. (It's the best deal now by $10.) This water-resistant fitness tracker monitors steps, calories, distance, and sleep and features a battery life of a year or more, stopwatch mode, audible alerts, and inactivity alerts. Deal ends January 5.",2017-12-29T04:22:46-05:00,,SPORTS & FITNESS,https://www.dealnews.com/Garmin-Vivofit-2-Fitness-Band-w-Extra-Band-for-30-free-shipping/2167925.html,$30,Garmin Vivofit 2 Fitness Band w/ Extra Band
,4,pickup at Walmart,2167916,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bua7gsnkr23vqvgwasfb","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167916"">Gillette Justice League Gift Pack</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $5. It includes a Fusion5 ProShield handle, two cartridges, 16-oz. Hydrator Body Wash, 3.8-oz. Clear Gel Cool Wave Antiperspirant & Deodorant, and 6-oz. Fusion Proglide Sensitve Ocean Breeze Shave Gel.<br>
<br>
Note Select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087924,2167916"">Target</a> stores have it in-store for the same price.",2017-12-29T04:08:42-05:00,,SHAVING & GROOMING,https://www.dealnews.com/Gillette-Justice-League-Gift-Pack-for-10-pickup-at-Walmart/2167916.html,$10,Gillette Justice League Gift Pack
True,4,free shipping,2167919,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wk7suybscia08d034q68","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167919"">KitchenAid 1,800-watt Convection Digital Countertop Oven</a> in Aqua Sky for <strong>$189.99</strong> with <strong>free shipping</strong>. That's $38 under our mention from a year ago and the best deal we've seen for this model. (It's the lowest price we could find today by $90.) It features nine pre-programed functions, a 120-minute timer, and a non-stick cavity. It includes a 12"" multipurpose pan, 12"" broiling rack, and a drip tray.",2017-12-29T04:08:25-05:00,,SMALL APPLIANCES,https://www.dealnews.com/Kitchen-Aid-1-800-W-Convection-Countertop-Oven-for-190-free-shipping/2167919.html,$190,"KitchenAid 1,800W Convection Countertop Oven"
,3,free s&h w/beauty item,2167913,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iwlgynirkh4ncr19fnze","Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167913"">Pyrex Striped 4-Piece Storage Set</a> for $6.99. Coupon code ""JOY"" cuts it to <strong>$5.59</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087912,2167913"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's a slight drop from our June mention and the lowest price we could find by $4. It includes two 4-cup containers with lids. They're oven-, microwave-, refrigerator-, and dishwasher-safe.<br>
<br>
Note: You can also get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087918,2167913"">four sets</a> for <strong>$17.96</strong> via coupon code ""JOY25"". (That's $4.49 per set.) Deal ends January 1.",,2017-12-28T19:56:07-05:00,KITCHEN,https://www.dealnews.com/Pyrex-Striped-4-Piece-Storage-Set-for-6-4-for-18-free-s-h-w-beauty-item/2167913.html,"$6, 4 for $18",Pyrex Striped 4-Piece Storage Set
,2,free shipping w/ Prime,2167775,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbxaovzrklgkyunaxjsi","Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167775"">Farberware Soft Grip Handle Ceramic Paring Knife</a> for <b>$6.43</b> with <b>free shipping</b>. That's the lowest price we could find by about a buck. It features a 3"" blade and protective blade cover.",,2017-12-28T19:52:36-05:00,CUTLERY & FLATWARE,https://www.dealnews.com/Farberware-Soft-Grip-Ceramic-Paring-Knife-for-6-free-shipping-w-Prime/2167775.html,$6,Farberware Soft Grip Ceramic Paring Knife
,3,free shipping,2167778,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/htwmzqm3sa92zgkfnkxh","Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167778"">AmazonBasics 25"" Softside Upright Spinner Luggage</a> in Navy Blue for <strong>$49.86</strong> with <strong>free shipping</strong>. That's $16 off list and the lowest price we've seen. It expands by up to 25% and features an interior organizer with three zippered pockets, telescoping handle, and four double spinner wheels.",2017-12-29T03:16:06-05:00,,LUGGAGE & TRAVEL GEAR,https://www.dealnews.com/Amazon-Basics-25-Softside-Spinner-Luggage-for-50-free-shipping/2167778.html,$50,"AmazonBasics 25"" Softside Spinner Luggage"
,2,free shipping,2167910,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghwtpf3nrwyy40aqamyh","Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167910"">Pro-Series 6-Foot Multipurpose Scaffolding</a> for <strong>$144.98</strong> with <strong>free shipping</strong>. (Non-members pay a $14.50 surcharge.) That's $15 under last month's mention and the lowest price we could find by $15. It has four 5"" locking swivel casters and a 1,000-lb capacity. Deal ends January 2.",,2017-12-28T19:48:14-05:00,TOOLS & HARDWARE,https://www.dealnews.com/Pro-Series-6-Foot-Multipurpose-Scaffolding-from-145-free-shipping/2167910.html,from $145,Pro-Series 6-Foot Multipurpose Scaffolding
True,3,free shipping,2167907,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knkw96vb22gxdp3timh9","Ritz Camera via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167907"">Ivation 4-Piece Packing Cubes Set</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. They're made of nylon with breathable mesh panels. Each cube is 4"" deep and they measure 18"" x 13"", 14"" x 13"", 14"" x 10"", and 11"" x 7"".",2017-12-29T04:08:19-05:00,,LUGGAGE & TRAVEL GEAR,https://www.dealnews.com/Ivation-4-Piece-Packing-Cubes-Set-for-7-free-shipping/2167907.html,$7,Ivation 4-Piece Packing Cubes Set
True,3,free shipping,2167904,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jsmdbhv4i2iwloxx1rgn","Kipling via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167904"">Kipling Rizzi Convertible Mini Bag</a> in several colors (Blue pictured) for <strong>$24.99</strong> with <strong>free shipping</strong>. That's $34 off list and the lowest price we could find. It measures 8"" x 9"" and features an adjustable strap, two front zip pockets, and key clasp.",2017-12-29T04:22:23-05:00,,HANDBAGS,https://www.dealnews.com/Kipling-Rizzi-Convertible-Mini-Bag-for-25-free-shipping/2167904.html,$25,Kipling Rizzi Convertible Mini Bag
,,free shipping w/ $70,2167796,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkfhnp1xdc9j6hgldp8","Ending today, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167796"">Myprotein</a> cuts <strong>35% off</strong> sitewide via coupon code ""35OFF"". Shipping adds <strong>$4.99</strong>, but orders of $70 or more bag free shipping. Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s41587/Myprotein/"">Myprotein Coupons</a>.</p>",,2017-12-29T00:01:00-05:00,HEALTH,https://www.dealnews.com/Myprotein-coupon-35-off-sitewide-free-shipping-w-70/2167796.html,35% off sitewide,Myprotein coupon
True,4,free shipping,2167901,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uv276y8lbrxanwyd0wys","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167901"">Breville Nespresso Creatista Espresso and Coffee Maker</a> in Royal Champagne or Black for <strong>$269.95</strong> with <strong>free shipping</strong>. That's $30 below our Black Friday mention and the lowest price we've seen. (It's the best deal now by $30, although some sellers charge as much as $500.) It features auto-frothing with eight texture levels and 11 milk temperature settings, letting you add latte art to your beverage like a pro barista. It also features multiple beverage selections, an LCD display, 1.5-liter water tank, and 19 bars of pressure to extract great coffee.",2017-12-29T04:07:26-05:00,,SMALL APPLIANCES,https://www.dealnews.com/Breville-Nespresso-Creatista-Coffee-Maker-for-270-free-shipping/2167901.html,$270,Breville Nespresso Creatista Coffee Maker
,2,free shipping,2167781,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhsl4vjbgo03nj2it0yn","Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167781"">two Eco Vessel Surf 22-oz. Glass Bottles</a> in several colors (Blue/Orange pictured) for <strong>$16.99</strong> with <strong>free shipping</strong>. That's $5 below our mention from last January, a current best for this quantity by $20, and the lowest per-unit price we've seen. They feature recycled glass and silicone casings.",,2017-12-28T19:05:30-05:00,KITCHEN,https://www.dealnews.com/2-Eco-Vessel-Surf-22-oz.-Glass-Bottles-for-17-free-shipping/2167781.html,$17,2 Eco Vessel Surf 22-oz. Glass Bottles
,3,free shipping,2167730,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/toum0lu1gglf0zghrkic","Best Choice Products via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167730"">Best Choice Products 4-Foot Inflatable Lit Santa Claus</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our mention from three weeks ago, $60 off, and the lowest price we could find. It inflates in minutes and is suitable for indoor/outdoor use.",,2017-12-28T18:56:36-05:00,SEASONAL/HOLIDAYS,https://www.dealnews.com/BCP-4-Foot-Inflatable-Lit-Santa-Claus-for-20-free-shipping/2167730.html,$20,BCP 4-Foot Inflatable Lit Santa Claus
,3,free shipping,2167742,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mcfgiw1elzkaxzrswmjp","Jomashop takes <strong>up to 72% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087909,2167742"">Oris men's and women's watches</a>. Plus, take an <strong>extra $20 off</strong> via coupon code ""DNEWSFS20"" or an <strong>extra $50 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087501,2167742"">$1,000 or more</a> via coupon code ""JOMANEW50"". (Select items receive even higher discounts via coupons noted on their product pages.) Even better, these orders qualify for <strong>free shipping</strong>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087504,2167742"">Oris Men's Artix Date Automatic Watch</a> for <strong>$639</strong> via ""DNEWSFS20"" (low by $13)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167742"">Oris Men's Artelier Skeleton Dial Automatic Watch</a> for <strong>$895</strong> via ""PBFRS200"" (pictured, low by $189)
 </li>
</ul>",,2017-12-28T18:51:44-05:00,WATCHES,https://www.dealnews.com/Oris-Watches-at-Jomashop-Up-to-72-off-20-off-free-shipping/2167742.html,Up to 72% off + $20 off,Oris Watches at Jomashop
,3,free shipping,2167898,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rovrns1lz67peznbdhdl","As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167898"">Altec Lansing LifeJacket Next Generation Wireless Bluetooth Speaker</a> in Grey for <strong>$79.99</strong> with <strong>free shipping</strong>. That's tied with our July mention at $70 off and the lowest price we could find. It features a 16-hour battery life, mic, Bluetooth, and an IPX67 water/dust/shock-proof design.",,2017-12-28T18:50:12-05:00,PORTABLE SPEAKERS,https://www.dealnews.com/Altec-Lansing-Life-Jacket-Bluetooth-Speaker-for-80-free-shipping/2167898.html,$80,Altec Lansing LifeJacket Bluetooth Speaker
,2,free shipping,2167523,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqcuri4paqxr1uqhqkbb","Harman Audio offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167523"">Harman Kardon HKTS 9 5.1-Channel Home Theater Speaker System</a> in Black for <strong>$129.99</strong> with <strong>free shipping</strong>. That's $25 under our November mention of a new unit and $237 under the lowest price we could find for a new one today. It features a frequency response of 45Hz to 20kHz, 200-watt powered subwoofer, five wall-mount brackets, and color-coded speaker cables. Deal ends December 31.<br>
<br>
Note: A 1-year Harmon Kardon warranty applies.",,2017-12-28T18:46:03-05:00,HOME THEATER SYSTEMS,https://www.dealnews.com/Refurb-Harman-Kardon-HKTS-9-5.1-Speakers-for-130-free-shipping/2167523.html,$130,Refurb Harman Kardon HKTS 9 5.1 Speakers
,3,free shipping,2167886,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxw7wqs1xeyppun9lem","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167886"">Cap Strength Roman Chair</a> for $64.35. Opt for in-store pickup to drop it to <b>$63.06</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087900,2167886"">Amazon</a> has it for the same via a coupon on the product page.) With <b>free shipping</b>, that's the lowest price we could find by $10. It features steel construction and supports up to 300 lbs.",,2017-12-28T18:38:41-05:00,EXERCISE EQUIPMENT,https://www.dealnews.com/Cap-Strength-Roman-Chair-for-63-free-shipping/2167886.html,$63,Cap Strength Roman Chair
,3,free shipping,2167889,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdmbpybnieoqwdkuyxna","Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167889"">pair of M-Audio AV42 20-watt Studio Monitor Speakers</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $30. Each speaker features a frequency response range of 75 Hz to 20 kHz, 4"" woofer, 1"" Ferro fluid-cooled silk cone tweeters, and black vinyl laminate finish.",,2017-12-28T18:38:19-05:00,SPEAKERS,https://www.dealnews.com/M-Audio-AV42-20-W-Studio-Monitor-Speakers-for-99-free-shipping/2167889.html,$99,M-Audio AV42 20W Studio Monitor Speakers
,2,free shipping,2167895,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lbutsrnhw4w3ehasuex5","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167895"">Skip Hop Dash Signature Messenger Diaper Bag</a> in Heather Grey for <strong>$36.31</strong> with <strong>free shipping</strong>. That's a $10 drop in the last week and the lowest price we could find now by $9. It features 11 pockets, two side pockets for bottles or sippy cups, an adjustable shoulder strap, and includes a cushioned changing pad.",,2017-12-28T18:26:47-05:00,BABIES & KIDS ITEMS,https://www.dealnews.com/Skip-Hop-Dash-Signature-Messenger-Diaper-Bag-for-36-free-shipping/2167895.html,$36,Skip Hop Dash Signature Messenger Diaper Bag
,,,2166713,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/neoa6i4qkb20kr8rjl1e","At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2166713"">BankAmericard® Credit Card</a> and receive a <strong>$0 Intro balance transfer fee</strong> for the first 60 days your account is open. After that, the fee for future balance transfers is 3% (min. $10). There's also <strong>no penalty APR</strong>. Paying late won't automatically raise your interest rate (APR). You can also <strong>access your FICO Score</strong> for free within Online Banking or your Mobile Banking app. Plus, the <strong>Zero Liability Fraud protection</strong> insures you're not responsible for any fraudulent charges made on your account. Also, the BankAmericard® credit card features chip technology for enhanced security at chip-enabled merchant terminals. Other account pricing and terms apply. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2017-12-28T12:50:43-05:00,,CREDIT CARDS,"https://www.dealnews.com/lw/click.html?20,2,2166713",0% intro fee,BankAmericard® Credit Card
,3,free shipping,2167892,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eq8qm6mftwkulwgavoot","Worx via eBay offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167892"">Worx SD Semi-Automatic Power Screwdriver</a> for <strong>$14.99</strong> with <b>free shipping</b>. That's tied with last month's refurb mention and $25 under the lowest price we could find for a new one today. It features tool bit storage and includes six bits and a charger.<br>
<br>
Note: A 2-year Worx warranty applies.",,2017-12-28T18:25:18-05:00,POWER TOOLS,https://www.dealnews.com/Refurb-Worx-SD-Power-Screwdriver-for-15-free-shipping/2167892.html,$15,Refurb Worx SD Power Screwdriver
,2,free shipping,2167883,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ceeqsgilszeapkglp7zo","Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167883"">Miele Compact C2 Topaz Canister Vacuum Cleaner</a> in Blue for <strong>$399.91</strong> with <strong>free shipping</strong>. (Non-members pay a $39.99 surcharge, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2166128.html"">1-Year Membership</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2166128.html"">$15 Sam's Club Gift Card</a> for $45.) That's the lowest price we could find by $67. (For further comparison, other retailers charge at least $599 for the newest generation of this model.)<br>
<br>
It features a 1,200-watt vortex motor, six power control settings, 33-foot cleaning radius, AirClean sealed filtration system, carpet tool with floating head and swivel neck, telescopic stainless steel wand, dusting brush, upholstery tool, crevice tool, and hard floor brush.",,2017-12-28T18:15:29-05:00,VACUUM CLEANERS,https://www.dealnews.com/Miele-Compact-C2-Topaz-Canister-Vacuum-from-400-free-shipping/2167883.html,from $400,Miele Compact C2 Topaz Canister Vacuum
,3,free shipping,2167877,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dbg9rsa08cqeoari6md3","Red-Tag Pricing via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167877"">Black &amp; Decker 2-in-1 Lithium Stick Vacuum</a> for <strong>$109.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It features a cyclone system, removable beater bar, washable bowl, and smart docking station.",,2017-12-28T18:13:05-05:00,VACUUM CLEANERS,https://www.dealnews.com/Black-Decker-2-in-1-Lithium-Stick-Vacuum-for-110-free-shipping/2167877.html,$110,Black & Decker 2-in-1 Lithium Stick Vacuum
,3,free shipping,2167880,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5n4zqqtmtu9sp6kcwrm","Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167880"">ESQ by Movado Men's Catalyst Watch</a> for $238. Coupon code ""DNCATAL99"" cuts that to <strong>$99</strong>. With <strong>free shipping</strong>, that's tied with our December mention and the lowest price we could find by $81. It features a stainless steel casing and bracelet, Swiss quartz movement, and water resistance to 100 feet. Deal ends January 2.",,2017-12-28T18:01:44-05:00,WATCHES,https://www.dealnews.com/ESQ-by-Movado-Mens-Catalyst-Watch-for-99-free-shipping/2167880.html,$99,ESQ by Movado Men's Catalyst Watch
,4,free shipping,2167868,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jvwy94fmsn6oo8khxgya","As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167868"">Bell and Howell Tac Stick Military Grade Tactical Flashlight &amp; Stick</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $12. It works when frozen or under water and is 22 times brighter than regular flashlights.",2017-12-29T04:07:17-05:00,,FLASHLIGHTS & LIGHTING,https://www.dealnews.com/Bell-and-Howell-Tac-Stick-for-15-free-shipping/2167868.html,$15,Bell and Howell Tac Stick
True,3,free shipping,2167874,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hrtq5vggq1tjmhexb087","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167874"">Timbuk2 Command Medium Laptop Messenger Bag</a> in Black or Oxide for <b>$52.49</b> with <b>free shipping</b>. That's the lowest price we could find by $97. It features a padded, adjustable shoulder strap, interior and exterior pockets, and holds laptops up to 15"".",2017-12-29T04:22:17-05:00,,LAPTOP BAGS,https://www.dealnews.com/Timbuk2-Command-Medium-Laptop-Messenger-Bag-for-52-free-shipping/2167874.html,$52,Timbuk2 Command Medium Laptop Messenger Bag
,2,free shipping,2167865,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o4lwxgvlpcp3texz9ehu","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167865"">Dirt Devil Quest 600 Robotic Vacuum</a> for <b>$178</b> with <b>free shipping</b>. That's the lowest price we could find by $18. It features a 90-minute run time, navigates around obstacles, and automatically returns to its docking station.",,2017-12-28T17:54:36-05:00,VACUUM CLEANERS,https://www.dealnews.com/Dirt-Devil-Quest-600-Robotic-Vacuum-for-178-free-shipping/2167865.html,$178,Dirt Devil Quest 600 Robotic Vacuum
