time_published,time_modified,description,shipping,url,picture_url,category,hotness,uuid,editors_choice,title,price
,2018-01-07T09:08:29-05:00,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173346"">LifeStraw Mission Water Purification System</a> for <strong>$74.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $55. This BPA-free device enables you to safely drink contaminated water. It purports to remove almost 100% of waterborne bacteria and protozoan parasites and will filter up to 18,000 liters of water.",free shipping,https://www.dealnews.com/Life-Straw-Mission-Water-Purification-System-for-75-w-Prime-free-shipping/2173346.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fmoaln8sc5kj5luqtj89",CAMPING & OUTDOORS,3,2173346,True,LifeStraw Mission Water Purification System,$75 w/Prime
,2018-01-07T09:07:42-05:00,"Bloomingdale's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173343"">Breville Juice Fountain Plus 850-watt Juice Extractor</a> for <strong>$89.99</strong>. Plus, Loyallist members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099138,2173343"">join</a>.) That's the lowest price we could find by $12. It features an 850-watt dual-speed motor, stainless-steel cutting disc, safety locking, and dishwasher-safe parts.",free shipping,https://www.dealnews.com/Breville-Juice-Fountain-Plus-Juice-Extractor-for-90-free-shipping/2173343.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mwlttt7mvan0fz2iyiwo",SMALL APPLIANCES,3,2173343,True,Breville Juice Fountain Plus Juice Extractor,$90
,2018-01-07T09:33:41-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173340"">Modway Edge Ergonomic Mesh Back Vinyl Office Chair With Flip-Up Arms</a> in Black for <b>$122.39</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099135,2173340"">Home Depot</a> charges the same.) That's the lowest price we could find by $22. It features adjustable height, tilt, and tension.",free shipping,https://www.dealnews.com/Modway-Edge-Ergonomic-Mesh-Back-Office-Chair-for-122-free-shipping/2173340.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qyiwomhxuhz12zenkkv9",OFFICE CHAIRS,3,2173340,,Modway Edge Ergonomic Mesh Back Office Chair,$122
,2018-01-07T09:22:53-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173337"">Monarch Specialties Bonded Leather Swivel Glider Recliner</a> in Charcoal Grey for <b>$246.45</b> with <b>free shipping</b>. That's the lowest price we could find by $38. It reclines to about 30° and features a retractable footrest.",free shipping,https://www.dealnews.com/Monarch-Bonded-Leather-Swivel-Glider-Recliner-for-246-free-shipping/2173337.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oy5sqowyyvsrrz2tyqys",CHAIRS,4,2173337,,Monarch Bonded Leather Swivel Glider Recliner,$246
,2018-01-07T08:55:59-05:00,"Amazon cuts <strong>up to 15% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173334"">Filtrete air filters</a>. (Prices are as marked, and although the discount is advertised as up to 15% off, we found even bigger cuts.) Plus, all qualify for <strong>free shipping</strong>.",free shipping,https://www.dealnews.com/Filtrete-Air-Filters-at-Amazon-Up-to-15-off-free-shipping/2173334.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hlkyo6yhotgpbsylh7d6",HOME & GARDEN,5,2173334,,Filtrete Air Filters at Amazon,Up to 15% off
,2018-01-07T09:36:00-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173328"">RCA 43"" 4K LED-Backlit LCD Ultra HD TV</a>, model no. RTU4300, for <strong>$269.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find by $38. It features a 3840x2160 (2160p) native resolution, LED backlight, and four HDMI inputs.",free shipping,https://www.dealnews.com/RCA-43-4-K-LED-LCD-UHD-TV-for-270-free-shipping/2173328.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ki8prkclvlvt8qzyeuid",TVS,2,2173328,,"RCA 43"" 4K LED LCD UHD TV",$270
,2018-01-07T09:33:14-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173331"">Razor Power Core 90 Electric Scooter</a> in Green or Pink for <strong>$88</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099129,2173331"">Amazon</a> offers it for the same price.) That's tied with our November mention and the lowest price we could find by $12. It features a top speed of 10mph, hand-operated front brake, retractable kick stand, and ride time of up to 70 minutes.",free shipping,https://www.dealnews.com/Razor-Power-Core-90-Electric-Scooter-for-88-free-shipping/2173331.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yoim26ddwmp4xukmfg72",TOYS & HOBBIES,3,2173331,,Razor Power Core 90 Electric Scooter,$88
2018-01-06T12:22:46-05:00,,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173241"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099042,2173241"">$50 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends June 30.",,https://www.dealnews.com/AT-T-Internet-50-w-50-Reward-Card-for-40-per-month/2173241.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wwfpxc16ebhlpepr1keo",COMPUTER SERVICES,,2173241,,AT&T Internet 50 w/ $50 Reward Card,$40 per month
,2018-01-07T09:22:34-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173325"">American Rag Women's Faux-Fur Hooded Parka</a> in several colors (Olive/White Combo pictured) for <strong>$39.99</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099126,2173325"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $57 off and the lowest price we could find. It's available in select sizes from XXS to XL. Deal ends January 7.",free s&h w/beauty item,https://www.dealnews.com/American-Rag-Womens-Faux-Fur-Hooded-Parka-for-40-free-s-h-w-beauty-item/2173325.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nmiltmpiko1evktudv24",COATS,4,2173325,,American Rag Women's Faux-Fur Hooded Parka,$40
,2018-01-07T09:21:17-05:00,"Pep Boys via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173319"">Bell Automotive Products Premium Roadside Emergency Kit</a> for <b>$35.99</b> with <b>free shipping</b>. That's $9 under the lowest price we could find for a similar set elsewhere. The kit includes an 8-foot booster cable, tire sealant, LED flashlight, three AAA batteries, glow sticks, multi-tool, slip joint pliers, 2-in-1 screwdriver, 24"" elastic tie down, cable ties, electrical tape, duct tape, shop towel, nitrile gloves, jersey gloves, safety vest, rain poncho, fleece blanket, space blanket, first aid kit, and a help sign.",free shipping,https://www.dealnews.com/Bell-Automotive-Roadside-Emergency-Kit-for-36-free-shipping/2173319.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gftvrbccuopygbavaskd",AUTOMOTIVE,4,2173319,,Bell Automotive Roadside Emergency Kit,$36
,2018-01-07T08:55:48-05:00,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173316"">Nike Men's Therma Fit KO Crew Shirt</a> in several colors (Black pictured) for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $35 off and the lowest price we could find. It's available in sizes <del>XS to 3XL</del> L to XXL.",free shipping,https://www.dealnews.com/Nike-Mens-Therma-Fit-KO-Crew-Shirt-for-20-free-shipping/2173316.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e6rkfcx7ntkd5lim4vij",SWEATSHIRTS & HOODIES,5,2173316,,Nike Men's Therma Fit KO Crew Shirt,$20
,2018-01-07T09:32:52-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173322"">Bosch 12-volt 2-Speed Drill/Driver Kit</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $28. It includes two batteries, charger, and carrying case.",free shipping,https://www.dealnews.com/Bosch-12-V-2-Speed-Drill-Driver-Kit-for-99-free-shipping/2173322.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o80bnlnxhwobo7shgtxb",POWER TOOLS,3,2173322,,Bosch 12V 2-Speed Drill/Driver Kit,$99
,2018-01-07T09:32:33-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173244"">JOOLA Table Tennis Table Cover</a> for <strong>$21.60</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099045,2173244"">Sears</a> offers it for the same price.) Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping charge. That's the lowest price we could find by $8. It fits standard 9x5-foot tables.",pickup at Walmart,https://www.dealnews.com/JOOLA-Table-Tennis-Table-Cover-for-22-pickup-at-Walmart/2173244.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iacougzosqogop7gkg3e",SPORTS & FITNESS,3,2173244,,JOOLA Table Tennis Table Cover,$22
,2018-01-07T09:32:10-05:00,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173310"">Casual Home Nolan 4-Shelf Folding Ladder Bookcase</a> in White for <strong>$89.50</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $49. It measures 60"" x 24"" x 16"". Deal ends January 7.",free shipping,https://www.dealnews.com/Casual-Home-Nolan-4-Shelf-Ladder-Bookcase-for-90-free-shipping/2173310.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hqqqabrhybxjjm846a7b",HOME FURNITURE,3,2173310,,Casual Home Nolan 4-Shelf Ladder Bookcase,$90
,2018-01-07T09:31:48-05:00,"Id-rack via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173304"">XtremepowerUS 1,500-watt Infrared Fireplace</a> in Honey Oak for <strong>$119.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It features a remote control, timer, and dimmer.",free shipping,https://www.dealnews.com/Xtremepower-US-1-500-W-Infrared-Fireplace-for-120-free-shipping/2173304.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tqnorfgryvfslltokcs7",HEATERS,3,2173304,,"XtremepowerUS 1,500W Infrared Fireplace",$120
,2018-01-07T09:20:41-05:00,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173298"">Under Armour Hustle 3.0 Backpack</a> in several colors (Black/Steel pictured) for <strong>$39.98</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099123,2173298"">Zappos</a> offers it for the same price.) That's the lowest price we could find by $15. It's water repellent and features a laptop sleeve, side pockets, and a shoe pocket.",free shipping,https://www.dealnews.com/Under-Armour-Hustle-3.0-Backpack-for-40-free-shipping/2173298.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o9clbjwvlwlskdplggte",BACKPACKS,4,2173298,,Under Armour Hustle 3.0 Backpack,$40
,2018-01-07T09:31:09-05:00,"Lamps Plus offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173301"">Kathy Ireland Mulholland Swing Arm Floor Lamp</a> for <strong>$99.95</strong> with <strong>free shipping</strong>. That's $100 off and the lowest price we could find. It stands at 61"" tall and features a swing arm. Deal ends January 28.",free shipping,https://www.dealnews.com/Kathy-Ireland-Mulholland-Swing-Arm-Floor-Lamp-for-100-free-shipping/2173301.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ipcfclygnqntidwm013x",LIGHTING & LAMPS,3,2173301,,Kathy Ireland Mulholland Swing Arm Floor Lamp,$100
2018-01-06T12:18:57-05:00,,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173238"">Bank of America® Travel Rewards credit card</a> and receive <strong>20,000 bonus points</strong> if you make at least $1,000 in purchases in the first 90 days of account opening – that can be redeemed for a <strong>$200 Statement Credit towards travel purchases</strong>. Plus, earn <strong>1.5 points</strong> per $1 spent on all purchases, with <strong>no annual fee</strong> and <strong>no foreign transaction fees</strong>. Redeem points for a statement credit to pay for flights, hotels, vacation packages, cruises, rental cars, or baggage fees with no blackout dates. There's no limit to the total number of points you can earn and points don't expire. Finally, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for purchases, then <strong>16.24% - 24.24% variable APR</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,"https://www.dealnews.com/lw/click.html?20,2,2173238","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bv3urdvfxvmwirwdv9qm",CREDIT CARDS,,2173238,,Bank of America® Travel Rewards Credit Card,"20,000 bonus points offer"
,2018-01-07T09:19:25-05:00,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173295"">G.H. Bass &amp; Co. Men's Proctor Premium Washed Canvas Oxford Shoes</a> in Black for <strong>$34.99</strong> with <strong>free shipping</strong>. That's tied with last month's mention and the lowest price we could find by $20. They're available in select sizes from <del>7</del> 7.5 to 13.",free shipping,https://www.dealnews.com/G.H.-Bass-Mens-Washed-Canvas-Oxford-Shoes-for-35-free-shipping/2173295.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mpjwfwovmunnwdlmaqiq",SHOES,4,2173295,,G.H. Bass Men's Washed Canvas Oxford Shoes,$35
,2018-01-07T09:35:02-05:00,"Dick's Sporting Goods offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173235"">Quest Hard Arm Chair</a> in Red for <strong>$14.97</strong> plus <strong>$5.99</strong> for shipping. That's tied with our October mention and the lowest price we could find by $13. It features a beverage holder, carry bag, and weight capacity of 300 lbs.",$6 shipping,https://www.dealnews.com/Quest-Hard-Arm-Chair-for-15-6-s-h/2173235.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bykbklpqwiuxca9vpa7p",CAMPING & OUTDOORS,2,2173235,,Quest Hard Arm Chair,$15
,2018-01-07T09:30:45-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173289"">Joy Mangano Miracle Mop Bucket</a> in Purple or Fuchsia for $14.99. Coupon code ""WKND"" cuts the price to <strong>$12.74</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099120,2173289"">HSN via eBay</a> charges about the same.) Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099108,2173289"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $5. It features a 4-gallon capacity, easy-pour spout, and locking handle. Deal ends January 7.",free s&h w/beauty item,https://www.dealnews.com/Joy-Mangano-Miracle-Mop-Bucket-for-13-free-s-h-w-beauty-item/2173289.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a8wztosdukwaeidihpvc",CLEANING SUPPLIES,3,2173289,,Joy Mangano Miracle Mop Bucket,$13
,2018-01-07T09:28:50-05:00,"Fix_my_toys via eBay offers the OEM <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173283"">Polaris Women's Asymmetrical Sweatshirt Hoodie</a> in Black for <strong>$29.95</strong> with <strong>free shipping</strong>. That's $30 off and the lowest price we could find. It's available in sizes XS to L.",free shipping,https://www.dealnews.com/Polaris-Womens-Asymmetrical-Hoodie-for-30-free-shipping/2173283.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x0ainugfp3izxogavvp5",SWEATSHIRTS & HOODIES,3,2173283,,Polaris Women's Asymmetrical Hoodie,$30
,2018-01-07T09:34:38-05:00,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173292"">Martha Stewart Collection 3-Pice Zesting Set</a> for <strong>$9.03</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099111,2173292"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's $14 off list and the lowest price we could find. It features a zester, peeler, and paring knife.",free s&h w/beauty item,https://www.dealnews.com/Martha-Stewart-Collection-3-Pc.-Zesting-Set-for-9-free-s-h-w-beauty-item/2173292.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/l5841o2xtz7post4fpst",KITCHEN,2,2173292,,Martha Stewart Collection 3-Pc. Zesting Set,$9
,2018-01-07T08:54:22-05:00,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173268"">The Greatest Ghost and Horror Stories Ever Written Kindle eBook</a> for <strong>free</strong>. That's the lowest price we could find by a buck. It includes 30 stories by renowned authors such as Edgar Allan Poe, H.P. Lovecraft, H.G. Wells, Franz Kafka, and Bram Stoker.",,https://www.dealnews.com/Greatest-Ghost-Horror-Stories-Kindle-eBook-for-free/2173268.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ziqwcmobtom9eylspl6a",EBOOKS,5,2173268,,Greatest Ghost & Horror Stories Kindle eBook,free
,2018-01-07T08:54:14-05:00,"Alpine Swiss Store via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173262"">Alpine Swiss Men's Leather Zip Around Wallet</a> in several colors (Antique Brown pictured) for <strong>$12.74</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. It features a zipper closure, card case, and two separate bill compartments.",free shipping w/ Prime,https://www.dealnews.com/Alpine-Swiss-Mens-Leather-Zip-Around-Wallet-for-13-free-shipping-w-Prime/2173262.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/az6txmeyrkibi9kc9rse",ACCESSORIES,5,2173262,,Alpine Swiss Men's Leather Zip Around Wallet,$13
,2018-01-06T22:56:33-05:00,"Amazon takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099105,2173247"">young adult books</a>, with prices starting from <b>$4.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099051,2173247"">Gwenda Bond's <i>Girl on a Wire</i></a> for <b>$4.99</b> (same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099054,2173247"">Walmart</a>; low by $2)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173247"">Carrie Anne Noble's <i>The Mermaid's Sister</i></a> for <b>$5.99</b> (pictured, same at <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099057,2173247"">Walmart</a>; low by $4)
 </li>
</ul>",free shipping w/ Prime,https://www.dealnews.com/Young-Adult-Books-at-Amazon-Up-to-50-off-from-5-free-shipping-w-Prime/2173247.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xd1fs7vsnvalepm26mdz",BOOKS,2,2173247,,Young Adult Books at Amazon,Up to 50% off; from $5
,2018-01-07T09:28:14-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173229"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 10-lb. Bag</a> in Double Rich Chocolate for $65.61. Order via Subscribe & Save to drop it to <b>$62.33</b>. With <b>free shipping</b>, that's the lowest price we could find by $38. It offers 24g of whey protein per serving.<br>
<br>
Be sure to cancel Subscribe & Save after your order ships to avoid being charged for subsequent orders.",free shipping,https://www.dealnews.com/Optimum-Nutrition-100-Whey-Protein-10-lb-Bag-for-62-free-shipping/2173229.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uhbqfaxqjh9yaxaghdfy",SUPPLEMENTS,3,2173229,,Optimum Nutrition 100% Whey Protein 10-lb Bag,$62
2018-01-07T00:01:00-05:00,,"yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172605"">Soufull Multi-Functional Stainless Steel Scissors</a> for $12.88. Coupon code ""black855"" cuts that to <strong>$8.55</strong>. Plus, Prime members bag <strong>free shipping</strong>. Deal ends January 31.",free shipping w/ Prime,https://www.dealnews.com/Soufull-Stainless-Steel-Poultry-Scissors-for-9-free-shipping-w-Prime/2172605.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/stvamjek2izwihfqpmnd",KITCHEN,,2172605,,Soufull Stainless Steel Poultry Scissors,$9
,2018-01-06T22:54:26-05:00,"Hayneedle offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173259"">Ergotron WorkFit-T Sit-Stand Desktop Workstation</a> in White for <strong>$350.16</strong> with <strong>free shipping</strong>. Excluding the mention below, that's the lowest price we could find by $19. It creates a standing desk when you place it on top of your existing work surface.<br>
<br>
Prefer black? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099075,2173259"">Dell</a> has it for $359.99 with free shipping.",free shipping,https://www.dealnews.com/Ergotron-Work-Fit-T-Sit-Stand-Workstation-for-350-free-shipping/2173259.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktnvv6g48jejo1ggajt3",COMPUTER ACCESSORIES,2,2173259,,Ergotron WorkFit-T Sit-Stand Workstation,$350
,2018-01-07T09:17:38-05:00,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173226"">Dungeonism for iPhone and iPad</a> for <strong>free</strong>. That's $2 off list and the first time this retro-styled dungeon crawler has been free.",,https://www.dealnews.com/Dungeonism-for-iPhone-and-iPad-for-free/2173226.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/herrwb4u2t2vypt02rtt",IPHONE / IPOD APPS,4,2173226,,Dungeonism for iPhone and iPad,free
,2018-01-07T08:53:35-05:00,"iTunes offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173217"">Streets of Rage Classic for iPhone and iPad</a> for <strong>free</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099030,2173217"">Google Play</a> also has the Android version for free.) That's $1 off list and the lowest price we could find for this classic side-scrolling brawler.",,https://www.dealnews.com/Streets-of-Rage-Classic-for-iOS-Android-for-free/2173217.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dqq9brvrujj5s1jqlw5r",IPHONE / IPOD APPS,5,2173217,,Streets of Rage Classic for iOS / Android,free
,2018-01-07T08:53:22-05:00,"iTunes offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173214"">Habit List for iPhone and iPad</a> for <strong>free</strong>. That's $4 off list and the best we could find. It allows you to track your progress, view trends over time, and features flexible scheduling to reach your goals.",,https://www.dealnews.com/Habit-List-for-iPhone-iPad-for-free/2173214.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rsfnuouggnxa4whn8qvp",IPHONE / IPOD APPS,5,2173214,,Habit List for iPhone / iPad,free
