category,description,title,picture_url,price,time_modified,time_published,uuid,shipping,editors_choice,hotness,url
REI COUPONS,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168258"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088644,2168258"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.",REI Holiday Clearance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",Up to 50% off,,2017-12-30T00:01:00-05:00,2168258,,,,https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2168258.html
MATTRESSES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168582"">Serta Ultra Luxury Hybrid Shoreway Plush Mattress Queen Set</a> with 5.75"" or 9"" boxspring for <b>$699</b> with <b>free white glove delivery</b>. (Delivery includes basic set-up and haul-away. Non-members pay an additional $69.90, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45.) That's $600 off and the lowest price we could find, although we saw it for $100 less last week. This smooth-top mattress features a 14.75"" profile and hybrid gel memory foam / individually-wrapped coil design. It's compatible with Serta adjustable foundations (sold separately).<br>
<br>
It's also available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089646,2168582"">King</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089649,2168582"">California King</a> for <b>$999</b> with <b>free shipping</b>. (As above, non-members should purchase a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089643,2168582"">1-Year Membership</a> for $45 to avoid the $99.90 surcharge.) That's also a tie from three weeks ago, $700 off, and the lowest price we could find.",Serta Luxury Hybrid Shoreway Mattress Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjztd46vih4mntti82up",from $699,,2017-12-29T18:10:30-05:00,2168582,free shipping,,3,https://www.dealnews.com/Serta-Luxury-Hybrid-Shoreway-Mattress-Set-from-699-free-shipping/2168582.html
SHOES,"Sperry offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168555"">Sperry Men's Star Wars Cloud Duel Slip-On Shoes</a> for <b>$37.48</b> with <b>free shipping</b>. That's $37 off list and the lowest price we could find. They're available in sizes 7 to 13.",Sperry Men's Star Wars Cloud Duel Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uvxwtwkyzlvvtec6bcxw",$37,,2017-12-29T17:34:19-05:00,2168555,free shipping,,3,https://www.dealnews.com/Sperry-Mens-Star-Wars-Cloud-Duel-Shoes-for-37-free-shipping/2168555.html
CHAIRS,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168588"">Emery Upholstered Chair</a> in several colors (Natural pictured) for <b>$199.98</b> with <b>free shipping</b>. (Non-members pay a $20 surcharge.) That's the lowest price we could find by $27. It features straight edge arms and nailhead trim.",Emery Upholstered Chair,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sanlalnxqycpl7beksld",from $200,,2017-12-29T17:27:16-05:00,2168588,free shipping,,3,https://www.dealnews.com/Emery-Upholstered-Chair-from-200-free-shipping/2168588.html
SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in several flavors (Chocolate Mint pictured) for <strong>$39.99</strong> with <b>free shipping</b> via the steps below. That's $2 below our mention from Black Friday weeked and the lowest price we could find by $8. It delivers 24g of whey protein per serving. To get this deal:
<ol>
 <li>Select a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168573"">Optimum Nutrition 100% Whey Gold Standard Protein Powder 5-lb. Jar</a> in flavor for $49.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save to drop it to <b>$39.99</b>
 </li>
</ol>
Note: Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",Optimum Nutrition Protein Powder 5-lb. Jar,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hov7g1focbwcbycjvgfx",$40,,2017-12-29T17:16:31-05:00,2168573,free shipping,,3,https://www.dealnews.com/Optimum-Nutrition-Protein-Powder-5-lb.-Jar-for-40-free-shipping/2168573.html
CHOCOLATES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168570"">Alder Creek Executive Gourmet Gift Basket</a> for <b>$64.91</b> with <b>free shipping</b>. (Non-members pay a $6.49 surcharge.) That's $20 off list and the lowest price we could find. The basket includes Portlock salmon, Jack Allen Chocolate Eclairs, Lindt Truffles Truffle Cookies, Olli Salumeria Mild Genoa Salami, and more.",Alder Creek Executive Gourmet Gift Basket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nh60fftynwzkngzszdeb",from $65,,2017-12-29T17:04:39-05:00,2168570,free shipping,,1,https://www.dealnews.com/Alder-Creek-Executive-Gourmet-Gift-Basket-from-65-free-shipping/2168570.html
CONSOLES,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168558"">New Nintendo 3DS XL Game Console</a> in Black bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089589,2168558"">Super Smash Bros. for 3DS</a>, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089592,2168558"">The Legend of Zelda: Ocarina of Time for 3DS</a>, and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089595,2168558"">Nintendo 3DS AC Adapter</a> for <strong>$249</strong> with <strong>free shipping</strong>. (Non-members pay an additional $24.90.) That's $8 under the lowest price we could find for these items sold separately elsewhere. The console features Amiibo support and is compatible with all Nintendo DS games.",New Nintendo 3DS XL Game Console Bundle,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxirauchv5dxvsrxcxem",from $249,,2017-12-29T17:01:32-05:00,2168558,free shipping,,2,https://www.dealnews.com/New-Nintendo-3-DS-XL-Game-Console-Bundle-from-249-free-shipping/2168558.html
PC GAMES,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168543"">Sid Meier's Civilization III Complete Edition for Windows</a> for <strong>$1.49</strong>. That's the lowest price we could find for this classic game now by $4, although we saw it for free in October.",Civilization III Complete Edition for PC,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k0bpusm0b6c4cagctx6h",$1,,2017-12-29T16:42:57-05:00,2168543,,,3,https://www.dealnews.com/Civilization-III-Complete-Edition-for-PC-for-1/2168543.html
HEALTH,"Hulislem via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168540"">Cylen Home Ventilated Memory Foam Orthopedic Seat Cushion</a> in Blue for $21.99. Coupon code ""6CPWVGSG"" drops it to <strong>$13.75</strong>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention as the lowest price we've seen. (It's the best deal now by about $12.) It features memory foam with an activated charcoal-infused bamboo core, an anti-slip bottom, and removable washable cover. Deal ends January 31.",Cylen Ventilated Foam Orthopedic Seat Cushion,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lshcvy71qvvzomnyjsdf",$14,,2017-12-29T16:37:47-05:00,2168540,free shipping w/ Prime,,3,https://www.dealnews.com/Cylen-Ventilated-Foam-Orthopedic-Seat-Cushion-for-14-free-shipping-w-Prime/2168540.html
HOTELS,"Visit Salt Lake via Dunhill Travel continues to discount a range of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168552"">hotel stays during ski season</a> with prices starting from <b>$115 per person per night</b>. Plus, many of these properties offer further discounts on ski passes, extra days, and ski shuttles. Hotels include Solitude Resort Lodging, Staybridge Midvale, Snowbird Ski Resort, Hyatt Place Cottonwood, and more. Book this travel deal by December 31 for stays throughout the 2017-2018 ski season.","Hotel and Ski Packages in Salt Lake City, UT","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hoos3ecvlzsaczxxnffo",from $115 per person,,2017-12-29T16:36:46-05:00,2168552,,,3,https://www.dealnews.com/Hotel-and-Ski-Packages-in-Salt-Lake-City-UT-from-115-per-person/2168552.html
CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168600"">Barclaycard Arrival Plus™ World MasterCard®</a> and earn <strong>40,000 Bonus Miles</strong> when you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089655,2168600"">$3,000 or more</a> on purchases in the first 90 days. (That equates to $400 off your next trip.) Plus, you <strong>earn 2 miles</strong> on all purchases and <strong>get 5% miles back</strong> every time you redeem for travel statement credits. Also, you'll get a <strong>0% introductory APR</strong> for 12 months on Balance Transfers made within 45 days of account opening. After that, a variable APR will apply, 16.99%, 20.99% or 23.99%, based on your creditworthiness. Please note, there is a fee for balance transfers. There's an $89 annual fee, <strong>waived for the first year</strong>, and <strong>no foreign transaction fees</strong>. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089658,2168600"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",Barclaycard Arrival Plus™ MasterCard®,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ik8cghwccxp8nmacfv0i","40,000 Bonus Miles",,2017-12-30T00:01:00-05:00,2168600,,,,"https://www.dealnews.com/lw/click.html?20,2,2168600"
CRUISES,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168549"">Carnival Cruises 2018 Cruises</a> with prices starting from <strong>$229 per person</strong>. That yields low starting prices for Carnival cruises. Additional fees and blackout dates apply. Save on a range of itineraries, including departures from Miami, Port Canaveral, Jacksonville, and Baltimore. This travel deal ends December 31.",Cruise.com Carnival Cruises Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x8hesr9n6yqitxngw61w",from $229 per person,2017-12-30T11:24:50-05:00,,2168549,,,5,https://www.dealnews.com/Cruise.com-Carnival-Cruises-Sale-from-229-per-person/2168549.html
PC GAMES,"GameStop offers Steam downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168537"">Return to Castle Wolfenstein for Windows</a> for <strong>$1.24</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089544,2168537"">Steam</a> charges the same.) That's tied with our August mention, a current best by $4, and the lowest price we've seen.",Return to Castle Wolfenstein for PC,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q3kmlnmb7odoik9ort15",$1,2017-12-30T11:58:32-05:00,,2168537,,,4,https://www.dealnews.com/Return-to-Castle-Wolfenstein-for-PC-for-1/2168537.html
ROUTERS,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168483"">Ubiquiti Networks Unifi Enterprise Gateway Router with Gigabit Ethernet</a> for $109.99. Coupon code ""EMCBCCG29"" cuts that to <strong>$94.99</strong>. With <strong>free shipping</strong>, that's $11 under our August mention and the lowest price we could find now by $15. It features a 500MHz dual-core processor, 512MB RAM, 2GB flash storage, and three Gigabit Ethernet ports. Deal ends January 1.",Ubiquiti Unifi Gateway Gigabit Router,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qvsxbaafnie5wfa4iraw",$95,2017-12-29T20:58:25-05:00,,2168483,free shipping,,3,https://www.dealnews.com/Ubiquiti-Unifi-Gateway-Gigabit-Router-for-95-free-shipping/2168483.html
TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168468"">Playmobil Space Shuttle</a> for <strong>$17.95</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089397,2168468"">Amazon</a>, for Prime members only, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089400,2168468"">Target</a> charge cents less if you prefer those stores.) That's the lowest price we could find by $12. It includes two figures.",Playmobil Space Shuttle,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kakvqkgiguumbkcsl0zr",$18,,2017-12-29T16:18:28-05:00,2168468,pickup at Walmart,,3,https://www.dealnews.com/Playmobil-Space-Shuttle-for-18-pickup-at-Walmart/2168468.html
AIRFARE,"American Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168534"">American Airlines Nationwide Roundtrip Fares</a>, with prices starting from <strong>$66.39</strong>. (On the ShermansTravel landing page, click on ""AA.com"" in the top paragraph to see this sale.) We found this price departing on January 22, 2018, from Miami, FL, (MIA) with arrival in New Orleans, LA, (MSY) and return on January 26, 2018. That's the lowest price we could find for select routes by at least $39. Book this travel deal by January 31 for travel in January and February 2018.<br>
<br>
Prices, dates, and booking details were valid at the time of publication.",American Airlines Nationwide Fares,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpyj1lbcxn3fdo7xlsjp",from $66 Roundtrip,,2017-12-29T16:18:09-05:00,2168534,,,5,https://www.dealnews.com/American-Airlines-Nationwide-Fares-from-66-Roundtrip/2168534.html
HEATERS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168510"">Lifesource 20"" Heater Fireplace</a> for <b>$136.53</b> with <b>free shipping</b>. That's the lowest price we could find by $51. It features LED color change and flame effects, remote control, and measures 36"" x 11"" x 20"".","Lifesource 20"" Heater Fireplace","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pg55myoczz8np5qtlllp",$137,,2017-12-29T16:07:46-05:00,2168510,free shipping,,3,https://www.dealnews.com/Lifesource-20-Heater-Fireplace-for-137-free-shipping/2168510.html
TOYS & HOBBIES,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168522"">Air Hogs Mission Alpha Ultimate Mission RC Helicopter</a> for <strong>$17.97</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's the lowest price we could find by $42. It features an extending hook & crane plus gyro-stabilization. Included are pick-up loads and drop-off points to create missions; six AA batteries are required, but not included.",Air Hogs Mission Alpha RC Helicopter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qrcnqflkwsnz60uh8wdb",$18,2017-12-30T11:43:48-05:00,,2168522,pickup at Walmart,True,3,https://www.dealnews.com/Air-Hogs-Mission-Alpha-RC-Helicopter-for-18-pickup-at-Walmart/2168522.html
AIRFARE,"Singapore Airlines via DealBase offers select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168516"">Singapore Airlines Roundtrip Flights to Asia and Europe</a> with prices starting from <strong>$498.60</strong>. (On the DealBase landing page, click on ""Singapore Airlines"" in the top line to see this offer; we found this price departing from Los Angeles, CA, (LAX) on January 23, 2018, with arrival in Tokyo, Japan (NRT) and return on January 30.) That's the lowest price we could find for this non-stop route by at least $120. Book this travel deal by January 15, 2018, for travel through April 30, 2018.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",Singapore Airlines Fares to Asia and Europe,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/daonn26gh2nxx6anko9d",from $499 roundtrip,,2017-12-29T15:59:53-05:00,2168516,,,4,https://www.dealnews.com/Singapore-Airlines-Fares-to-Asia-and-Europe-from-499-roundtrip/2168516.html
AUTOMOTIVE,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168471"">Schumacher Battery Extender 12-volt 750-amp Car Jump Starter</a> for <strong>$49.88</strong> with <strong>free shipping</strong>. That's $28 under the lowest price we could find for a similar Schumacher jump starter elsewhere. It jumps 4-, 6-, and 8-cylinder vehicles and features a 2-amp USB charging port, 12-volt DC power port, LED light, 150 PSI air compressor, and 8-gauge cables with spark-resistant clamps.",Schumacher Battery Extender 750A Jump Starter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gm0ln8nljro5obitlcor",$50,2017-12-30T11:56:35-05:00,,2168471,free shipping,,4,https://www.dealnews.com/Schumacher-Battery-Extender-750-A-Jump-Starter-for-50-free-shipping/2168471.html
COMPUTER SERVICES,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168477"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089436,2168477"">$100 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends January 4.",AT&T Internet 50 w/ $100 Reward Card,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzvonpwi0mxqnq1mgamg",$40 per month,2017-12-29T16:53:28-05:00,,2168477,,,,https://www.dealnews.com/AT-T-Internet-50-w-100-Reward-Card-for-40-per-month/2168477.html
CAMPING & OUTDOORS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168501"">Ozark Trail 20-30F Thermolite Quallo Blanket Double Sleeping Bag</a> in Red/Orange for <strong>$39.97</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $22. It measures 86"" x 60"" and features 200g synthetic insulation.",Ozark Trail Thermolite Double Sleeping Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v0lr8av0ndkjfik9gtup",$40,,2017-12-29T15:57:38-05:00,2168501,free shipping,,2,https://www.dealnews.com/Ozark-Trail-Thermolite-Double-Sleeping-Bag-for-40-free-shipping/2168501.html
TV STANDS,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168504"">Whalen Landon TV Stand with Cube Organizer</a> in Rustic Brown for <strong>$139.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $49. It can be used vertically or horizontally and accommodate most flat-panel TVs up to 45"" and up to 100 lbs. Features include six cubby holes, three rattan baskets, and powder-coated metal corner pieces.<br>
<br>
Note: You can also receive additional discounts during checkout by waiving free returns or by choosing select payment options.","Whalen Landon 45"" TV Stand w/ Cube Organizer","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i70r08wptrephny3l65i",$140,,2017-12-29T15:51:30-05:00,2168504,free shipping,,2,https://www.dealnews.com/Whalen-Landon-45-TV-Stand-w-Cube-Organizer-for-140-free-shipping/2168504.html
CAMERA BAGS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168444"">Cheerwing Travel Camera Backpack</a> in Black for <strong>$33.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $7. It holds a DSLR camera and lens with two to three additional lenses, flash, and 17"" notebook.",Cheerwing Travel Camera Backpack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnldsm3nxcq6bdsw75up",$33,,2017-12-29T15:44:41-05:00,2168444,free shipping,,2,https://www.dealnews.com/Cheerwing-Travel-Camera-Backpack-for-33-free-shipping/2168444.html
CAMERA BAGS,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168420"">Think Tank Retrospective 5 Digital SLR Camera Shoulder Bag</a> in Gray/Brown Leather for <strong>$75</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $45. It accommodates a standard-size DSLR camera with lens attached, two additional lenses, and accessories. Features include removable dividers, an organizer pocket, multiple exterior pockets, rain cover, Velcro closure with sound silencers, and adjustable shoulder strap.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089286,2168420"">Think Tank Retrospective 7 Digital SLR Camera Shoulder Bag</a> in Sandstone/Leather for <b>$80</b> with <b>free shipping</b>. (It's available in <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089289,2168420"">Gray/Leather</a> for $5 more.) That's the best deal we could find by $58. Its design is similar to the above, except it also features an expandable front pocket that fits tablets up to 10"" or laptops up to 11"".",Think Tank Retrospective DSLR Shoulder Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mojvytzs5hh5u8mw6b0f",from $75,,2017-12-29T15:30:18-05:00,2168420,free shipping,,2,https://www.dealnews.com/Think-Tank-Retrospective-DSLR-Shoulder-Bag-from-75-free-shipping/2168420.html
CLOTHING & ACCESSORIES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168474"">6pm</a> discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089424,2168474"">over 1,000 items</a> to <strong>$20.18</strong> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089427,2168474"">$20.18 Sale</a>. (Prices are as marked.) Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping, as do orders of any two items. Discounted brands include Guess, Nine West, Nike, adidas, and more.",6pm $20.18 Sale,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm","Over 1,000 items for $20",2017-12-30T11:21:28-05:00,,2168474,free shipping w/ $50,,5,https://www.dealnews.com/6-pm-20.18-Sale-Over-1-000-items-for-20-free-shipping-w-50/2168474.html
LUGGAGE & TRAVEL GEAR,"BuyDig via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168366"">American Tourister Pop Plus 3-Piece Nested Spinner Luggage Set</a> in several colors (Black pictured) for $119.99. In-cart it drops to <strong>$99</strong>. With <strong>free shipping</strong>, that's a buck under our October mention and the lowest price we could find by $14. This set includes a 21"" spinner, 25"" spinner, and 29"" spinner. Deal ends January 9.",American Tourister Pop Plus 3pc Luggage Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tgimovcmuo0ivrblefms",$99,,2017-12-29T15:21:04-05:00,2168366,free shipping,,3,https://www.dealnews.com/American-Tourister-Pop-Plus-3-pc-Luggage-Set-for-99-free-shipping/2168366.html
SHOES,"Barneys Warehouse offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168453"">adidas Originals Men's Toss Canvas Sneakers</a> in White, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089370,2168453"">Black</a>, or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089373,2168453"">Red</a> for $49. In-cart it drops to <b>$29.40</b>. With <b>free shipping</b>, that's $51 off list and the lowest price we could find. They're available in select sizes from 8 to 13. Deal ends January 1.",adidas Originals Men's Toss Canvas Sneakers,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tz3n6sdrjdvzkwfolklu",$29,2017-12-30T11:43:38-05:00,,2168453,free shipping,True,4,https://www.dealnews.com/adidas-Originals-Mens-Toss-Canvas-Sneakers-for-29-free-shipping/2168453.html
