time_published,uuid,category,url,time_modified,price,title,editors_choice,picture_url,hotness,shipping,description
,2173631,GAMES,https://www.dealnews.com/Horizon-Zero-Dawn-Complete-Edition-for-PS4-for-42-free-shipping/2173631.html,2018-01-07T21:40:49-05:00,$42,Horizon Zero Dawn Complete Edition for PS4,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cg9dwvctcnycqajizpbb",3,free shipping,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173631"">Horizon Zero Dawn Complete Edition for PlayStation 4</a> for <strong>$42</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $8."
2018-01-07T20:50:45-05:00,2173625,KITCHEN,https://www.dealnews.com/Camel-Bak-Chute-1-L-Water-Bottle-for-8-free-shipping-w-Prime/2173625.html,,$8,CamelBak Chute 1L Water Bottle,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ide5ubirwidiuuo2ivnv",4,free shipping w/ Prime,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173625"">CamelBak Chute 1L Water Bottle</a> in Bluegrass for <b>$7.99</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's the lowest price we could find by $3. It's made of BPA- and BPS-free Eastman Tritan copolyester and features an angled spout cap."
2018-01-07T20:43:38-05:00,2173622,PC GAMES,https://www.dealnews.com/Titanfall-2-for-PS4-or-Xbox-One-for-8-free-shipping/2173622.html,,$8,Titanfall 2 for PS4 or Xbox One,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u1rivazmt2mroflfdcdx",4,free shipping,"Gamercandy via eBay offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173622"">Titanfall 2 for PlayStation 4</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099297,2173622"">Xbox One</a> for <strong>$8.13</strong> with <strong>free shipping</strong>. That's tied with our December mention as the lowest price we've seen on either platform and the best today by $2."
2018-01-07T20:28:01-05:00,2173619,"DIGITAL VIDEO RECORDERS (TIVO, REPLAY)",https://www.dealnews.com/Ti-Vo-Roamio-1-TB-DVR-w-Lifetime-Service-for-330-free-shipping/2173619.html,,$330,TiVo Roamio 1TB DVR w/ Lifetime Service,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pblgl1otjmxor9w6l5oc",4,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173619"">TiVo Roamio OTA 1TB HD DVR</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099294,2173619"">Lifetime Service</a> for <strong>$329.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $60, although we saw it for $30 less in November. Features include an Ethernet port, 802.11n wireless, streaming apps (Netflix, Hulu Plus, YouTube, others), recording of up to four shows at once, 1TB hard drive, USB, and one HDMI port."
2018-01-07T20:22:48-05:00,2173616,SHIRTS,https://www.dealnews.com/adidas-Mens-NBA-Swingman-Climacool-Jersey-for-32-free-shipping/2173616.html,,$32,adidas Men's NBA Swingman Climacool Jersey,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ahqtmkasrrkvwozibmx8",4,free shipping,"Retro2heritage via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173616"">adidas Men's NBA Team Player Swingman Climacool Jersey</a> in several team styles for <b>$31.99</b> with <b>free shipping</b>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $23.) It's available in select sizes from S to 4XL."
2018-01-07T20:05:14-05:00,2173571,LAUNDRY SUPPLIES,https://www.dealnews.com/Arm-Hammer-2-in-1-Detergent-Power-97-Pack-for-7-free-shipping-w-Prime/2173571.html,,$7,Arm & Hammer 2-in-1 Detergent Power 97-Pack,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hnhsee5rljcs9gw4utbj",4,free shipping w/ Prime,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173571"">Arm &amp; Hammer 2-in-1 Laundry Detergent Power Paks 97-Count Bag</a> for $9.87. Clip the $3 off coupon on the product page to drop it to <b>$6.97</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's a buck under our mention from last May and about $3 under what you'd expect to pay at local stores."
2018-01-07T19:59:37-05:00,2173610,COATS,https://www.dealnews.com/Jason-Maxwell-Womens-Zipped-Collar-Jacket-for-8-pickup-at-Walmart/2173610.html,,$8,Jason Maxwell Women's Zipped Collar Jacket,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dyygf4h5ccluf3ud0nhu",3,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173610"">Jason Maxwell Women's Shirred Waist Zipped Collar Jacket</a> in several colors (Taupe pictured) for <b>$7.50</b>. Choose in-store <b>pickup</b> to avoid the $5.99 shipping fee. That's $20 off list and the lowest price we could find. It's available in select sizes from S to XXL."
2018-01-07T19:44:11-05:00,2173607,SUPPLIES,https://www.dealnews.com/Velcro-Sticky-Back-18-x-3-4-Tape-for-3-free-shipping-w-Prime/2173607.html,,$3,"Velcro Sticky Back 18"" x 3/4"" Tape",,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k9ke6n3djci11rqqeliq",4,free shipping w/ Prime,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173607"">Velcro Sticky Back 18"" x 3/4"" Tape</a> in Clear for <b>$2.97</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's the lowest price we could find by a buck, outside of the mention below. This hook-and-loop fastener purports to adhere to most surfaces.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099291,2173607"">Home Depot</a> charges a few cents more with in-store pickup."
2018-01-07T19:43:10-05:00,2173568,ANDROID PHONES,https://www.dealnews.com/Unlocked-Moto-X4-32-GB-4-G-Smartphone-w-Offers-for-280-w-Prime-free-shipping/2173568.html,,$280 w/Prime,Unlocked Moto X4 32GB 4G Smartphone w/ Offers,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uiftphqkf1vvid30kao4",3,free shipping,"Exclusively for Prime members, Amazon offers the 4th-generation <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173568"">Unlocked Motorola Moto X4 32GB 4G LTE Android Smartphone with Lockscreen Offers and Ads</a> in Super Black or Sterling Blue for <strong>$279.99</strong> with <strong>free shipping</strong>. That's tied with our mention from a month ago as the lowest price we've seen. (It's the best deal for the phone without lockscreen offers by $70.) This IP68 water-resistant phone works with Amazon Alexa and features a Qualcomm Snapdragon 630 2.2GHz 8-core processor, 5.2"" 1920x1080 (1080p) touchscreen, 3GB RAM, 32GB storage, 12- and 8-megapixel dual rear cameras, 16-megapixel front-facing camera, 4K video recording, 802.11ac wireless, Bluetooth 4.2, USB-C, fingerprint reader, and Android 7.1 OS (Nougat)."
2018-01-04T14:27:34-05:00,2171954,CREDIT CARDS,"https://www.dealnews.com/lw/click.html?20,2,2171954",,"50,000 bonus points",Chase Sapphire Preferred® Card,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",,,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>"
2018-01-07T19:02:41-05:00,2173604,SUPPLIES,https://www.dealnews.com/Bic-Round-Stic-Grip-Xtra-Comfort-Pen-36-Pack-for-3-free-shipping-w-Prime/2173604.html,,$3,Bic Round Stic Grip Xtra Comfort Pen 36-Pack,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dkib3z6yikipxekl2doy",4,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173604"">Bic Round Stic Grip Xtra Comfort Pen 36-Pack</a> in Black and Blue for <b>$2.85</b> with <b>free shipping</b>. That's $1 under our mention from a month ago and the lowest price we've seen. (It's a current low by $2.) The pack includes 12 blue pens and 24 black pens."
2018-01-07T18:54:06-05:00,2173565,EXERCISE EQUIPMENT,https://www.dealnews.com/Cap-Barbell-Cast-Iron-Kettlebells-from-7-pickup-at-Walmart/2173565.html,,from $7,Cap Barbell Cast Iron Kettlebells,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o2dq4xalo59laawp7dwd",3,pickup at Walmart,"Walmart offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099288,2173565"">Cap Barbell Cast Iron Kettlebells</a>, with prices starting from <strong>$6.90</strong>. Opt for in-store <b>pickup</b> to avoid the $5.99 shipping charge, or get free shipping with orders of $35 or more. A couple of notable sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173565"">Cap Barbell 10-lb. Cast Iron Kettlebell</a> for <strong>$6.90</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17099279,2173565"">Cap Barbell 15-lb. Cast Iron Kettlebell</a> for <strong>$11.35</strong> (low by $8)
 </li>
</ul>"
2018-01-07T18:52:33-05:00,2173598,KITCHEN,https://www.dealnews.com/Good-Cook-3-Piece-Mixing-Spoon-Set-for-2-free-shipping-w-Prime/2173598.html,,$2,Good Cook 3-Piece Mixing Spoon Set,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rknolsqpjcoh5gqqvpnt",4,free shipping w/ Prime,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173598"">Good Cook 3-Piece Mixing Spoon Set</a> for <b>$1.93</b>. Plus, Amazon Prime members bag <b>free shipping</b>. That's the lowest price we could find by $2. These stain-resistant plastic spoons are safe for all non-stick surfaces."
2018-01-07T18:34:11-05:00,2173601,SKIN CARE,https://www.dealnews.com/Kingdom-Cares-Facial-Cleansing-Brush-for-21-free-shipping-w-Prime/2173601.html,,$21,Kingdom Cares Facial Cleansing Brush,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mivhvzep4zohmeq82omu",3,free shipping w/ Prime,"Kingdom Cares Beauty via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173601"">Kingdom Cares Facial Cleansing Brush</a> in White for $29.99. Clip the 30% off coupon on the product page to drop it to <b>$20.99</b>. With <b>free shipping</b>, that's $3 under our mention from two weeks ago, $9 off, and the lowest price we've seen. It includes three attachments and two brush heads."
,2173595,AIR PURIFIERS,https://www.dealnews.com/Black-Decker-Table-Top-HEPA-Air-Cleaner-for-15-pickup-at-Walmart/2173595.html,2018-01-07T21:03:28-05:00,$15,Black + Decker Table Top HEPA Air Cleaner,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hd6qexmvskhflnubbgfw",3,pickup at Walmart,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173595"">Black + Decker Table Top HEPA Fresh Air Cleaner</a> for <b>$14.88</b>. Opt for in-store <b>pickup</b> to avoid the $5.99 shipping charge. That's $13 off and tied with our September mention as the lowest price we've seen. It's designed for medium to small rooms."
2018-01-07T18:22:23-05:00,2173592,TV WALL MOUNTS,https://www.dealnews.com/Vivo-Dual-LCD-Monitor-Desk-Mount-Stand-for-30-pickup-at-Walmart/2173592.html,,$30,Vivo Dual LCD Monitor Desk Mount Stand,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wmtntes4c3onlnwk8h95",3,pickup at Walmart,"Vivo via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173592"">Vivo Dual LCD Monitor Desk Mount Stand</a> in Black for <strong>$29.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $3 under our mention from a year ago and the lowest total price we could find by $23. It supports two LCD screens, each up to 22-lbs. and 27""."
,2173577,SHAVING & GROOMING,https://www.dealnews.com/Remington-Verso-Wet-Dry-Shaver-Trimmer-for-48-free-shipping/2173577.html,2018-01-07T21:03:07-05:00,$48,Remington Verso Wet/Dry Shaver & Trimmer,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/w7g4nt7mhde52xkg7tc3",3,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173577"">Remington Verso Wet and Dry Shaver &amp; Trimmer</a> in Gold for $59.99. Clip the 20% off coupon to cut the price to <strong>$47.99</strong>. (A $10 Remington coupon will apply automatically with the 20% off coupon.) With <strong>free shipping</strong>, that's $4 under our May mention and the lowest price we've seen. (It's the best deal now by $12.) It includes five attachments."
,2173574,VACUUM CLEANERS,https://www.dealnews.com/Hoover-React-Bagless-Upright-Vacuum-for-146-free-shipping/2173574.html,2018-01-07T21:01:49-05:00,$146,Hoover React Bagless Upright Vacuum,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xbffixwsj1iqzri3qmup",3,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2173574"">Hoover React Powered Reach Premier Bagless Upright Vacuum</a> for <s>$146.58</s> with <strong>free shipping</strong>. That's $52 under our Cyber Monday mention and the lowest price we've seen. (It's a current low by $133.) It features a 13"" cleaning path, 6-foot hose, 30-foot cord, crevice tool, brush, flexible dusting brush, baseboard duster, hard floor duster, upholstery tool, powered stair tool, and accessory bag.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$145.55</strong>."
