hotness,url,time_modified,price,title,time_published,uuid,picture_url,category,description,editors_choice,shipping
2,https://www.dealnews.com/Paw-Patrol-Rubble-and-Sea-Turtles-Rescue-Set-for-6-w-25-purchase-free-shipping/2169992.html,,$6 w/ $25 purchase,Paw Patrol Rubble and Sea Turtles Rescue Set,2018-01-02T06:20:11-05:00,2169992,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oifkknnfv1jec9ekwawj",TOYS & HOBBIES,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169992"">Paw Patrol Rubble and Sea Turtles Rescue Set</a> for <strong>$6</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",,free shipping
3,https://www.dealnews.com/Syba-2.5-SATA-HDD-USB-3.0-Enclosure-Case-for-0-after-rebate-1-s-h/2169989.html,,$0 after rebate,"Syba 2.5"" SATA HDD USB 3.0 Enclosure Case",2018-01-02T06:19:22-05:00,2169989,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/npf06b9kcxocso5apd6p",DRIVE ENCLOSURES,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169989"">Syba 2.5"" Serial ATA HDD/SSD USB 3.0 External Enclosure Case</a> for <strong>$0</strong>, via the directions below. With <strong>99 cents</strong> for shipping, that's $30 off and the best price we could find. It features transfer speeds up to 6GB/s. Deal ends January 8. To get this:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169989"">Syba 2.5"" Serial ATA HDD/SSD USB 3.0 External Enclosure Case</a> for $29.99
 </li>
 <li>coupon code ""EMCPEPR42"" cuts that to $6
 </li>
 <li>redeem this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091869,2169989"">$6 mail-in rebate</a> for a final price of <strong>$0</strong>
 </li>
</ol><p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s504/Newegg/"">Newegg Coupons</a>.</p>",,$1 shipping
3,https://www.dealnews.com/Hamilton-Beach-Belgian-Waffle-Maker-for-18-free-shipping-w-Prime/2169983.html,,$18,Hamilton Beach Belgian Waffle Maker,2018-01-02T06:08:18-05:00,2169983,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rju1frzpzpu73fuzjqfj",SMALL APPLIANCES,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169983"">Hamilton Beach Belgian Waffle Maker</a> for <strong>$18.99</strong> with <strong>free shipping</strong>. That's $9 off and the lowest price we could find. It features non-stick grids, light indicators, and browning controls.",,free shipping w/ Prime
4,https://www.dealnews.com/Prepworks-by-Progressive-Onion-Chopper-for-12-free-shipping-w-Prime/2169980.html,,$12,Prepworks by Progressive Onion Chopper,2018-01-02T06:06:43-05:00,2169980,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zv0rzcsvjxwygvnaus88",KITCHEN,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169980"">Prepworks by Progressive Onion Chopper</a> for <strong>$11.63</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2.",,free shipping w/ Prime
3,https://www.dealnews.com/Nordic-Track-Commercial-Vr21-Recumbent-Bike-for-550-free-shipping/2169968.html,2018-01-02T09:07:51-05:00,$550,NordicTrack Commercial Vr21 Recumbent Bike,,2169968,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mayuwevo2ubrkv5t9bwg",EXERCISE EQUIPMENT,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169968"">NordicTrack Commercial Vr21 Recumbent Bike</a> for <strong>$549.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $178. It measures 59"" x 22.25"" x 52"" and features a 5"" backlit display, 23-lb. flywheel, 25 resistance levels, 32 workout apps, a heart rate monitor with wireless chest strap, tablet holder, and a 350-lb. capacity. Deal ends today.",True,free shipping
2,https://www.dealnews.com/Nordic-Track-SE9-i-Elliptical-Trainer-for-1-029-free-shipping/2169965.html,,"$1,029",NordicTrack SE9i Elliptical Trainer,2018-01-02T06:03:30-05:00,2169965,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x0iq1kodelgpcvmgpo7p",EXERCISE EQUIPMENT,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169965"">NordicTrack Spacesaver SE9i Elliptical Trainer</a> for <strong>$1,029</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $220. It features heart rate monitor, 18"" stride length, 24 digital resistance levels, vertical SpaceSaver design, iFit coach ready, 0- to 10-degree adjustable incline, water bottle holder, soft touch upper body grips, and transport wheels. Deal ends today.",,free shipping
,"https://www.dealnews.com/lw/click.html?20,2,2168612",,"Earn 80,000 Bonus Points",Marriott Rewards® Premier Credit Card,2017-12-31T00:01:00-05:00,2168612,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqgroaw40es5ego2zmp5",CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168612"">Marriott Rewards® Premier Credit Card</a> and <strong>earn 80,000 Bonus Points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089679,2168612"">spend $3,000 on purchases</a> in the first 3 months from account opening. Plus, <strong>earn 7,500 Bonus Points</strong> when you add the first authorized user and make a purchase in the first 3 months from account opening. You'll also <strong>earn 5 points</strong> for every $1 spent at 5,700 Marriott locations, <strong>2 points</strong> for every $1 spent on airline tickets purchased directly with the airline, at car rental agencies, and restaurants, and <strong>1 point</strong> everywhere else. Other card features include <strong>1 Free Night Stay</strong> at a Category 1-5 location every year after your account anniversary date, <strong>15 credits</strong> toward your next Elite membership level after account approval and every year after account anniversary, and <strong>1 Elite Credit</strong> for every $3,000 spent on purchases. An $85 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089682,2168612"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,
2,https://www.dealnews.com/Refurb-LG-34-1080-p-IPS-LED-LCD-Display-for-253-free-shipping/2169974.html,,$253,"Refurb LG 34"" 1080p IPS LED LCD Display",2018-01-02T06:01:03-05:00,2169974,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qlreevnkbkyohhlyntas",MONITORS,"Newegg offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169974"">LG 34"" 1080p IPS LED-Backlit LCD Monitor</a> for $257.99. Coupon code ""RTHRSBLS5"" cuts it to <strong>$252.99</strong>. With <strong>free shipping</strong>, that's $27 under the lowest price we could find for a new one. It features a 2560x1080 native resolution, 5ms response time, and two HDMI inputs. Deal ends January 3.<br>
<br>
Note: A 90-day warranty applies, although it is unclear who backs it.",,free shipping
4,https://www.dealnews.com/Aldo-Sale-50-off-free-shipping-w-50/2169971.html,2018-01-02T07:27:14-05:00,50% off,Aldo Sale,,2169971,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdq5ymizxzg3pr7iwaeo",SHOES,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169971"">Aldo</a> takes <b>50% off</b> the original price of a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091863,2169971"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091896,2169971"">women's shoes and accessories</a>. Shipping adds <strong>$5</strong>, but orders of $50 or more receive free shipping. That's the best discount we've seen from Aldo this year.",,free shipping w/ $50
3,https://www.dealnews.com/Mainstays-3-in-1-70-TV-Stand-for-65-free-shipping/2169959.html,,$65,"Mainstays 3-in-1 70"" TV Stand",2018-01-02T05:59:24-05:00,2169959,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wcrp1p8yozcxgsgtedcp",TV STANDS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169959"">Mainstays 3-in-1 TV Stand for TVs up to 70""</a> for <strong>$64.99</strong> with <strong>free shipping</strong>. That's the best price we could find by $14. It features swivel, wall, or tabletop mounting options, and features two shelves.",,free shipping
3,https://www.dealnews.com/Refurb-Unlocked-iPhone-7-32-GB-Smartphone-for-460-free-shipping/2169947.html,2018-01-02T08:28:34-05:00,$460,Refurb Unlocked iPhone 7 32GB Smartphone,,2169947,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gfdwnoqadsrremt0ptpz",APPLE IPHONES,"MyWit via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169947"">Unlocked Apple iPhone 7 32GB Smartphone</a> in several colors (Black pictured) for <strong>$459.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and $89 under the lowest price we could find for it new.<br>
<br>
Note: This phone doesn't include a SIM card, headphones, original box, or warranty.",,free shipping
2,https://www.dealnews.com/Webroot-Anti-Virus-2018-5-Device-for-PC-Mac-for-25-free-shipping-w-Prime/2169956.html,2018-01-02T07:52:36-05:00,$25,Webroot AntiVirus 2018 5-Device for PC/Mac,,2169956,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/guzdzwjw1jldruwzhca8",SOFTWARE,"As one of its daily deals, Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169956"">Webroot SecureAnywhere Internet Security Complete + AntiVirus 2018 5-Device 1-Year for Windows and Mac</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. (Downloads are also available for the same price.) That's the lowest price we could find by $5. Deal ends today.",,free shipping w/ Prime
3,https://www.dealnews.com/Scivation-Xtend-BCAA-Powder-30-Serving-Tub-for-15-free-shipping/2169962.html,,$15,Scivation Xtend BCAA Powder 30-Serving Tub,2018-01-02T05:49:25-05:00,2169962,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zf0nbmdbj9sdztwsbgsj",SUPPLEMENTS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169962"">Scivation Xtend BCAA Powder 30-Serving Tub</a> in Blue Raspberry for <strong>$14.69</strong> with <strong>free shipping</strong> via the steps below. That's the lowest price we could find by $14. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169962"">Scivation Xtend BCAA Powder 30-Serving Tub</a> for $20.99
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$14.69</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",,free shipping
4,https://www.dealnews.com/Mc-Cafe-Premium-Roast-Coffee-K-Cup-100-Pack-for-32-free-shipping/2169953.html,2018-01-02T09:44:59-05:00,$32,McCafe Premium Roast Coffee K-Cup 100-Pack,,2169953,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wbriemlqlc61thfnsyph",COFFEE,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169953"">McCafe Coffee K-Cup 100-Pack</a> in Premium Roast for <strong>$31.98</strong> with <strong>free shipping</strong> via the steps the below. That's around $8 less than you'd pay in local warehouse clubs. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169953"">McCafe Coffee K-Cup 100-Pack</a> for $39.98
 </li>
 <li>clip the 15% off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$31.98</strong>
 </li>
</ol>
Note: Be sure to cancel Subscribe & Save once your order ships or you'll be billed for subsequent shipments.",,free shipping
4,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-92-off-from-1/2169944.html,2018-01-02T09:44:17-05:00,"Up to 92% off, from $1",Kindle eBooks at Amazon,,2169944,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/amlmw5tzlitr1xbns1mg",EBOOKS,"As one of its daily deals, Amazon takes <strong>up to 92% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169944"">Kindle eBooks</a>, with deals starting from <strong>99 cents</strong>. Featured titles include <i>We're Going to Need More Wine: Stories That Are Funny, Complicated, and True</i> (pictured), <i>Wives of War</i>, and <i>Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values</i>. Deal ends today.",,
4,https://www.dealnews.com/Winchester-Mens-Thermal-Socks-3-Pack-for-7-free-shipping/2169938.html,2018-01-02T09:43:53-05:00,$7,Winchester Men's Thermal Socks 3-Pack,,2169938,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewlrm1hfjauqjlqhfpez",SOCKS,"As one of its daily deals, That Daily Deal offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169938"">Winchester Men's Thermal Socks 3-Pack</a> for <strong>$6.99</strong> with <strong>free shipping</strong>. That's $2.33 per pair, $15 off list, and tied with our Black Friday weekend mention as the lowest price we've seen. They're made in the USA and come in one size (men's 10 to 13). The colors are chosen at random.<br>
<br>
Stocking up? Add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091860,2169938"">six 3-packs</a> to your cart for $35.82 with free shipping. That's $5.97 per 3-pack and a total of 18 pairs at $1.99 each. Both deals end today.",,free shipping
,"https://www.dealnews.com/lw/click.html?20,2,2167586",,"50,000 bonus points",Chase Sapphire Preferred® Card,2017-12-28T12:11:32-05:00,2167586,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",CREDIT CARDS,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167586"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086874,2167586"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086877,2167586"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,
3,https://www.dealnews.com/Eternal-Back-Stretcher-Pro-for-15-free-shipping/2169932.html,,$15,Eternal Back Stretcher Pro,2018-01-02T05:27:10-05:00,2169932,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cnxqg2arfopfklp28tbd",HEALTH,"As one of its daily deals, 13 Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169932"">Eternal Back Stretcher Pro</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's tied with our June mention and the lowest price we could find by $3 today. It relieves back pain and releases back muscle tension. Features include three adjustment levels and a 10 trigger point massage top.<br>
<br>
Need more than one? Add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091857,2169932"">two units</a> to your cart for <strong>$24.98</strong> with <strong>free shipping</strong>. Deal ends today.",,free shipping
3,https://www.dealnews.com/Pisen-Hand-Warmer-7-500-m-Ah-Power-Bank-for-22-free-shipping/2169935.html,,$22,"Pisen Hand Warmer & 7,500mAh Power Bank",2018-01-02T05:24:00-05:00,2169935,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o7zmcgd3qpl1hrrqi7qx",PORTABLE POWER BANKS,"Pisen Electronics via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169935"">Pisen Hand Warmer and 7,500mAh Power Bank</a> in Blue for $25.99. Coupon code ""AFOK6CF5"" cuts that price to <strong>$21.59</strong>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find, although we saw it for $2 less a month ago. It features constant temperature on both sides. Deal ends January 5.",,free shipping
2,https://www.dealnews.com/Homgeek-6-Quart-Programmable-Pressure-Cooker-for-56-free-shipping/2169923.html,,$56,Homgeek 6-Quart Programmable Pressure Cooker,2018-01-02T05:18:48-05:00,2169923,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ddwyay0esgbanjjuroc5",SMALL APPLIANCES,"TomTop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169923"">Homgeek 6-Quart 1000-watt Programmable Pressure Cooker</a> for <strong>$55.99</strong> with <strong>free shipping</strong>. That's $24 off and the best price we could find. (It's also $3 less than what you'd pay for a similar cooker elsewhere.) It features a removable lid, security protection, LED screen, and 24-hours delayed cooking timer.<br>
<br>
The countdown timer on the product page does not reflect an actual expiration time and resets daily.",,free shipping
4,https://www.dealnews.com/New-Balance-Mens-790-v6-Running-Shoes-for-30-1-s-h/2169926.html,2018-01-02T09:07:18-05:00,$30,New Balance Men's 790v6 Running Shoes,,2169926,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u8f4ucbfzavmctw4ari7",SHOES,"As one of its daily deals, Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169926"">New Balance Men's 790v6 Running Shoes</a> in Thunder for <strong>$29.99</strong>. Apply coupon code ""DOLLARSHIP"" to bag <strong>$1</strong> shipping. That's $4 under our June mention and the lowest price we've seen for any color. (It's the best deal now by $19.) They're available in select standard and extra-wide sizes from 7 to 11.5. Deal ends today.",True,$1 shipping
1,https://www.dealnews.com/Bodybuilding.com-Signature-Products-25-off-free-shipping-w-49/2169917.html,,25% off,Bodybuilding.com Signature Products,2018-01-02T05:03:07-05:00,2169917,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ttsoctglzrgtbcucvntb",SUPPLEMENTS,"Bodybuilding.com offers takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091848,2169917"">signature products</a>. (Price drops in cart.) Shipping adds around <strong>$4</strong>, although orders of $49 and over bag free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091842,2169917"">Bodybuilding Signature Fish Oil 100-Softgel Tub</a> for <strong>$10.49</strong> ($4 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169917"">Bodybuilding Signature Micronized Glutamine 100-Serving Tub</a> for <strong>$14.99</strong> (pictured, $5 off)
 </li>
</ul>",,free shipping w/ $49
3,https://www.dealnews.com/Vensmile-Ultrasonic-Pest-Repeller-for-21-free-shipping/2169929.html,,$21,Vensmile Ultrasonic Pest Repeller,2018-01-02T05:03:03-05:00,2169929,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d9we5mogsynytw04qx2r",HOME & GARDEN,"Linger via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169929"">Vensmile Ultrasonic Pest Repeller</a> for $32.90. Coupon code ""UQOE9WV2"" cuts it <strong>$21.38</strong>. With <strong>free shipping</strong>, that's a buck under our mention from six days ago, $39 off, and the lowest price we could find. This device claims to repel mice, roaches, and other pests via a high impact pressure wave and 25KHz to 60KHz changing ultrasonic sounds. It features a 4-function switch and coverage measuring 5,000 to 6,000 feet. Deal ends January 8.",,free shipping
3,https://www.dealnews.com/Optimum-Nutrition-at-Amazon-Up-to-30-off-5-off-free-shipping/2169914.html,,Up to 30% off + 5% off,Optimum Nutrition at Amazon,2018-01-02T04:59:07-05:00,2169914,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tiztud1ytzdtsmt8sutx",SUPPLEMENTS,"As one of its daily deals, Amazon cuts <strong>up to 30% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091845,2169914"">Optimum Nutrition</a>. Plus, take an <strong>extra 5% off</strong> and bag <strong>free shipping</strong> when you check out via Subscribe & Save. (Select items also offer larger discounts to Prime members, noted on their product pages.) Deal ends today. A couple of best bets, with prices after Subscribe & Save:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169914"">Optimum Nutrition On Protein 1.6-lbs. Energy Powder</a> for <strong>$10.48</strong> (pictured, low by $2)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091836,2169914"">Optimum Nutrition On Greek Yogurt 14-Serving Protein Smoothie</a> for <strong>$13.29</strong> (low by $11)
 </li>
</ul>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",,free shipping
3,https://www.dealnews.com/Dyson-DC34-Handheld-Vacuum-for-99-free-shipping/2169920.html,,$99,Dyson DC34 Handheld Vacuum,2018-01-02T04:52:04-05:00,2169920,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnvvzdzwcf1mitscn7xl",VACUUM CLEANERS,"Walmart continues to offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169920"">Dyson DC34 Handheld Vacuum</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $22.) Features include a bagless container, washable filter, and dual power mode.",,free shipping
3,https://www.dealnews.com/12-Soylent-Meal-Replacement-14-oz.-Bottles-for-24-free-shipping/2169905.html,,$24,12 Soylent Meal Replacement 14-oz. Bottles,2018-01-02T04:40:59-05:00,2169905,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uw5smzpsbuda0ua3xgcg",GROCERIES,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169905"">Soylent 2.0 Ready-to-Drink Meal Replacement 14-oz. Bottle 12-Pack</a> in Cacao or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091830,2169905"">Cafe Coffiest</a> for $25.35. Checkout via Subscribe & Save to drop it to <strong>$24.08</strong>. With <strong>free shipping</strong>, that's the lowest price we could find now by $8, although we saw them for $2 less last August. Each 14-oz. bottle contains 400 calories and purportedly provides 20% of your daily nutritional needs. It does not require refrigeration. Deal ends today.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments.",,free shipping
