hotness,description,time_published,editors_choice,time_modified,shipping,url,uuid,price,category,picture_url,title
3,"Beeebo-us via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171057"">Dodocool 3-Outlet Power Strip Surge Protector</a> for $33.99. Coupon code ""C2M7TMFJ"" cuts it to <strong>$23.79</strong>. With <strong>free shipping</strong>, that's a buck under last month's mention, $7 off, and the lowest price we could find. It features overload protection, short circuit protection, surge protection up to 400 joules, and a total power output of 1,100 watts. Deal ends January 10.",2018-01-03T12:34:59-05:00,,,free shipping,https://www.dealnews.com/Dodocool-3-Outlet-Power-Strip-Surge-Protector-for-24-free-shipping/2171057.html,2171057,$24,EXTENSION CORDS & POWER STRIPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mlyl3sdejs4ntxfefecm",Dodocool 3-Outlet Power Strip Surge Protector
3,"<span class=""exclusive"">A <strong>DealNews</strong> exclusive!</span> BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171045"">LG 59.5"" 4K HDR IPS LED-Backlit LCD Super Ultra HD Smart Television</a>, model no. 60SJ8000, bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094545,2171045"">Deco Mount Flat Wall Mount Kit Ultimate Bundle</a> for $1,296.99. Coupon code ""DEALNEWS4K"" knocks that to <b>$896.99</b>. (You'll see this price at final checkout.) With <strong>free shipping</strong>, that's $400 under the lowest price we could find for the <i>TV alone</i> elsewhere. Deal ends January 7.<br>
<br>
The TV features a 3840x2160 (4K, 2160p) native resolution, 120Hz refresh rate, 4K upscaling, active HDR with Dolby Vision, 802.11ac wireless, webOS 3.5 (with access to Netflix, Hulu Plus, Pandora, etc.), Ethernet, three USB ports, and four HDMI inputs. The wall mount bundle includes a flat / tilt wall mount for 45"" to 90"" TVs, two 6-foot HDMI cables, TV cleaner spray, microfiber cloth, and two 6"" Velcro cable ties.",,True,2018-01-03T17:02:13-05:00,free shipping,https://www.dealnews.com/LG-60-4-K-HDR-UHD-Smart-TV-Wall-Mount-Bundle-for-897-free-shipping/2171045.html,2171045,$897,TVS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pxfnwle3rnyxsrj52x2j","LG 60"" 4K HDR UHD Smart TV, Wall Mount Bundle"
3,"Tacklife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170985"">Tacklife Angleizer Template Tool Multi Angle Measuring Ruler</a> for $9.97. Coupon code ""K9XB9P2N"" cuts that price to <strong>$5.98</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $4 off and the lowest price we could find, although we saw it for a buck less last month. It features a dual calibrated scale. Deal ends January 6.",2018-01-03T12:19:29-05:00,,,free shipping w/ Prime,https://www.dealnews.com/Tacklife-Angleizer-Template-Tool-Ruler-for-6-free-shipping-w-Prime/2170985.html,2170985,$6,TOOLS & HARDWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g8as3nfi0cxcata1yujb",Tacklife Angleizer Template Tool Ruler
2,"Dell Home offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171051"">Vizio 54.6"" 4K 2160p LED-Backlit LCD Ultra HD Smart Television</a>, model no. P55-E1, for <strong>$879.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094569,2171051"">NextWarehouse</a> charges the same price.) That's the lowest outright price we've seen for a new unit and the best deal now by $68. (For further comparison, we saw it bundled with a $250 Dell gift card for $120 more in October.)<br>
<br>
It features a 3840x2160 native resolution, Dolby Vision with HDR 10, full-array LED backlight with 126 local dimming zones, 802.11ac wireless, Chromecast (with access to Netflix, Hulu Plus, YouTube, more), USB, five HDMI inputs, and Vizio SmartCast capability, which allows you to use your smartphone as a remote via the SmartCast app.",,,2018-01-03T12:17:10-05:00,free shipping,https://www.dealnews.com/Vizio-55-4-K-LED-LCD-UHD-Smart-TV-for-880-free-shipping/2171051.html,2171051,$880,TVS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uemd5fkqfugkwo4w3808","Vizio 55"" 4K LED LCD UHD Smart TV"
4,"AnSaw via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171021"">Wine Bottle 20-LED String Lights 6-Pack</a> in White for $14.99. Coupon code ""5VVGG4ZW' cuts the price to <strong>$11.24</strong>. With <strong>free shipping</strong> for Prime members, that's $4 off list and the lowest price we could find. They measure 6.5-foot long, are made from flexible copper string, and are energy saving. Deal ends January 10.",,,2018-01-03T16:51:42-05:00,free shipping w/ Prime,https://www.dealnews.com/Wine-Bottle-20-LED-String-Lights-6-Pack-for-11-free-shipping-w-Prime/2171021.html,2171021,$11,LIGHTING & LAMPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/excephxdzq5fhau1bdog",Wine Bottle 20-LED String Lights 6-Pack
3,"Dell Refurbished Store cuts <strong>$300 off</strong> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170982"">Dell Latitude E7440 Laptops</a> via coupon code ""JANDEAL1"", with prices thereafter starting from <strong>$319</strong>. Plus, all orders bag <strong>free shipping</strong> via the same coupon. Some exclusions apply, including clearance items. Deal ends January 31.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",2018-01-03T12:06:12-05:00,,,free shipping,https://www.dealnews.com/Refurb-Dell-Latitute-E7440-Laptops-300-off-from-319-free-shipping/2170982.html,2170982,"$300 off, from $319",LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wgohsk4zmgwd5dgrnxry",Refurb Dell Latitute E7440 Laptops
3,"Ikong via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171030"">IKong Brother-Compatible TN660/TN630 Black Toner Cartridge 2-Pack</a> for $14.99 Coupon code ""GRUF8DMH"" cuts that to <strong>$8.99</strong>. Plus, Prime members bag <b>free shipping</b>. That's $3 under our June mention and the lowest price we've seen. (It's $18 under the best deal we could find for a similar pair elsewhere now.) They're compatible with many Brother HL, MFC, Intellifax, and DCP series devices. Deal ends February 1.",2018-01-03T11:54:33-05:00,,,free shipping w/ Prime,https://www.dealnews.com/Ikong-Brother-Compatible-Toner-Cartridge-2-pk-for-9-free-shipping-w-Prime/2171030.html,2171030,$9,INK & TONER,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iubpjvr3ee07j74s2q9n",Ikong Brother-Compatible Toner Cartridge 2pk
2,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170997"">Weme USB 3.0 to Serial ATA/IDE Adapter with Universal 2.5""/3.5"" Hard Drive Disk Converter</a> for $28.99. Coupon code ""57WDGM8M"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong>, that's tied with last month's mention and the lowest price we could find by $15 today. It features a 1-touch backup function and transfer rates up to 5Gb/s. Deal ends January 15.",2018-01-03T11:51:56-05:00,,,free shipping,https://www.dealnews.com/Weme-USB-3.0-to-SATA-IDE-Adapter-Converter-for-18-free-shipping/2170997.html,2170997,$18,USB ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpmpiwsdja3a6u7b4tab",Weme USB 3.0 to SATA/IDE Adapter/Converter
,"At Bank of America, apply for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170991"">Bank of America® Cash Rewards credit card</a> and receive a <strong>$150 cash rewards bonus</strong> after you spend at least $500 on purchases in the first 90 days of account opening. Plus, get a <strong>10% customer bonus</strong> every time you redeem your cash back into a Bank of America® checking or savings account. (If you're a Preferred Rewards client, you can increase that bonus to 25% - 75%.) You'll also earn 1% cash back everywhere, every time, 2% at grocery stores and wholesale clubs, and 3% on gas for the first $2,500 in combined grocery, wholesale club, and gas purchases each quarter. (There are no changing categories and your rewards do not expire.) Plus, there's a <strong>0% introductory APR</strong> for <strong>12 billing cycles</strong> for <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094431,2170991"">purchases and for any balance transfers</a> made in the first 60 days, then, <strong>14.24% - 24.24% variable APR</strong>. A 3% fee (min $10) applies to balance transfers. Finally, there's <strong>no annual fee</strong>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1631/Bank-of-America/"">Bank of America credit card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>",2018-01-03T11:25:50-05:00,,,,"https://www.dealnews.com/lw/click.html?20,2,2170991",2170991,$150 cash rewards offer,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/iqvilhcxr75ii4qvfihq",Bank of America® Cash Rewards Credit Card
3,"Amazon offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171006"">Alton Brown's <i>I'm Just Here for the Food: Version 2.0: The Director's Cut</i> Kindle eBook</a> for <b>$2.99</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094479,2171006"">Barnes &amp; Noble</a> has it for Nook for the same.) That's the lowest price we could find by $14.",,True,2018-01-03T17:02:31-05:00,,https://www.dealnews.com/Alton-Brown-Im-Just-Here...-Kindle-eBook-for-3/2171006.html,2171006,$3,EBOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ooalnvhabotpmj94kaub","Alton Brown ""I'm Just Here..."" Kindle eBook"
3,"Cruise.com via ShermansTravel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171027"">Princess Cruises 2018 cruises</a> with prices starting from <strong>$349 per person</strong>. Plus, bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094500,2171027"">up to $600 onboard credit</a> for <b>free</b> on select cruises. That yields low starting prices for Princess cruises. Additional fees and blackout dates apply. Save on a range of itineraries, with departures from San Francisco or Los Angeles. This travel deal ends January 10.",,,2018-01-03T16:53:45-05:00,,https://www.dealnews.com/Cruise.com-Princess-Cruises-Sale-from-349-per-person/2171027.html,2171027,from $349 per person,CRUISES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qirjo7nwzxqux47a9w52",Cruise.com Princess Cruises Sale
,"Whether you're a true audiophile or just need new earbuds for your gym routine, check out our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-headphone-deals/"">headphone deals</a>. Preorder high-end Sennheiser cans, score cheap earbuds, and more.",2018-01-03T11:48:39-05:00,,,,https://www.dealnews.com/features/best-headphone-deals/,2171015,,ROUNDUPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vjnzzdhf9hbnat9mevpt",Best Headphone Deals: Save $10 on Already-Cheap Earbuds
3,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170994"">Weme Micro USB 2.0 Aluminum 3-Foot Cable</a> in several colors (Black pictured) for $4.99. Coupon code ""M66D9HCB"" drops it to <b>$1.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from three weeks ago and the lowest price we could find by a buck. This type-A male to micro B male cable features gold-plated connectors. Deal ends January 15.",,,2018-01-03T16:48:28-05:00,free shipping w/ Prime,https://www.dealnews.com/Weme-Micro-USB-2.0-Aluminum-3-Foot-Cable-for-2-free-shipping-w-Prime/2170994.html,2170994,$2,COMPUTER CABLES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yj2ccue2pvcaakkwcazl",Weme Micro USB 2.0 Aluminum 3-Foot Cable
2,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171003"">5-Night Stays for Two at the All-Inclusive Viva Wyndham V Heavens</a> in Puerto Plata, Dominican Republic, with prices starting at <strong>$703.80</strong> via coupon code ""10PCT"". (It's the top offer on the page; we found this rate on June 3.) At $141 per night, that's the lowest current rate we could find at this adults-only property by $90. Book this travel deal by January 7 for stays from May 1 through July 31.",2018-01-03T11:34:59-05:00,,,,https://www.dealnews.com/5-Nts-All-Incl.-Adults-Only-Puerto-Plata-Hotel-from-141-per-night/2171003.html,2171003,from $141 per night,HOTELS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ktsxbugknaxmytrksism",5Nts All-Incl. Adults-Only Puerto Plata Hotel
4,"Equinox Int. via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170976"">Royal 20-Piece Silverware Set</a> in Silver for $22.97. Coupon code ""JC598T7D"" cuts the price to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's $13 off list and the lowest price we could find. It includes four dinner forks, four tablespoons, four knives, four salad forks, and four teaspoons.<br>
<br>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094404,2170976"">The Royal 20-Piece Silverware Set</a> in the Elegant Curved Design Edition is also on sale for <strong>$9.97</strong> with <strong>free shipping</strong> via coupon code ""JLYB2PBW'. That's $17 off list and the lowest price we could find. It includes five dinner forks, five tablespoons, five knives, and five teaspoons. Both deals end January 31.",,,2018-01-03T15:38:27-05:00,free shipping w/ Prime,https://www.dealnews.com/Royal-20-Piece-Silverware-Sets-for-10-free-shipping-w-Prime/2170976.html,2170976,$10,CUTLERY & FLATWARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qve4j2aisnjnbyrgakbx",Royal 20-Piece Silverware Sets
2,"Oxa Home via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170979"">Oxa 4-Piece Packing Cube Set with Laundry and Shoes Bag</a> in several colors (Blue pictured) for $15.99. Coupon code ""3BPWBI7M"" cuts the price to <strong>$12.79</strong>. With <strong>free shipping</strong> for Prime members, that's a buck under last month's mention, $3 off list, and the best we could find. Each bag features waterproof sides and a base, with a mesh top panel and SBS zipper. Deal ends January 31.",2018-01-03T11:25:49-05:00,,,free shipping w/ Prime,https://www.dealnews.com/Oxa-4-Piece-Packing-Cube-Set-for-13-free-shipping-w-Prime/2170979.html,2170979,$13,LUGGAGE & TRAVEL GEAR,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4dtdbiszlyyiv0uomop",Oxa 4-Piece Packing Cube Set
4,"Something Strong via Flagship offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170988"">Something Strong backpacks, messenger bags, duffel bags, and laptop bags</a> for $89.99. Better yet, add <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094410,2170988"">two bags of different styles</a> to your cart and apply coupon code ""BAGS"" for a final price of <strong>$50</strong>. With <strong>free shipping</strong>, that's tied with our expired mention from two days ago and, at $25 per bag, the lowest per-bag price we could find for the Something Strong brand by at least $21. Deal ends January 7.<br>
<br>
Note: Applying the coupon on <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094413,2170988"">two bags of the same style</a> will drop the final price to $89.99; essentially, making the second bag free.",,True,2018-01-03T17:24:06-05:00,free shipping,https://www.dealnews.com/2-Something-Strong-Bags-for-50-free-shipping/2170988.html,2170988,$50,BACKPACKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/muddlxern1oppcw8povy",2 Something Strong Bags
4,"Dell Refurbished Store cuts <strong>$100 off</strong> any refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170958"">Dell Latitude E6230 Laptop</a> via coupon code ""JANDEAL2"", with prices starting at <s>$139</s>. Plus, all of these laptops receive <strong>free shipping</strong>. Clearance items are excluded. Deal ends January 31.<br>
<br>
Note: All Dell refurbished systems are covered by a 100-day Dell warranty.<br>
<br>
<i>Update</i>: Prices now start from <strong>$199</strong>.",,,2018-01-03T15:33:21-05:00,free shipping,https://www.dealnews.com/Refurb-Dell-Latitude-E6230-Laptops-100-off-from-199-free-shipping/2170958.html,2170958,"$100 off, from $199",LAPTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tm3dhtsq6tfhn5nirypy",Refurb Dell Latitude E6230 Laptops
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170181"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092208,2170181"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092211,2170181"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2018-01-02T10:37:44-05:00,,,,"https://www.dealnews.com/lw/click.html?20,2,2170181",2170181,"Earn 30,000 bonus points",CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uku4yulyuaxaufupterc",JetBlue Plus Card
3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170952"">Dell Refurbished Store</a> takes <b>$200 off</b> its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094305,2170952"">Dell Optiplex 9020 Desktops</a> via coupon code ""JANDEAL4"". (Prices start at <strong>$289</strong> after the coupon.) Plus, the same coupon bags <b>free shipping</b>. Clearance units are excluded. Deal ends February 28.<br>
<br>
Note: Dell refurbished systems are covered by a 100-day Dell warranty.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s3007/Dell-Refurbished-Store/"">Dell Refurbished Store Coupons</a>.</p>",,,2018-01-03T16:26:58-05:00,free shipping,https://www.dealnews.com/Refurb-Dell-Optiplex-9020-Desktop-PCs-200-off-from-289-free-shipping/2170952.html,2170952,"$200 off, from $289",DESKTOPS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdzzcdjqrvukleaewdjf",Refurb Dell Optiplex 9020 Desktop PCs
3,"JetBlue Airways via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170970"">JetBlue 1-Way Fares Nationwide</a> with prices starting from <strong>$38.20</strong>. (On the DealBase landing page, click on ""JetBlue"" in the top line to see this sale.) That's the lowest price we could find for select routes by at least $8. This price is valid on flights departing January 10 from Pittsburgh, PA, (PIT) with arrival in Fort Lauderdale, FL, (FLL). Blackout dates apply. Book this travel deal by January 4 for travel from January 10 through April 25.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",,,2018-01-03T16:47:15-05:00,,https://www.dealnews.com/Jet-Blue-Airways-Nationwide-Fares-from-38-1-way/2170970.html,2170970,from $38 1-way,AIRFARE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y0qe346ru9s9vh8wri7t",JetBlue Airways Nationwide Fares
3,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170922"">LEGO Ninjago Movie Green Ninja Mech Dragon Building Kit</a> for <strong>$39.99</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094200,2170922"">Amazon</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094353,2170922"">Target</a> are tied.) That's tied with our October mention and the lowest price we could find by $10. It comes with 544 pieces.",,,2018-01-03T16:25:03-05:00,free shipping,https://www.dealnews.com/LEGO-Ninjago-Movie-Mech-Dragon-Building-Kit-for-40-free-shipping/2170922.html,2170922,$40,TOYS & HOBBIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xppmmzrku7jz4utk9iyw",LEGO Ninjago Movie Mech Dragon Building Kit
3,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170793"">Jurassic Park 4-Movie Collection on 3D Blu-ray / Blu-ray / Digital HD</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5. It includes Jurassic Park (2D and 3D versions), The Lost World: Jurassic Park, Jurassic Park III, and Jurassic World (2D and 3D versions), as well as several hours of bonus content.",,,2018-01-03T15:55:40-05:00,free shipping,https://www.dealnews.com/Jurassic-Park-Collection-3-D-Blu-ray-Blu-ray-for-25-free-shipping/2170793.html,2170793,$25,BLU-RAY DISC MOVIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u9kqmhgoygvzraffku0k",Jurassic Park Collection 3D Blu-ray / Blu-ray
3,"Gate 1 Travel via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170955"">Central Thailand 7-Night Flight and Hotel Escorted Vacation for Two</a> with prices starting from <strong>$1,838</strong> via coupon code ""SHWTRK"". That's the lowest price we could find for such a package by $580. Book this travel deal by January 31 for vacations through May 10. Highlights include:
<ul>
 <li>Roundtrip international airfare
 </li>
 <li>hotel stays in Bangkok, Kanchanaburi, and Ayutthaya
 </li>
 <li>10 meals, including daily breakfast
 </li>
 <li>sightseeing tours per itinerary
 </li>
</ul>",,,2018-01-03T16:44:01-05:00,,https://www.dealnews.com/7-Nt-Thailand-Flight-Hotel-Escorted-Vacation-from-1-838-for-2/2170955.html,2170955,"from $1,838 for 2",VACATIONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/twonmb3ohda0a3kl4tnk",7Nt Thailand Flight & Hotel Escorted Vacation
