price,title,shipping,time_modified,category,url,editors_choice,time_published,description,picture_url,hotness,uuid
$50,2 Parrot Jumping Night Mini Drones,free shipping,,TOYS & HOBBIES,https://www.dealnews.com/2-Parrot-Jumping-Night-Mini-Drones-for-50-free-shipping/2170265.html,True,2018-01-02T11:54:54-05:00,"TechRabbit offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170265"">two Parrot Jumping Night Mini Drones</a> in several colors (White pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. (Add two to your cart to see the discount.) That's the lowest price we could find for this quantity by at least $50, with most vendors charging the $150 retail price for one drone alone. It jumps up to 2.5 feet in the air and features two LED lights, 20 minutes of usage time, and VGA mini camera. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cfbcwgbzidexla4a6r7x",0,2170265
$78,Apple Pencil for iPad Pro,free shipping,,IPAD ACCESSORIES,https://www.dealnews.com/Apple-Pencil-for-iPad-Pro-for-78-free-shipping/2170253.html,,2018-01-02T11:53:32-05:00,"Ending today, Spring offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170253"">Apple Pencil for iPad Pro</a> for $98. Coupon code ""GREATSTART20"" cuts that to <strong>$78.40</strong>. Plus, get <strong>free shipping</strong>. That's $2 under our mention from three weeks ago and the best price we've seen for a new, factory-sealed unit. (It's the lowest price we could find now by $20.)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aypltjfxblvucro4fhry",0,2170253
Up to 60% off + 40% off,Gap Great Big Winter Sale,free shipping w/ $50,,CLOTHING & ACCESSORIES,https://www.dealnews.com/Gap-Great-Big-Winter-Sale-Up-to-60-off-40-off-free-shipping-w-50/2170259.html,,2018-01-02T11:47:27-05:00,"Today only, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170259"">Gap</a> takes <strong>up to 60% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092478,2170259"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092481,2170259"">Great Big Winter Sale</a>. Even better, cut an <strong>extra 40% off</strong> via coupon code ""2018"". Shipping adds <strong>$7</strong>, although orders of $50 or more bag free shipping.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s319/Gap/"">Gap Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vhp187pny4oevdo8en9w",0,2170259
$13,Claiborne Men's Cotton Pants,$4 pickup at JCP,,PANTS,https://www.dealnews.com/Claiborne-Mens-Cotton-Pants-for-13-4-pickup-at-JCP/2170256.html,True,2018-01-02T11:47:15-05:00,"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170256"">Claiborne Men's Cotton Pants</a> in Asphalt Grey for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in select sizes from 30x30 to 40x30. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ogptuoakyieiqnbbgdyq",0,2170256
$79,Cole Haan McKinney Brief Case,free shipping,,LUGGAGE & TRAVEL GEAR,https://www.dealnews.com/Cole-Haan-Mc-Kinney-Brief-Case-for-79-free-shipping/2170247.html,True,2018-01-02T11:45:18-05:00,"Ending today, Spring offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170247"">Cole Haan McKinney Brief Case</a> in Black for $98.99. Coupon code ""GREATSTART20"" cuts it to <strong>$79.20</strong>. With <strong>free shipping</strong>, that's $371 off and less than half the price of buying from Cole Haan directly. It features an adjustable strap, polished nickel hardware, and it measure 15.5"" x 10.5"" x 2.5"".","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ofbp41mxk6cwxsj3ga57",0,2170247
$96,Cole Haan Men's Zerogrand Motoring Coat,free shipping,,COATS,https://www.dealnews.com/Cole-Haan-Mens-Zerogrand-Motoring-Coat-for-96-free-shipping/2170235.html,True,2018-01-02T11:43:22-05:00,"Ending today, Spring offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170235"">Cole Haan Men's Zerogrand Motoring Coat</a> in Stone Green for $119.99. Coupon code ""GREATSTART20"" cuts that to <strong>$96</strong>. With <strong>free shipping</strong>, that's $354 off and the lowest price we could find. It's available in sizes S to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z7kwlzkawvzlcyxgth5v",0,2170235
$30,Alxum 48W 5-Port USB Charging Station,free shipping,,CELL PHONE CHARGERS,https://www.dealnews.com/Alxum-48-W-5-Port-USB-Charging-Station-for-30-free-shipping/2170226.html,,2018-01-02T11:32:06-05:00,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170226"">Alxum 48-watt 5-Port USB Charging Station</a> in Black for $34.99. Coupon code ""7XPUSGR9"" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's $5 off and the lowest price we could find. It features BC 1.2 technology and provides up to 5-volts / 2.4-amps of power per port. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z0ve3erqmglk7a3kkida",0,2170226
$20,Greats Men's G-Knit Sneakers,free shipping,,SHOES,https://www.dealnews.com/Greats-Mens-G-Knit-Sneakers-for-20-free-shipping/2170241.html,True,2018-01-02T11:30:44-05:00,"Ending today, Spring offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170241"">Greats Men's G-Knit Sneakers</a> in Grey for $25. Coupon code ""GREATSTART20"" cuts that to <strong>$20</strong>. With <strong>free shipping</strong>, that's $69 off list and the lowest price we could find. They come in select sizes from 7 to 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kq85q2mrilgczkkredzo",4,2170241
$550,"HP 15t Kaby Lake i7 2.7GHz 16"" Touch Laptop",free shipping,,LAPTOPS,https://www.dealnews.com/HP-15-t-Kaby-Lake-i7-2.7-GHz-16-Touch-Laptop-for-550-free-shipping/2170238.html,,2018-01-02T11:30:27-05:00,"HP offers its 4.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170238"">HP 15t Intel Kaby Lake Core i7 2.7GHz 15.6"" Touchscreen Laptop</a> in Black for <strong>$549.99</strong> with <strong>free shipping</strong>. That's tied with our mention from September, $520 off list, and the lowest price we've seen. It features an Intel Core i7-7500U 2.7GHz Kaby Lake dual-core processor, 15.6"" 1366x768 (720p) LED-backlit touchscreen LCD, 8GB RAM, 1TB hard drive, 802.11n wireless, Gigabit Ethernet, USB 3.1, HDMI, 3-cell battery, and Windows 10 Home 64-bit.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/abrawjpbitvtsywewkeh",3,2170238
,Latest Credit Card Offers from Chase,,,CREDIT CARDS,"https://www.dealnews.com/lw/click.html?20,2,2168621",,2018-01-01T00:01:00-05:00,"Looking for a new credit card? Check out our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a> which features several offers available to applicants from a wide range of credit ratings. Some notable cards include Chase Sapphire Preferred®, Chase Freedom Unlimited®, and United MileagePlus® Explorer Card.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hozow7nxzxkuqstccluu",,2168621
$5,Anccer Thin iPhone X Case,free shipping w/ Prime,,IPHONE CASES,https://www.dealnews.com/Anccer-Thin-iPhone-X-Case-for-5-free-shipping-w-Prime/2170175.html,,2018-01-02T11:22:10-05:00,"Anccer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170175"">Anccer Thin iPhone X Case</a> in several colors for $11.99. Coupon code ""HWLO6ING"" drops it to <b>$4.92</b>. With <b>free shipping</b> for Prime members, the lowest price we could find by $9, although we saw it for $1 less two weeks ago. It's compatible with wireless charging. Deal ends February 1.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ppsak7f5zo4ihjphtdkf",3,2170175
from $869 per person,Spain & Portugal Hotel & Tour Packages,,,VACATIONS,https://www.dealnews.com/Spain-Portugal-Hotel-Tour-Packages-from-869-per-person/2170232.html,,2018-01-02T11:19:44-05:00,"Cosmos via ShermansTravel discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170232"">Spain and Portugal Hotel and Escorted Tour Packages</a>, with prices starting from <b>$869 per person</b>. Choose from a range of itineraries, with durations from six to 30 nights Book this travel deal by January 31.<br>
<br>
Note: International airfare is not included.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/annlkfxw8hhygbxd0qe7",3,2170232
$16,Equinox Down Alternative Queen Comforter,free shipping,,BEDDING,https://www.dealnews.com/Equinox-Down-Alternative-Queen-Comforter-for-16-free-shipping/2170154.html,,2018-01-02T11:18:05-05:00,"Equinox via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170154"">Equinox Down Alternative Queen Comforter</a> in White for $29.97. Coupon code ""7CMXJ578"" cuts that to <strong>$15.75</strong>. With <strong>free shipping</strong>, that's $14 off and the best price we could find. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kbkv2wahtpcjx8acfvcc",4,2170154
$13,Claiborne Men's Microfiber Pants,$4 pickup at JCP,2018-01-02T11:46:59-05:00,PANTS,https://www.dealnews.com/Claiborne-Mens-Microfiber-Pants-for-13-4-pickup-at-JCP/2170229.html,True,,"JCPenney offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170229"">Claiborne Men's Microfiber Pants</a> in Riverstone for $17.99. Coupon code ""4DEALS"" cuts that to <strong>$13.49</strong>. Choose <strong>$3.95</strong> in-store pickup to dodge the $8.95 shipping fee. That's $47 off list and the lowest price we could find. They come in limited sizes from 30x30 to 40x32. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wpakx1fwj9subqpu3oi0",4,2170229
$30,Drocon Hacker Drone with 720p Camera,free shipping,,TOYS & HOBBIES,https://www.dealnews.com/Drocon-Hacker-Drone-with-720-p-Camera-for-30-free-shipping/2170208.html,,2018-01-02T11:01:20-05:00,"Nova Tech via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170208"">Drocon Hacker Drone with 720p Camera</a> for $39.99. Coupon code ""AS8COH9N "" cuts it to <strong>$29.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $16, although we saw it for $10 less in October. It features headless mode, which keeps the orientation constant, and a 360-degree stunt function. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hv51yp1gyksu6kbhtybe",3,2170208
$5,BlenderBottle 28-oz. Shaker Bottle,free shipping w/ Prime,,SPORTS & FITNESS,https://www.dealnews.com/Blender-Bottle-28-oz.-Shaker-Bottle-for-5-free-shipping-w-Prime/2170184.html,,2018-01-02T10:52:31-05:00,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170184"">BlenderBottle SportMixer Tritan Grip 28-oz. Shaker Bottle</a> in several colors (Purple pictured) for <strong>$4.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $6. It's dishwasher safe and features a BlenderBall wire whisk.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gvpapd4gxnheu6wo056r",4,2170184
$425,Lenovo IdeaCentre AMD 510A 3.5GHz Desktop PC,free shipping,,DESKTOPS,https://www.dealnews.com/Lenovo-Idea-Centre-AMD-510-A-3.5-GHz-Desktop-PC-for-425-free-shipping/2170160.html,,2018-01-02T10:46:50-05:00,"Lenovo offer the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170160"">Lenovo IdeaCentre 510A AMD A10-9700 3.5GHz Desktop PC</a> for $499.99. Coupon code ""GAMING15"" cuts it to <strong>$424.99</strong>. With <strong>free shipping</strong>, that's $75 off list and the lowest price we could find. It features an AMD A10-9700 3.5GHz quad-core APU, 12GB RAM, 2TB hard drive, 802.11ac wireless, Bluetooth 4.0, DVD burner, two USB 3.0, four USB 2.0, HDMI, and Windows 10 Home 64. Deal ends January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ashw9klfww13vstzchht",2,2170160
$7,HotLife LED Travel Mirror,free shipping w/ Prime,,BEAUTY,https://www.dealnews.com/Hot-Life-LED-Travel-Mirror-for-7-free-shipping-w-Prime/2170187.html,,2018-01-02T10:43:32-05:00,"HotLife via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170187"">HotLife LED Travel Mirror</a> for $14.98. Coupon code ""N29HNUHP"" cuts that to <strong>$7.49</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by around $15. It features eight dimmable LEDs and one 2x magnification mirror. It requires two CR2025 batteries (and comes with four).","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouh8jxzti9d8nznrwyoq",3,2170187
$500,"Apple iPad Pro 10.5"" 64GB WiFi Tablet",pickup at Micro Center,,IPADS,https://www.dealnews.com/Apple-iPad-Pro-10.5-64-GB-Wi-Fi-Tablet-for-500-pickup-at-Micro-Center/2170166.html,True,2018-01-02T10:39:09-05:00,"For in-store pickup only and with stock varying by location, Micro Center offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170166"">Apple iPad Pro 10.5"" 64GB WiFi Tablet</a> in Space Gray for <strong>$499.99</strong>. That's tied with our December mention as the lowest price we've seen. (It's the best deal now by $88.) This 2017 model features a new Retina display with 120Hz refresh rate and dynamic adjustment, as well as a new A10X Fusion chip with a 6-core CPU and 12-core GPU.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/knperbgig3t1vrugoarg",3,2170166
"40,000 bonus miles",United MileagePlus® Explorer Card,,,CREDIT CARDS,"https://www.dealnews.com/lw/click.html?20,2,2170193",,2018-01-02T10:45:01-05:00,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>
                    <script type=""text/javascript"">
                (function() {

                    var func = function () {

                                                /* Once is enough */
                        if (DN.isset(DN.get(""article_disclaimer-dialog""))) {
                            return;
                        }
                        
                                                    var parent = document.body;
                                                var div = document.createElement('div');
                        div.innerHTML = ""        <div class=\""dn-dialog form-box dn-panel info-dialog\"" id=\""article_disclaimer-dialog\"" >\n                            <div class=\""close icon box-close-white\""><\/div>\n            \n                            <div class=\""dialog-pointer\""><\/div>\n            \n                            <div class=\""hd\"">Disclaimer<\/div>\n            \n            <div class=\""bd\"">\n                        <div id=\""article-disclaimer\""><\/div>\n                    <\/div>\n\n                    <\/div>\n\n        "";
                        while (div.children.length > 0) {
                            parent.appendChild(div.children[0]);
                        }

                        
                            DN.forms.init();

                        
                                            };

                    if (DN.DOMReady) {
                        func();
                    } else {
                        DN.onDOMReady.bind(func);
                    }

                })();
            </script>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",,2170193
from $437 for 2,RCCL 4Nt Bahamas Cruise in March,,,CRUISES,https://www.dealnews.com/RCCL-4-Nt-Bahamas-Cruise-in-March-from-437-for-2/2170178.html,,2018-01-02T10:35:43-05:00,"Cruise.com via ShermansCruise a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170178"">Royal Caribbean 4-Night Bahamas Cruise for Two</a> with prices starting from <strong>$437</strong>. (Scroll down on the landing page and click ""Book Now"" next to the March 8 sailing date.) That's the lowest price we could find for such a cruise this March by $139. This roundtrip cruise aboard the Empress of the Seas departs on March 8 from Miami, FL. Book this travel deal by February 28.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpnrpnuqk0k0pgippida",3,2170178
from $58 1-Way,Delta Air Lines Nationwide Flights,,,AIRFARE,https://www.dealnews.com/Delta-Air-Lines-Nationwide-Flights-from-58-1-Way/2170169.html,,2018-01-02T10:30:28-05:00,"Delta Air Lines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170169"">Delta Air Lines 1-Way Fares Nationwide</a> with prices starting from <strong>$58.30</strong>. (On the ShermansTravel landing page, click on ""Delta.com"" in the top line to book.) This price is valid on flights departing on February 28 from Los Angeles, CA, (LAX) with arrival in Phoenix, AZ, (PHX). That's the lowest price we could find for select routes today on Delta by at least $27. Book this travel deal by February 28.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bipqx1jyvzlle4c5hh22",4,2170169
Up to 50% off,Vistaprint New Year's Sale,,,SUPPLIES,https://www.dealnews.com/Vistaprint-New-Years-Sale-Up-to-50-off/2170151.html,,2018-01-02T10:29:24-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170151"">Vistaprint</a> takes up to 50% off <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092100,2170151"">business cards, postcards, flyers, brochures, T-shirts, and hats</a> via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092103,2170151"">New Year's Sale</a>. Shippping starts at <b>$4.99</b>. After the coupon, postcards start at <b>$5.99</b>, flyers at <b>$4.49</b>, and T-shirts at <b>$5.99</b>. (Click on ""Specials"" in the top navigation bar to see all the deals.) Some exclusions may apply. Deal ends today.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s898/Vistaprint/"">Vistaprint Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o7mkoei9kicqb3yufvg1",2,2170151
$4,Boudreaux's 2-oz. Butt Paste Max Strength,free shipping,,BABIES & KIDS ITEMS,https://www.dealnews.com/Boudreauxs-2-oz.-Butt-Paste-Max-Strength-for-4-free-shipping/2170163.html,,2018-01-02T10:21:53-05:00,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170163"">Boudreaux's Butt Paste Maximum Strength Diaper Rash Ointment 2-oz. Bottle</a> for <strong>$3.67</strong> with <strong>free shipping</strong>, via the directions below. That's a buck under what you'd pay at a local store, with the added convenience of having it shipped to your door. It contains 40% zinc oxide. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170163"">Boudreaux's Butt Paste Maximum Strength Diaper Rash Ointment 2-oz. Bottle</a> for $4.89
 </li>
 <li>clip the 20% off coupon on the product page
 </li>
 <li>check out via Subscribe &amp; Save for a final price of <strong>$3.67</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gsixlugsck6ulgofqeny",3,2170163
$7,Target Women's January Beauty Box,free shipping,,BEAUTY,https://www.dealnews.com/Target-Womens-January-Beauty-Box-for-7-free-shipping/2170157.html,,2018-01-02T10:20:57-05:00,"Target offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170157"">Target Women's 7-Piece January Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's a buck under the list price of just the two masks. Each box includes seven samples from brands like Dove, Vichy, and Covergirl, as well as a Target beauty coupon.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092166,2170157"">Target Women's 6-Piece Best of Boots Beauty Box</a> for <strong>$7</strong> with <strong>free shipping</strong>. That's at least $5 under the list price of the eyeshadow palette alone. It includes six samples of Boots' cult classics and best-sellers.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bglzn0p5jonwynbt0itb",3,2170157
Up to 65% off,Lenovo Clearance Sale,free shipping,,COMPUTERS,https://www.dealnews.com/Lenovo-Clearance-Sale-Up-to-65-off-free-shipping/2170145.html,,2018-01-02T10:18:47-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170145"">Lenovo</a> takes <strong>up to 65% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092079,2170145"">laptops, desktops, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092082,2170145"">Clearance Sale</a>. Plus, all orders receive <strong>free shipping</strong>. Stock may be limited for some items, and some exclusions may apply.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xegjgvthrhgw8zgbaciz",4,2170145
$59,Jos. A. Bank Men's Executive Car Coat,free shipping,,COATS,https://www.dealnews.com/Jos.-A.-Bank-Mens-Executive-Car-Coat-for-59-free-shipping/2170133.html,,2018-01-02T10:11:35-05:00,"Jos. A. Bank offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170133"">Jos. A. Bank Men's Executive Collection Traditional Fit Car Coat</a> in Black for <strong>$59</strong> with <strong>free shipping</strong>. That's $436 off and the lowest price we could find. It's available in sizes S to XXL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/im3l9srcqadalrljhfo8",4,2170133
$88,The North Face Men's Campshire Jacket,free shipping,,COATS,https://www.dealnews.com/The-North-Face-Mens-Campshire-Jacket-for-88-free-shipping/2170148.html,,2018-01-02T10:05:53-05:00,"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170148"">The North Face Men's Campshire Full Zip Jacket</a> in several colors (Urban Navy pictured) for $99.99. Coupon code ""DN88"" knocks it to <strong>$88</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $41. It comes in sizes S to XXL. Deal ends January 8.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zs2hhslcrnaysawn79kd",3,2170148
$10,500 Business Cards,$5 shipping,,SUPPLIES,https://www.dealnews.com/500-Business-Cards-for-10-5-s-h/2170139.html,,2018-01-02T10:02:43-05:00,"Vistaprint continues to offer <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170139"">500 Business Cards</a> with prices starting from <b>$9.99</b> plus <b>$4.99</b> for shipping. (You may need to apply coupon code ""VPBC500"" and choose ""Economy shipping"" at checkout to get this deal.) That's tied with our November mention, $10 off list, and the lowest price we could find. Each card measures 2"" x 3.5"". Choose from 45 designs for economy cards or more than 4,000 designs for standard business cards.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfrsikztl5eq4uvbf8et",2,2170139
$40/month,Verizon Fios 100/100 Internet,,,COMPUTER SERVICES,https://www.dealnews.com/Verizon-Fios-100-100-Internet-for-40-month/2170205.html,,2018-01-02T10:58:08-05:00,"Verizon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170205"">Verizon Fios 100/100 Mbps Internet Service</a> for <strong>$39.99 per month</strong>. That's a $10 per month savings. Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",,2170205
